record	sig_segments	total_length
ENSP00000473365.1	1	6
ENSP00000481014.1	1	6
ENSP00000249344.2	1	5
ENSP00000392393.2	1	5
ENSP00000298699.2	1	5
ENSP00000448344.1	1	5
ENSP00000448855.2	1	5
ENSP00000476504.1	1	23
ENSP00000366843.3	1	23
ENSP00000494663.1	1	23
ENSP00000446512.2	1	23
ENSP00000496279.1	1	23
ENSP00000493897.1	1	23
ENSP00000446576.2	1	23
ENSP00000450439.1	1	5
ENSP00000331474.3	1	5
ENSP00000362814.1	1	5
ENSP00000362813.3	1	5
ENSP00000439048.1	1	5
ENSP00000444307.1	1	5
ENSP00000357914.3	1	5
ENSP00000357912.1	1	5
ENSP00000268154.3	1	6
ENSP00000360555.3	1	12
ENSP00000308315.5	1	12
ENSP00000479233.1	1	12
ENSP00000379212.2	1	12
ENSP00000385575.2	1	5
ENSP00000384028.1	1	5
ENSP00000314883.6	1	5
ENSP00000306185.6	1	5
ENSP00000309565.5	1	9
ENSP00000484857.1	1	9
ENSP00000477826.1	1	9
ENSP00000441337.1	1	5
ENSP00000329995.5	1	5
ENSP00000360642.2	1	7
ENSP00000284376.3	1	7
ENSP00000323858.7	2	10
ENSP00000304072.5	2	10
ENSP00000374183.4	1	5
ENSP00000312463.6	1	5
ENSP00000386420.3	1	5
ENSP00000448175.1	1	5
ENSP00000400908.2	1	5
ENSP00000376665.3	1	5
ENSP00000447362.1	1	5
ENSP00000354845.2	1	5
ENSP00000447660.1	1	5
ENSP00000447900.1	1	5
ENSP00000440034.2	1	5
ENSP00000446128.1	1	5
ENSP00000442847.1	1	5
ENSP00000354849.2	1	5
ENSP00000447116.1	1	5
ENSP00000449702.1	1	5
ENSP00000371785.1	1	6
ENSP00000317333.3	1	6
ENSP00000313851.10	1	7
ENSP00000401619.1	1	7
ENSP00000407005.1	1	7
ENSP00000482233.1	1	5
ENSP00000478104.1	1	5
ENSP00000262189.6	3	20
ENSP00000454058.1	1	5
ENSP00000347325.3	3	20
ENSP00000353218.3	1	6
ENSP00000371441.5	1	5
ENSP00000216122.3	1	5
ENSP00000403040.2	1	5
ENSP00000385704.4	1	5
ENSP00000390315.3	1	5
ENSP00000260128.4	1	5
ENSP00000480454.1	1	5
ENSP00000311135.2	1	9
ENSP00000360323.4	1	6
ENSP00000360321.4	1	6
ENSP00000415289.1	1	5
ENSP00000385521.3	1	5
ENSP00000262722.7	1	5
ENSP00000331544.6	1	5
ENSP00000393812.2	1	5
ENSP00000342212.5	1	5
ENSP00000414584.1	1	5
ENSP00000401077.1	1	5
ENSP00000282470.6	1	5
ENSP00000422903.1	1	5
ENSP00000414856.1	1	5
ENSP00000246024.2	1	6
ENSP00000324948.6	2	11
ENSP00000432134.1	2	11
ENSP00000434455.1	2	11
ENSP00000433233.1	2	11
ENSP00000379644.3	2	11
ENSP00000493724.1	1	10
ENSP00000295900.6	1	10
ENSP00000479689.1	1	5
ENSP00000483221.1	1	5
ENSP00000383866.4	1	5
ENSP00000419589.1	1	5
ENSP00000383867.3	1	5
ENSP00000418012.1	1	5
ENSP00000483382.1	1	5
ENSP00000480725.1	1	5
ENSP00000418692.1	1	6
ENSP00000420182.1	1	6
ENSP00000491419.1	1	6
ENSP00000491030.1	1	6
ENSP00000400942.2	1	6
ENSP00000492132.1	1	6
ENSP00000417305.3	1	6
ENSP00000492497.1	1	6
ENSP00000388191.2	1	7
ENSP00000259523.6	1	5
ENSP00000429441.1	1	5
ENSP00000478887.1	2	10
ENSP00000367207.3	2	10
ENSP00000430235.1	2	10
ENSP00000479618.2	2	10
ENSP00000467556.1	2	11
ENSP00000374273.3	2	13
ENSP00000478019.1	1	6
ENSP00000483644.2	1	6
ENSP00000480612.1	1	6
ENSP00000479542.1	1	6
ENSP00000483065.1	1	6
ENSP00000477873.1	1	6
ENSP00000480652.1	1	6
ENSP00000484706.1	1	6
ENSP00000481078.1	1	5
ENSP00000373301.3	2	12
ENSP00000400128.1	2	12
ENSP00000389484.1	2	12
ENSP00000249330.2	1	5
ENSP00000400884.2	1	5
ENSP00000254691.5	1	5
ENSP00000371093.3	1	5
ENSP00000381795.3	1	6
ENSP00000453542.1	1	6
ENSP00000325661.5	1	6
ENSP00000452817.1	1	6
ENSP00000268082.4	1	6
ENSP00000296721.4	1	5
ENSP00000424427.1	1	5
ENSP00000426296.1	1	5
ENSP00000492403.1	1	5
ENSP00000379712.3	1	5
ENSP00000495726.1	1	5
ENSP00000364514.2	1	5
ENSP00000492390.1	1	5
ENSP00000491470.1	2	13
ENSP00000491796.1	2	13
ENSP00000491540.1	2	13
ENSP00000491820.1	2	13
ENSP00000491996.1	2	13
ENSP00000478198.1	5	32
ENSP00000486710.1	3	15
ENSP00000257766.4	2	10
ENSP00000385215.3	2	10
ENSP00000481760.1	2	10
ENSP00000478804.1	1	5
ENSP00000485017.1	1	5
ENSP00000263934.6	1	8
ENSP00000366290.1	1	8
ENSP00000366284.1	1	8
ENSP00000478500.1	1	8
ENSP00000480063.1	1	8
ENSP00000402395.1	2	19
ENSP00000408233.2	2	19
ENSP00000406707.1	2	19
ENSP00000381436.2	1	7
ENSP00000373199.3	1	7
ENSP00000460876.1	1	14
ENSP00000322579.3	1	14
ENSP00000460738.1	1	14
ENSP00000458953.1	1	14
ENSP00000414607.2	1	14
ENSP00000328226.3	1	6
ENSP00000397303.1	1	6
ENSP00000477855.1	1	6
ENSP00000392812.1	1	9
ENSP00000462680.1	1	9
ENSP00000462433.1	1	9
ENSP00000490608.1	1	5
ENSP00000227471.3	1	5
ENSP00000434294.1	1	5
ENSP00000359544.5	1	5
ENSP00000359552.3	1	5
ENSP00000352463.3	4	26
ENSP00000335561.4	4	26
ENSP00000385531.1	1	10
ENSP00000316879.4	1	8
ENSP00000391935.1	1	8
ENSP00000376320.2	1	8
ENSP00000391412.1	1	8
ENSP00000413159.1	1	8
ENSP00000371767.3	1	8
ENSP00000403269.1	1	8
ENSP00000317600.8	1	8
ENSP00000407682.1	1	8
ENSP00000343450.4	1	8
ENSP00000416255.1	1	8
ENSP00000395974.1	1	8
ENSP00000398145.1	1	8
ENSP00000399858.1	1	8
ENSP00000411826.2	1	8
ENSP00000399969.1	1	8
ENSP00000404754.2	1	8
ENSP00000338020.4	1	8
ENSP00000216181.5	2	10
ENSP00000300055.5	1	5
ENSP00000402167.2	1	5
ENSP00000384018.1	1	17
ENSP00000384202.1	1	17
ENSP00000400281.2	1	17
ENSP00000402808.1	1	17
ENSP00000385618.3	1	17
ENSP00000348551.4	1	17
ENSP00000313377.4	1	6
ENSP00000477229.1	1	6
ENSP00000477429.1	1	6
ENSP00000496112.1	1	6
ENSP00000345359.6	3	24
ENSP00000495987.1	1	5
ENSP00000242057.4	1	5
ENSP00000436466.1	1	5
ENSP00000366513.4	1	11
ENSP00000401934.1	1	11
ENSP00000354997.4	1	11
ENSP00000457456.1	1	5
ENSP00000455215.1	1	5
ENSP00000456794.1	1	5
ENSP00000455351.1	1	5
ENSP00000373465.5	1	5
ENSP00000456620.1	1	5
ENSP00000444911.2	1	5
ENSP00000456731.1	1	5
ENSP00000398034.2	1	5
ENSP00000490530.1	1	5
ENSP00000359485.4	1	6
ENSP00000385983.1	1	5
ENSP00000392776.1	1	5
ENSP00000412622.1	1	5
ENSP00000385487.1	1	5
ENSP00000384235.1	1	5
ENSP00000388930.1	1	5
ENSP00000384492.1	1	5
ENSP00000259075.2	1	5
ENSP00000398157.1	1	5
ENSP00000376505.2	1	5
ENSP00000399934.1	1	5
ENSP00000411041.1	1	5
ENSP00000349164.6	1	6
ENSP00000327025.6	1	6
ENSP00000221538.2	2	10
ENSP00000471559.1	2	10
ENSP00000360500.3	1	5
ENSP00000408132.3	2	10
ENSP00000384048.1	8	59
ENSP00000389849.1	1	12
ENSP00000380376.1	8	59
ENSP00000268802.5	1	7
ENSP00000355988.3	1	5
ENSP00000496669.1	1	5
ENSP00000403855.1	1	5
ENSP00000494675.1	1	5
ENSP00000360412.3	1	7
ENSP00000440384.2	1	6
ENSP00000374036.4	1	6
ENSP00000448297.1	1	6
ENSP00000405357.3	1	6
ENSP00000450347.1	1	6
ENSP00000354206.3	1	5
ENSP00000388558.2	1	5
ENSP00000392401.2	1	5
ENSP00000440838.1	1	9
ENSP00000384520.4	1	9
ENSP00000324404.5	1	9
ENSP00000356110.4	1	7
ENSP00000372956.4	1	5
ENSP00000372947.2	1	5
ENSP00000427820.1	1	5
ENSP00000345255.2	1	5
ENSP00000337174.4	1	5
ENSP00000355260.4	1	5
ENSP00000397050.2	1	7
ENSP00000354622.1	1	7
ENSP00000467953.1	1	7
ENSP00000326018.6	1	9
ENSP00000318902.4	2	13
ENSP00000419393.1	2	13
ENSP00000418524.1	2	13
ENSP00000418225.2	1	7
ENSP00000420736.1	1	7
ENSP00000333560.4	2	13
ENSP00000418102.1	2	13
ENSP00000417857.1	2	13
ENSP00000418883.1	2	13
ENSP00000479663.1	2	13
ENSP00000477918.1	1	6
ENSP00000318721.3	1	6
ENSP00000484803.1	2	13
ENSP00000341848.5	1	5
ENSP00000377275.3	1	5
ENSP00000484083.1	1	5
ENSP00000396544.2	1	5
ENSP00000349244.4	1	5
ENSP00000357805.2	1	5
ENSP00000336727.3	1	5
ENSP00000254667.3	1	6
ENSP00000410540.1	1	6
ENSP00000416939.1	1	6
ENSP00000303350.5	1	6
ENSP00000475063.1	1	6
ENSP00000473761.1	1	6
ENSP00000490689.1	2	11
ENSP00000490609.1	2	11
ENSP00000489996.1	2	11
ENSP00000489929.1	2	11
ENSP00000490713.1	2	11
ENSP00000318085.3	2	13
ENSP00000431468.1	1	8
ENSP00000436815.1	1	8
ENSP00000433836.1	1	6
ENSP00000481542.3	3	15
ENSP00000476257.1	3	15
ENSP00000482859.1	2	10
ENSP00000480416.1	2	10
ENSP00000478334.1	2	10
ENSP00000479721.2	1	5
ENSP00000477847.1	1	5
ENSP00000482516.1	2	10
ENSP00000404602.2	1	5
ENSP00000374552.3	1	5
ENSP00000491066.1	1	5
ENSP00000492322.1	1	5
ENSP00000493387.1	1	5
ENSP00000422262.1	1	5
ENSP00000409423.2	1	5
ENSP00000457570.1	1	5
ENSP00000262530.5	1	5
ENSP00000325717.5	1	5
ENSP00000270583.4	1	5
ENSP00000455780.1	1	5
ENSP00000482433.1	1	5
ENSP00000164133.2	1	5
ENSP00000301463.4	1	11
ENSP00000449452.1	1	11
ENSP00000216727.4	1	6
ENSP00000380446.2	1	6
ENSP00000349508.3	3	16
ENSP00000440392.1	3	16
ENSP00000496163.1	3	16
ENSP00000440542.2	3	16
ENSP00000495160.1	3	16
ENSP00000495233.1	1	5
ENSP00000494247.1	1	5
ENSP00000496358.1	3	16
ENSP00000494574.1	3	16
ENSP00000496291.1	1	5
ENSP00000494456.1	3	16
ENSP00000495816.1	3	16
ENSP00000496543.1	3	16
ENSP00000493619.1	3	16
ENSP00000496634.1	3	16
ENSP00000495023.1	2	11
ENSP00000494981.1	1	5
ENSP00000494126.1	1	5
ENSP00000493829.1	1	5
ENSP00000494571.1	1	5
ENSP00000493471.1	3	16
ENSP00000496660.1	2	11
ENSP00000496707.1	3	16
ENSP00000437506.1	2	11
ENSP00000444614.1	1	5
ENSP00000304108.5	1	14
ENSP00000478477.1	1	14
ENSP00000424848.1	1	6
ENSP00000354686.2	2	12
ENSP00000416305.2	2	12
ENSP00000264279.5	1	6
ENSP00000261023.3	1	5
ENSP00000364042.3	1	5
ENSP00000404291.2	1	5
ENSP00000400046.2	1	7
ENSP00000261881.4	1	5
ENSP00000457406.1	1	5
ENSP00000479458.1	1	5
ENSP00000477627.1	1	5
ENSP00000396812.2	1	5
ENSP00000404619.1	1	5
ENSP00000478324.1	1	5
ENSP00000367044.1	2	11
ENSP00000354045.4	2	11
ENSP00000401206.2	2	11
ENSP00000367038.2	2	11
ENSP00000479709.1	2	11
ENSP00000246043.4	2	11
ENSP00000261937.6	1	5
ENSP00000377016.3	1	5
ENSP00000426057.1	1	5
ENSP00000300648.6	1	5
ENSP00000354645.5	1	5
ENSP00000447921.1	1	5
ENSP00000324463.7	1	5
ENSP00000409605.2	1	5
ENSP00000449686.2	1	5
ENSP00000420218.1	1	5
ENSP00000011292.3	1	5
ENSP00000419408.1	1	5
ENSP00000419497.1	1	5
ENSP00000488624.1	1	17
ENSP00000487954.1	1	5
ENSP00000492911.1	1	17
ENSP00000487744.1	1	17
ENSP00000452521.1	2	12
ENSP00000298406.6	1	7
ENSP00000273783.3	1	5
ENSP00000348984.4	1	5
ENSP00000371111.2	1	5
ENSP00000300278.2	1	5
ENSP00000399783.1	1	5
ENSP00000400985.1	1	5
ENSP00000405807.1	1	5
ENSP00000423985.1	1	7
ENSP00000425149.1	1	7
ENSP00000406998.2	1	7
ENSP00000339764.4	1	7
ENSP00000411822.1	1	9
ENSP00000376973.3	1	9
ENSP00000273541.8	1	9
ENSP00000272793.5	1	5
ENSP00000376409.2	1	5
ENSP00000389097.1	1	5
ENSP00000396068.1	1	5
ENSP00000426064.1	1	5
ENSP00000422408.3	1	5
ENSP00000493144.1	1	5
ENSP00000351113.4	1	5
ENSP00000411683.2	1	5
ENSP00000415711.2	2	10
ENSP00000340336.5	2	10
ENSP00000316782.5	2	10
ENSP00000484028.1	2	10
ENSP00000361001.3	1	5
ENSP00000350266.4	1	6
ENSP00000358767.5	1	6
ENSP00000266735.5	1	5
ENSP00000364324.2	1	5
ENSP00000329896.4	1	5
ENSP00000420718.1	1	5
ENSP00000257181.8	1	6
ENSP00000318429.7	1	5
ENSP00000484525.1	2	12
ENSP00000075430.7	1	6
ENSP00000465119.1	1	6
ENSP00000299543.8	2	12
ENSP00000478618.1	1	5
ENSP00000477509.1	2	10
ENSP00000477874.1	2	10
ENSP00000484213.1	2	10
ENSP00000479429.1	2	10
ENSP00000433519.1	1	7
ENSP00000433277.1	1	7
ENSP00000432270.1	1	7
ENSP00000314620.7	1	7
ENSP00000374589.2	1	7
ENSP00000483562.1	2	11
ENSP00000440054.1	2	11
ENSP00000396773.2	2	11
ENSP00000439781.1	1	9
ENSP00000468782.1	1	9
ENSP00000468254.1	1	9
ENSP00000467877.1	1	9
ENSP00000337289.2	1	5
ENSP00000262932.3	1	14
ENSP00000326519.6	1	5
ENSP00000418037.2	1	8
ENSP00000349770.5	1	8
ENSP00000419950.1	1	8
ENSP00000385352.2	1	8
ENSP00000419149.1	1	8
ENSP00000249375.4	1	8
ENSP00000480058.1	1	8
ENSP00000349124.5	1	6
ENSP00000419055.1	1	5
ENSP00000462154.4	1	6
ENSP00000303486.8	1	6
ENSP00000263274.6	2	12
ENSP00000471380.1	2	11
ENSP00000442841.1	2	11
ENSP00000471836.1	2	12
ENSP00000445928.1	1	6
ENSP00000471861.1	1	6
ENSP00000441531.1	1	6
ENSP00000483027.1	2	12
ENSP00000400540.2	1	5
ENSP00000415182.1	1	5
ENSP00000314348.3	1	7
ENSP00000432032.1	1	7
ENSP00000304987.2	1	6
ENSP00000418259.1	1	6
ENSP00000366080.1	1	6
ENSP00000366078.4	1	6
ENSP00000285398.2	2	11
ENSP00000495619.1	2	11
ENSP00000496038.1	1	6
ENSP00000494545.1	1	6
ENSP00000494889.1	1	6
ENSP00000408901.1	1	6
ENSP00000396526.2	1	6
ENSP00000257604.5	1	6
ENSP00000261799.4	1	5
ENSP00000233557.3	1	5
ENSP00000369181.3	1	5
ENSP00000369192.3	1	5
ENSP00000403916.2	1	5
ENSP00000415406.2	1	5
ENSP00000355562.2	3	23
ENSP00000264184.4	2	12
ENSP00000264183.3	3	23
ENSP00000394663.1	3	23
ENSP00000391497.1	2	12
ENSP00000455823.1	1	5
ENSP00000362006.3	1	5
ENSP00000354573.2	1	5
ENSP00000455274.1	1	5
ENSP00000362016.2	1	5
ENSP00000289893.4	1	5
ENSP00000347802.4	1	6
ENSP00000442671.2	1	6
ENSP00000247956.5	1	5
ENSP00000444850.2	1	5
ENSP00000264904.7	1	5
ENSP00000494481.1	1	6
ENSP00000376705.3	1	6
ENSP00000376703.3	1	6
ENSP00000475189.1	1	5
ENSP00000399511.2	2	11
ENSP00000345352.6	2	11
ENSP00000284483.8	2	11
ENSP00000418156.1	2	11
ENSP00000349880.5	2	11
ENSP00000418916.1	2	11
ENSP00000418378.1	2	11
ENSP00000419990.1	2	11
ENSP00000417338.1	1	6
ENSP00000379078.3	1	24
ENSP00000364678.4	1	24
ENSP00000364680.4	1	24
ENSP00000364687.4	1	24
ENSP00000358319.3	2	12
ENSP00000358320.1	2	12
ENSP00000369484.3	1	5
ENSP00000488989.1	1	5
ENSP00000489267.1	1	5
ENSP00000369476.2	1	5
ENSP00000345838.5	1	5
ENSP00000483310.1	1	5
ENSP00000369473.2	1	5
ENSP00000486713.1	1	5
ENSP00000487488.1	1	5
ENSP00000328998.5	1	5
ENSP00000410717.1	1	5
ENSP00000340702.3	2	15
ENSP00000379478.1	1	5
ENSP00000413729.1	1	5
ENSP00000483516.1	2	15
ENSP00000336861.4	1	5
ENSP00000456293.1	1	5
ENSP00000444118.1	1	5
ENSP00000382886.3	1	24
ENSP00000382888.3	1	24
ENSP00000372863.2	1	24
ENSP00000372864.4	1	24
ENSP00000346420.2	3	34
ENSP00000457593.1	3	34
ENSP00000486610.1	3	34
ENSP00000377343.2	3	34
ENSP00000455628.1	3	34
ENSP00000338806.2	3	34
ENSP00000374443.2	1	6
ENSP00000374444.4	1	6
ENSP00000339030.5	1	9
ENSP00000455911.1	1	9
ENSP00000457288.1	1	9
ENSP00000346151.4	1	6
ENSP00000405766.1	1	6
ENSP00000487448.1	1	6
ENSP00000489633.1	1	6
ENSP00000486131.1	1	6
ENSP00000428389.1	1	6
ENSP00000490080.1	1	6
ENSP00000487435.1	1	6
ENSP00000485970.1	1	6
ENSP00000490128.1	1	6
ENSP00000441603.3	1	6
ENSP00000487526.1	1	6
ENSP00000352172.5	1	12
ENSP00000357794.1	34	186
ENSP00000480484.1	34	186
ENSP00000378431.1	1	6
ENSP00000426461.1	1	6
ENSP00000264790.2	1	6
ENSP00000242994.3	1	8
ENSP00000359504.4	1	5
ENSP00000467789.1	1	8
ENSP00000349233.4	1	8
ENSP00000291901.8	1	5
ENSP00000467176.1	1	5
ENSP00000470777.1	1	5
ENSP00000470854.1	1	8
ENSP00000467299.1	1	5
ENSP00000280571.8	1	6
ENSP00000360266.2	1	5
ENSP00000394108.2	1	13
ENSP00000404623.1	1	13
ENSP00000484830.1	1	13
ENSP00000485660.1	1	5
ENSP00000484731.1	1	5
ENSP00000483012.1	1	5
ENSP00000347427.6	3	18
ENSP00000269296.7	3	18
ENSP00000406487.3	3	18
ENSP00000459699.1	1	5
ENSP00000452681.1	1	5
ENSP00000352413.5	1	5
ENSP00000327617.4	2	22
ENSP00000387100.4	2	22
ENSP00000350186.6	1	5
ENSP00000350934.4	1	5
ENSP00000442798.1	1	5
ENSP00000454968.1	1	5
ENSP00000457040.1	1	5
ENSP00000313437.4	1	5
ENSP00000446979.1	1	5
ENSP00000386625.3	1	5
ENSP00000379069.3	1	6
ENSP00000352738.4	1	6
ENSP00000350518.3	1	6
ENSP00000424522.1	1	6
ENSP00000457903.1	1	7
ENSP00000455869.1	1	7
ENSP00000398644.2	1	5
ENSP00000454264.1	1	5
ENSP00000420638.1	1	5
ENSP00000418234.2	1	5
ENSP00000420086.1	1	5
ENSP00000296043.6	1	5
ENSP00000494970.1	1	5
ENSP00000394988.2	1	5
ENSP00000257694.8	1	5
ENSP00000410804.1	1	5
ENSP00000387789.1	1	5
ENSP00000406779.1	1	5
ENSP00000402274.1	1	5
ENSP00000436180.2	2	12
ENSP00000254579.6	2	12
ENSP00000395491.1	2	19
ENSP00000410446.2	2	19
ENSP00000391879.1	2	19
ENSP00000378503.2	1	8
ENSP00000294753.4	1	5
ENSP00000473324.1	1	5
ENSP00000232888.6	2	12
ENSP00000382281.3	1	13
ENSP00000372681.4	1	13
ENSP00000480448.1	1	13
ENSP00000478810.1	1	13
ENSP00000340226.3	1	6
ENSP00000294816.2	1	6
ENSP00000356868.4	1	6
ENSP00000411327.2	3	24
ENSP00000391102.2	2	18
ENSP00000406756.1	3	25
ENSP00000397199.2	1	11
ENSP00000366269.3	1	5
ENSP00000366271.3	1	5
ENSP00000474307.1	1	5
ENSP00000398279.2	1	5
ENSP00000445196.2	1	5
ENSP00000480847.1	1	5
ENSP00000277141.6	1	8
ENSP00000365127.2	1	8
ENSP00000365130.3	1	8
ENSP00000400129.2	2	13
ENSP00000405234.2	2	13
ENSP00000319664.5	1	5
ENSP00000449807.2	1	5
ENSP00000358498.3	2	12
ENSP00000321184.6	2	12
ENSP00000358495.1	2	12
ENSP00000419465.1	1	6
ENSP00000353847.3	1	6
ENSP00000419234.1	1	6
ENSP00000417339.1	1	6
ENSP00000309653.2	1	5
ENSP00000486112.1	1	5
ENSP00000342778.4	2	11
ENSP00000353192.3	1	6
ENSP00000384941.3	1	6
ENSP00000352257.4	1	6
ENSP00000384257.1	1	6
ENSP00000307183.3	1	5
ENSP00000480150.1	1	5
ENSP00000431874.1	1	5
ENSP00000467866.2	1	5
ENSP00000480248.1	1	5
ENSP00000329735.4	1	9
ENSP00000341597.4	1	6
ENSP00000430489.1	1	6
ENSP00000430384.1	1	6
ENSP00000429088.1	1	6
ENSP00000359628.1	1	5
ENSP00000317463.8	1	5
ENSP00000294664.6	1	5
ENSP00000433294.1	1	5
ENSP00000393530.1	1	8
ENSP00000266022.4	1	8
ENSP00000396466.1	1	8
ENSP00000392939.1	1	8
ENSP00000398086.1	1	6
ENSP00000447492.2	1	6
ENSP00000446798.1	1	6
ENSP00000478341.1	1	8
ENSP00000481173.1	1	8
ENSP00000483556.1	1	8
ENSP00000480421.1	1	8
ENSP00000375992.2	1	5
ENSP00000325018.5	1	5
ENSP00000466221.1	1	5
ENSP00000467046.1	1	5
ENSP00000420294.1	1	6
ENSP00000420271.1	1	6
ENSP00000419089.1	1	6
ENSP00000418039.1	1	6
ENSP00000412173.2	1	6
ENSP00000414103.1	1	6
ENSP00000344816.7	1	6
ENSP00000432382.1	1	6
ENSP00000405752.2	1	6
ENSP00000397759.2	1	6
ENSP00000432524.1	1	6
ENSP00000353638.4	5	33
ENSP00000377855.3	5	33
ENSP00000312649.5	5	33
ENSP00000384403.1	5	33
ENSP00000409364.1	5	33
ENSP00000473593.1	1	15
ENSP00000266671.5	1	15
ENSP00000480767.1	1	15
ENSP00000320232.3	4	20
ENSP00000343764.6	2	10
ENSP00000467141.1	2	10
ENSP00000465570.1	2	10
ENSP00000483597.1	2	10
