record	sig_segments	total_length
ENSP00000479898.1	1	10
ENSP00000323074.4	1	14
ENSP00000379120.1	1	14
ENSP00000491773.1	1	14
ENSP00000460328.1	1	10
ENSP00000460587.1	1	10
ENSP00000459947.1	1	10
ENSP00000357944.2	1	13
ENSP00000285397.4	1	13
ENSP00000431394.1	1	13
ENSP00000407510.2	1	13
ENSP00000475585.1	1	13
ENSP00000436325.1	1	13
ENSP00000410186.2	1	13
ENSP00000363822.3	1	24
ENSP00000421155.1	1	24
ENSP00000425199.1	1	24
ENSP00000482407.1	1	24
ENSP00000479013.1	1	24
ENSP00000379359.3	1	24
ENSP00000258963.3	1	18
ENSP00000464687.1	1	18
ENSP00000462337.1	1	18
ENSP00000263956.3	1	15
ENSP00000386465.3	1	15
ENSP00000402084.2	1	10
ENSP00000381840.3	1	12
ENSP00000266508.9	1	12
ENSP00000362603.5	1	21
ENSP00000362601.5	1	21
ENSP00000432985.1	1	21
ENSP00000473482.1	1	12
ENSP00000284382.4	1	10
ENSP00000437640.2	1	10
ENSP00000377672.3	1	10
ENSP00000328511.6	1	10
ENSP00000391295.1	1	11
ENSP00000364449.1	1	11
ENSP00000390442.2	1	11
ENSP00000373657.4	1	16
ENSP00000343896.4	1	11
ENSP00000493975.1	1	11
ENSP00000495368.1	1	11
ENSP00000494353.1	1	11
ENSP00000495536.1	1	11
ENSP00000495548.1	1	11
ENSP00000496498.1	1	11
ENSP00000496635.1	1	11
ENSP00000494676.1	1	11
ENSP00000494772.1	1	11
ENSP00000395654.1	1	11
ENSP00000494463.1	1	11
ENSP00000445036.2	1	11
ENSP00000464778.1	1	11
ENSP00000392837.2	1	11
ENSP00000466963.1	1	11
ENSP00000496230.1	1	11
ENSP00000496004.1	1	11
ENSP00000493905.1	1	11
ENSP00000493615.1	1	11
ENSP00000495599.1	1	11
ENSP00000496074.1	1	11
ENSP00000495355.1	1	11
ENSP00000493690.1	1	11
ENSP00000496190.1	1	11
ENSP00000496176.1	1	11
ENSP00000494159.1	1	11
ENSP00000494915.1	1	11
ENSP00000496331.1	1	11
ENSP00000495802.1	1	11
ENSP00000414727.3	1	11
ENSP00000397783.3	1	11
ENSP00000301067.7	3	35
ENSP00000363929.2	1	25
ENSP00000351894.2	1	25
ENSP00000481177.1	1	25
ENSP00000481935.1	1	25
ENSP00000347184.5	1	21
ENSP00000301015.9	1	12
ENSP00000350425.3	1	14
ENSP00000366977.1	1	14
ENSP00000366954.1	1	14
ENSP00000366957.3	1	14
ENSP00000366961.1	1	14
ENSP00000383706.3	1	14
ENSP00000366969.3	1	14
ENSP00000383704.1	1	14
ENSP00000441445.1	1	14
ENSP00000344570.5	1	14
ENSP00000439625.1	1	14
ENSP00000252891.3	1	20
ENSP00000472400.1	1	20
ENSP00000442759.1	1	20
ENSP00000259750.4	1	23
ENSP00000349076.3	1	19
ENSP00000379915.2	1	19
ENSP00000406110.2	1	24
ENSP00000400838.1	1	24
ENSP00000400861.2	1	24
ENSP00000397323.2	1	24
ENSP00000493680.1	1	10
ENSP00000496695.1	1	10
ENSP00000478320.1	1	10
ENSP00000425322.1	1	10
ENSP00000426697.1	1	10
ENSP00000339110.6	1	10
ENSP00000437157.1	1	10
ENSP00000451001.1	1	10
ENSP00000451385.1	1	10
ENSP00000450642.2	1	10
ENSP00000451996.1	1	10
ENSP00000450641.1	1	10
ENSP00000451417.2	1	10
ENSP00000389376.3	1	10
ENSP00000484016.1	1	10
ENSP00000445618.2	1	10
ENSP00000376965.6	1	10
ENSP00000439693.1	1	31
ENSP00000261892.6	1	31
ENSP00000445163.1	1	31
ENSP00000381991.4	1	31
ENSP00000439190.1	1	31
ENSP00000341837.7	1	31
ENSP00000434552.1	2	61
ENSP00000483371.1	2	61
ENSP00000438388.1	1	10
ENSP00000384231.4	1	10
ENSP00000482180.1	1	13
ENSP00000483097.1	1	13
ENSP00000478462.1	1	13
ENSP00000321650.4	1	16
ENSP00000380019.3	1	16
ENSP00000354592.3	1	16
ENSP00000348018.4	1	16
ENSP00000473311.1	1	16
ENSP00000304689.1	1	29
ENSP00000398668.1	1	27
ENSP00000276185.4	1	27
ENSP00000289292.7	1	22
ENSP00000421450.1	1	22
ENSP00000365188.2	1	22
ENSP00000404726.2	1	11
ENSP00000412553.2	1	11
ENSP00000401969.1	1	12
ENSP00000395308.2	1	11
ENSP00000487219.1	3	44
ENSP00000487238.1	3	44
ENSP00000486595.1	3	44
ENSP00000485896.1	3	44
ENSP00000486731.1	3	44
ENSP00000489393.1	1	21
ENSP00000489105.1	1	21
ENSP00000489513.1	1	21
ENSP00000489444.1	1	21
ENSP00000489326.1	1	21
ENSP00000489391.1	1	21
ENSP00000489580.1	1	21
ENSP00000489322.1	1	21
ENSP00000489478.1	1	21
ENSP00000489449.1	1	21
ENSP00000494635.1	1	11
ENSP00000495280.1	1	11
ENSP00000487296.1	1	10
ENSP00000487465.1	1	10
ENSP00000487152.1	1	10
ENSP00000487302.1	1	10
ENSP00000486940.1	1	10
ENSP00000485846.1	1	10
ENSP00000489614.1	1	10
ENSP00000489006.1	1	10
ENSP00000488943.1	1	10
ENSP00000489215.1	1	10
ENSP00000489099.1	1	10
ENSP00000489383.1	1	10
ENSP00000490305.1	1	10
ENSP00000489734.1	1	10
ENSP00000489833.1	1	10
