record	sig_segments	total_length
contig24636	1	5
contig21226	1	5
contig21224	1	5
contig06562	3	15
contig30701	2	12
contig23265	1	5
contig42225	1	5
contig22799	1	6
contig42228	1	5
contig12638	1	6
contig13322	1	5
contig11786	1	7
contig27564	1	5
contig26553	1	5
contig10164	1	5
contig34834	1	5
contig30066	1	5
contig25229	2	15
contig07547	1	6
contig20479	1	5
contig28260	1	5
contig28262	1	6
contig27799	1	7
contig08607	1	7
contig11198	1	5
contig29652	1	6
contig30820	2	15
contig21204	1	6
contig41758	1	6
contig28013	1	5
contig41576	1	5
contig15197	1	6
contig23407	1	5
contig23458	1	5
contig22987	1	5
contig22984	1	6
contig21796	1	7
contig40152	1	5
contig06056	1	5
contig23538	2	12
contig23534	1	5
contig24217	1	5
contig14021	1	7
contig32552	1	5
contig06599	2	12
contig29797	1	6
contig18056	1	7
contig21245	1	9
contig25022	1	5
contig25023	3	20
contig30006	1	5
contig07747	1	6
contig29078	1	5
contig22327	2	12
contig37783	1	6
contig12996	1	5
contig12729	1	5
contig20208	1	6
contig06025	1	6
contig27737	1	5
contig10290	1	5
contig03030	1	6
contig16562	1	5
contig16561	2	12
contig35651	1	6
contig30686	1	5
contig29987	1	5
contig20432	4	20
contig01968	1	7
contig31083	1	6
contig10358	1	5
contig36680	2	11
contig05698	1	5
contig11404	1	6
contig26265	1	5
contig26262	1	6
contig09954	1	6
contig29267	1	6
contig29264	1	5
contig10434	1	5
contig35712	1	6
contig21938	1	5
contig41401	1	5
contig23577	1	9
contig23572	3	16
contig12388	1	7
contig31149	3	16
contig23287	1	8
contig22620	3	25
contig12653	1	5
contig28883	3	30
contig26674	1	5
contig37671	1	9
contig34892	4	28
contig26010	2	12
contig27335	3	19
contig34095	1	13
contig11325	1	6
contig24888	1	11
contig24884	1	6
contig24730	1	5
contig15310	1	6
contig20414	1	6
contig20415	1	5
contig20412	1	5
contig31315	1	5
contig40275	1	12
contig25568	1	7
contig23144	1	6
contig23141	1	5
contig11460	1	5
contig06274	2	13
contig06275	1	5
contig36808	1	5
contig21736	1	5
contig25321	1	6
contig35752	1	7
contig23778	1	5
contig23770	1	5
contig23776	1	5
contig35546	2	12
contig23800	1	5
contig23807	1	6
contig15185	1	6
contig27921	1	5
contig14081	1	5
contig35222	1	9
contig21382	1	6
contig28155	1	5
contig40256	1	5
contig22838	1	5
contig22833	1	5
contig11449	1	5
contig33694	1	5
contig33565	1	5
contig09992	1	5
contig25651	1	5
contig20598	1	5
contig28360	1	8
contig22995	1	5
contig20629	1	5
contig31109	1	6
contig24292	1	6
contig12690	1	5
contig12699	2	10
contig05537	1	5
contig38615	1	5
contig38611	1	7
contig17100	1	5
contig14038	1	6
contig14037	1	6
contig09874	1	5
contig03367	1	5
contig35905	1	7
contig21368	1	5
contig24841	1	5
contig21506	3	16
contig21503	3	25
contig30190	1	5
contig31862	1	5
contig23101	1	5
contig22859	1	6
contig36593	1	5
contig32103	1	6
contig31711	1	6
contig36849	1	7
contig24924	1	5
contig27732	2	10
contig09602	1	6
contig18544	1	5
contig37711	1	7
contig21194	1	5
contig25677	2	10
contig40683	1	5
contig07607	1	6
contig24826	1	5
contig24100	1	5
contig22463	1	6
contig31477	1	5
contig02239	1	5
contig02236	1	5
contig22649	1	5
contig32731	1	5
contig27332	2	11
contig21251	1	6
contig32830	1	7
contig09814	1	5
contig37200	1	5
contig33063	1	5
contig04399	1	5
contig21347	3	17
contig21693	1	7
contig21691	1	5
contig11001	2	13
contig35382	2	12
contig25339	1	7
contig20129	2	14
contig25336	1	5
contig37135	1	5
contig31801	1	5
contig27758	3	16
contig21755	1	5
contig17227	1	5
contig23862	8	60
contig12302	2	10
contig22404	1	6
contig38388	1	5
contig23311	2	11
contig21263	1	9
contig11542	2	12
contig14073	1	5
contig26094	1	6
contig32240	1	8
contig32245	1	5
contig30258	2	14
contig02412	1	5
contig33198	1	5
contig21819	1	5
contig23411	1	7
contig22239	2	12
contig28494	1	5
contig08519	1	5
contig38236	1	6
contig20997	1	5
contig33459	1	7
contig11750	1	7
contig33450	1	6
contig26420	1	5
contig27963	1	5
contig24234	1	6
contig15539	1	26
contig30342	1	5
contig22938	1	5
contig36160	1	5
contig13058	1	5
contig26308	1	11
contig26306	1	5
contig32082	1	6
contig21309	1	5
contig24683	1	6
contig24688	1	5
contig23905	1	6
contig22212	1	6
contig31772	1	6
contig12048	2	12
contig05124	1	5
contig32693	1	6
contig34936	1	5
contig32527	1	5
contig20848	1	7
contig21466	1	5
contig20516	1	7
contig20515	1	5
contig41396	1	6
contig24835	1	8
contig16282	2	11
contig30588	1	6
contig15551	1	5
contig22911	1	5
contig12708	2	10
contig26326	1	5
contig26583	1	9
contig26580	1	7
contig24984	1	5
contig24989	1	7
contig21670	1	5
contig21679	1	5
contig27455	1	6
contig27982	1	5
contig21585	3	17
contig21580	1	5
contig33005	1	6
contig34052	1	13
contig40769	1	5
contig40194	1	6
contig25170	1	5
contig20982	1	7
contig20988	2	10
contig39988	1	5
contig01456	1	5
contig11083	1	5
contig15946	1	7
contig32842	1	5
contig29128	5	29
contig28452	1	5
contig38535	1	9
contig13620	1	5
contig28986	1	5
contig34472	1	5
contig37246	1	7
contig28849	1	5
contig25916	1	7
contig32548	1	6
contig11712	1	5
contig25008	1	8
contig29729	2	10
contig29460	2	13
contig17276	2	11
contig20535	1	6
contig27168	1	5
contig30569	1	7
contig30568	1	5
contig22976	3	20
contig23375	1	5
contig11526	3	17
contig22393	9	49
contig32042	1	5
contig23403	1	5
contig21614	2	12
contig03936	1	5
contig11243	2	23
contig26708	1	5
contig11061	1	5
contig37422	1	8
contig23967	1	5
contig22801	1	5
contig31223	2	15
contig31553	1	7
contig24464	1	5
contig24390	1	7
contig27282	1	5
contig05471	2	10
contig26281	1	5
contig05479	1	5
contig36028	1	5
contig34512	1	5
contig37269	1	6
contig25932	1	5
contig25933	1	5
contig25931	1	5
contig27861	2	10
contig14373	1	8
contig24536	1	7
contig29709	1	5
contig01159	1	10
contig33212	1	5
contig33214	1	7
contig21132	1	6
contig21401	1	6
contig15772	1	12
contig11861	1	6
contig35117	1	6
contig20556	1	6
contig20552	1	7
contig24079	2	10
contig24073	1	5
contig40084	1	5
contig11291	1	12
contig03831	1	5
contig29937	1	5
contig12817	1	5
contig08691	1	5
contig21638	1	5
contig14741	2	11
contig26814	1	5
contig26720	1	5
contig26721	1	5
contig21895	1	7
contig21897	1	6
contig35328	1	5
contig20763	1	5
contig28576	1	6
contig29162	1	7
contig29166	1	7
contig22544	1	6
contig05416	1	6
contig12891	1	5
contig24943	2	14
contig36005	1	5
contig26141	2	11
contig27805	1	5
contig36916	3	22
contig13711	1	5
contig21153	1	6
contig29957	2	12
contig18196	1	5
contig39580	1	5
contig27121	2	25
contig42252	2	10
contig11120	1	5
contig10994	1	6
contig00675	1	5
contig23924	1	5
contig24600	1	5
contig21217	1	5
contig28592	2	15
contig31266	2	11
contig29183	2	11
contig02914	1	8
contig23210	1	5
contig22294	1	5
contig22293	1	5
contig13175	1	7
contig14333	1	8
contig14338	1	7
contig21069	1	6
contig20497	1	6
contig34755	1	7
contig24378	1	5
contig35488	1	5
contig10526	1	7
contig40331	1	5
contig30500	1	5
contig30055	1	7
contig02678	1	5
contig24035	1	6
contig11927	1	6
contig31678	1	5
contig31012	2	17
contig22089	1	5
contig33860	1	6
contig27104	1	5
contig28622	1	5
contig35403	1	5
contig28629	1	5
contig12787	1	6
contig14784	2	11
contig40013	2	23
contig11007	1	5
contig23197	1	5
contig14766	1	5
contig35363	1	5
contig06543	1	5
contig23904	1	6
contig24486	1	5
contig15278	1	5
contig23271	1	5
contig25997	1	6
contig09240	1	5
contig23554	1	5
contig27372	1	6
contig07704	1	5
contig21166	1	6
contig24256	2	13
contig35609	2	18
contig35604	1	5
contig28844	1	5
contig13595	2	11
contig11947	1	5
contig20469	1	5
contig20466	1	5
contig29029	1	6
contig24010	3	15
contig31032	1	7
contig11162	1	5
contig26784	1	5
contig00630	1	5
contig21037	1	5
contig21035	1	5
contig20251	1	5
contig02702	3	16
contig20787	1	9
contig12234	2	14
contig24024	1	6
contig28878	1	5
contig27319	3	19
contig37592	1	6
contig25035	1	5
contig40809	1	5
contig30010	1	5
contig03397	1	5
contig11966	1	5
contig03647	1	5
contig35535	1	5
contig22334	2	10
contig06916	1	6
contig17801	1	5
contig09291	1	5
contig05933	1	6
contig03096	1	6
contig35859	2	10
contig41548	1	5
contig29254	1	5
contig37498	1	6
contig34416	1	5
contig24193	1	5
contig21908	1	5
contig17582	1	5
contig24225	1	5
contig13111	1	5
contig04724	1	6
contig32674	1	6
contig14466	1	5
contig28852	1	5
contig05585	1	7
contig27136	1	5
contig33104	1	7
contig26936	1	6
contig26935	1	5
contig26064	1	7
contig11236	1	6
contig21768	1	9
contig30695	1	7
contig20425	2	13
contig20420	1	5
contig29063	1	5
contig02131	1	5
contig05610	2	10
contig22356	1	5
contig26362	1	5
contig17826	1	5
contig06247	2	12
contig34693	1	6
contig33319	2	14
contig33316	8	44
contig22428	1	5
contig36879	1	6
contig23743	1	5
contig21927	1	6
contig21923	1	5
contig23560	2	11
contig27355	1	6
contig39173	1	5
contig38208	1	9
contig29878	1	7
contig14624	3	27
contig09584	1	5
contig11259	1	5
contig28180	1	5
contig28183	1	5
contig29596	1	5
contig20407	1	5
contig10284	1	6
contig28234	1	6
contig24236	1	6
contig12475	1	5
contig31897	1	5
contig23176	1	7
contig26271	1	13
contig37329	1	12
contig27274	3	19
contig01290	1	5
contig26495	1	5
contig05725	1	5
contig14162	7	47
contig32515	1	9
contig24618	1	5
contig23811	1	5
contig20892	2	11
contig20890	1	5
contig24615	1	5
contig30407	1	5
contig23763	2	11
contig03147	1	5
contig16493	1	11
contig16148	1	5
contig33039	1	5
contig22492	1	5
contig31423	1	6
contig23547	1	6
contig29854	1	7
contig22143	1	5
contig27044	2	13
contig28725	1	5
contig28893	1	5
contig02956	1	6
contig32760	1	5
contig34089	5	29
contig20399	1	8
contig20393	1	5
contig41440	1	6
contig31308	1	5
contig40244	1	5
contig24114	1	5
contig22828	1	5
contig08327	1	5
contig34657	1	5
contig29621	1	5
contig24213	1	7
contig27703	1	8
contig21700	3	17
contig33352	1	5
contig21963	1	5
contig23709	1	6
contig20619	1	6
contig20612	1	5
contig31447	1	5
contig23839	1	5
contig24284	1	5
contig17292	1	5
contig22619	1	6
contig37845	1	5
contig21510	1	6
contig27399	1	5
contig37514	1	5
contig11624	2	10
contig13991	1	5
contig24911	1	6
contig13436	1	5
contig09706	1	5
contig29557	1	5
contig36642	1	5
contig31852	1	5
contig33989	1	5
contig12566	1	7
contig37984	1	8
contig32358	1	5
contig27233	1	5
contig22927	4	24
contig35589	1	6
contig23436	1	6
contig22740	1	5
contig33400	1	5
contig35763	1	5
contig21187	1	5
contig38182	1	6
contig35689	1	7
contig20581	2	11
contig41321	1	6
contig03577	2	14
contig27003	1	5
contig12680	3	18
contig14685	1	5
contig22188	1	5
contig36444	1	5
contig15604	1	5
contig26600	1	6
contig32906	1	5
contig24580	1	5
contig38048	2	11
contig15315	1	5
contig40204	1	5
contig25452	1	5
contig25324	1	5
contig22868	1	8
contig16841	1	5
contig32335	1	7
contig32118	1	5
contig10038	1	6
contig12968	1	6
contig21740	4	23
contig05772	1	5
contig15128	1	5
contig26160	2	10
contig26163	1	5
contig24279	1	5
contig31128	1	6
contig07454	1	5
contig23551	1	5
contig11315	2	13
contig21643	1	5
contig39251	1	8
contig24130	1	9
contig40696	2	10
contig30860	1	5
contig20650	1	5
contig10204	1	6
contig23305	1	5
contig05560	2	14
contig14004	1	7
contig34397	1	5
contig24833	3	15
contig00710	1	10
contig13847	1	5
contig31612	4	24
contig33685	1	5
contig31815	1	6
contig22227	1	5
contig11666	2	12
contig34496	2	11
contig26147	1	6
contig27927	1	5
contig34098	1	8
contig24150	3	19
contig23891	1	5
contig23097	1	5
contig11613	1	5
contig28633	1	5
contig39514	1	5
contig24973	1	5
contig12884	1	5
contig23826	1	7
contig40710	1	5
contig25493	1	5
contig31838	1	5
contig22755	1	5
contig13676	1	9
contig40048	1	5
contig29118	2	14
contig14274	1	7
contig36213	1	5
contig37035	2	10
contig11746	1	5
contig26430	1	5
contig35522	1	6
contig11355	1	5
contig35293	1	5
contig20697	1	5
contig31194	1	5
contig12194	4	22
contig20930	1	6
contig30352	1	5
contig23340	1	5
contig36175	1	5
contig13655	1	5
contig11516	1	13
contig32075	1	5
contig24997	1	7
contig21314	1	5
contig21319	1	5
contig10746	1	5
contig02449	1	5
contig29814	1	5
contig39997	2	11
contig35087	1	8
contig13803	1	5
contig29363	1	5
contig22594	1	5
contig24438	2	12
contig31597	1	5
contig23421	1	8
contig39744	1	8
contig31762	1	5
contig12076	1	5
contig20617	1	5
contig32689	3	29
contig32681	1	11
contig34900	2	16
contig36238	1	6
contig36231	1	6
contig33818	1	5
contig41700	1	8
contig00740	1	5
contig29473	2	12
contig30689	2	13
contig32333	1	5
contig17946	1	5
contig29906	1	5
contig01229	1	5
contig39799	1	5
contig34687	1	7
contig00791	1	6
contig25292	1	5
contig05257	2	21
contig00427	1	6
contig33849	1	12
contig05486	1	5
contig40667	1	5
contig28237	1	6
contig14478	3	17
contig23998	1	8
contig20718	1	5
contig11288	1	5
contig23041	1	5
contig36031	1	5
contig05665	1	8
contig15312	1	5
contig23760	1	6
contig12939	2	11
contig18091	1	9
contig18090	1	7
contig11462	3	18
contig14390	1	6
contig27868	2	37
contig29635	1	5
contig16556	1	6
contig16156	1	5
contig23975	1	5
contig32969	1	5
contig17280	1	5
contig32028	1	6
contig36016	1	5
contig26252	2	10
contig10934	1	7
contig05317	1	6
contig39292	3	20
contig21386	1	5
contig41871	1	5
contig39857	1	5
contig37684	1	5
contig20541	1	5
contig31201	1	5
contig22614	1	5
contig36039	1	10
contig31068	4	25
contig33161	1	6
contig39919	1	5
contig41468	1	5
contig29174	1	5
contig22447	1	5
contig21422	1	5
contig16044	1	6
contig36078	1	5
contig39659	1	7
contig06255	1	8
contig35908	1	5
contig24844	1	5
contig34971	1	9
contig24598	1	5
contig31463	1	5
contig22856	1	5
contig17093	1	5
contig23213	1	7
contig03593	1	5
contig27912	1	6
contig19129	1	5
contig27350	1	5
contig41402	1	5
contig24822	4	24
contig11819	1	5
contig39078	2	11
contig05518	2	13
contig13137	1	6
contig01707	1	5
contig40741	1	5
contig03631	1	5
contig23471	2	11
contig16096	1	5
contig31646	1	5
contig24006	1	5
contig12557	1	6
contig12159	2	10
contig18495	1	5
contig14227	1	5
contig08827	1	9
contig21756	1	5
contig26081	1	5
contig28108	1	5
contig15686	1	5
contig38193	1	5
contig37115	1	5
contig00824	1	6
contig32405	1	7
contig40733	1	5
contig14667	1	5
contig35635	2	10
contig31142	1	6
contig42128	1	5
contig21252	1	5
contig35720	1	5
contig35057	1	5
contig40767	1	5
contig23073	1	6
contig36088	1	6
contig13049	1	5
contig29838	1	5
contig33051	1	5
contig12125	1	5
contig34136	1	8
contig35539	2	13
contig07391	1	5
contig21249	1	5
contig21336	1	5
contig11985	1	6
contig22423	1	5
contig39617	2	15
contig42236	1	5
contig08168	1	8
contig21657	1	5
contig19535	1	6
contig05701	2	12
contig39345	2	10
contig24420	1	5
contig20936	1	7
contig27554	2	13
contig12993	1	5
contig35869	2	12
contig00787	1	5
contig20203	1	5
contig16280	1	6
contig11214	1	6
contig31505	2	12
contig37341	1	5
