record	segment_length
contig34834	5
contig30066	5
contig25229	8
contig25229	7
contig07547	6
contig20479	5
contig28260	5
contig28262	6
contig27799	7
contig08607	7
contig11198	5
contig29652	6
contig30820	10
contig30820	5
contig21204	6
contig41758	6
contig28013	5
contig41576	5
contig15197	6
contig23407	5
contig23458	5
contig22987	5
contig22984	6
contig21796	7
contig40152	5
contig06056	5
contig23538	6
contig23538	6
contig23534	5
contig24217	5
contig14021	7
contig32552	5
contig06599	6
contig06599	6
contig29797	6
contig18056	7
contig21245	9
contig25022	5
contig25023	5
contig25023	6
contig25023	9
contig30006	5
contig07747	6
contig29078	5
contig22327	7
contig22327	5
contig37783	6
contig12996	5
contig12729	5
contig20208	6
contig06025	6
contig27737	5
contig10290	5
contig03030	6
contig16562	5
contig16561	6
contig16561	6
contig35651	6
contig30686	5
contig29987	5
contig20432	5
contig20432	5
contig20432	5
contig20432	5
contig01968	7
contig31083	6
contig10358	5
contig36680	6
contig36680	5
contig05698	5
contig11404	6
contig26265	5
contig26262	6
contig09954	6
contig29267	6
contig29264	5
contig10434	5
contig35712	6
contig21938	5
contig41401	5
contig23577	9
contig23572	6
contig23572	5
contig23572	5
contig12388	7
contig31149	5
contig31149	5
contig31149	6
contig23287	8
contig22620	11
contig22620	7
contig22620	7
contig12653	5
contig28883	8
contig28883	14
contig28883	8
contig26674	5
contig37671	9
contig34892	5
contig34892	8
contig34892	7
contig34892	8
contig26010	7
contig26010	5
contig27335	5
contig27335	8
contig27335	6
contig34095	13
contig11325	6
contig24888	11
contig24884	6
contig24730	5
contig15310	6
contig20414	6
contig20415	5
contig20412	5
contig31315	5
contig40275	12
contig25568	7
contig23144	6
contig23141	5
contig11460	5
contig06274	5
contig06274	8
contig06275	5
contig36808	5
contig21736	5
contig25321	6
contig35752	7
contig23778	5
contig23770	5
contig23776	5
contig35546	7
contig35546	5
contig23800	5
contig23807	6
contig15185	6
contig27921	5
contig14081	5
contig35222	9
contig21382	6
contig28155	5
contig40256	5
contig22838	5
contig22833	5
contig11449	5
contig33694	5
contig33565	5
contig09992	5
contig25651	5
contig20598	5
contig28360	8
contig22995	5
contig20629	5
contig31109	6
contig24292	6
contig12690	5
contig12699	5
contig12699	5
contig05537	5
contig38615	5
contig38611	7
contig17100	5
contig14038	6
contig14037	6
contig09874	5
contig03367	5
contig35905	7
contig21368	5
contig24841	5
contig21506	6
contig21506	5
contig21506	5
contig21503	7
contig21503	9
contig21503	9
contig30190	5
contig31862	5
contig23101	5
contig22859	6
contig36593	5
contig32103	6
contig31711	6
contig36849	7
contig24924	5
contig27732	5
contig27732	5
contig09602	6
contig18544	5
contig37711	7
contig21194	5
contig25677	5
contig25677	5
contig40683	5
contig07607	6
contig24826	5
contig24100	5
contig22463	6
contig31477	5
contig02239	5
contig02236	5
contig22649	5
contig32731	5
contig27332	5
contig27332	6
contig21251	6
contig32830	7
contig09814	5
contig37200	5
contig33063	5
contig04399	5
contig21347	5
contig21347	7
contig21347	5
contig21693	7
contig21691	5
contig11001	7
contig11001	6
contig35382	7
contig35382	5
contig25339	7
contig20129	7
contig20129	7
contig25336	5
contig37135	5
contig31801	5
contig27758	6
contig27758	5
contig27758	5
contig21755	5
contig17227	5
contig23862	7
contig23862	18
contig23862	6
contig23862	5
contig23862	8
contig23862	5
contig23862	5
contig23862	6
contig12302	5
contig12302	5
contig22404	6
contig38388	5
contig23311	6
contig23311	5
contig21263	9
contig11542	7
contig11542	5
contig14073	5
contig26094	6
contig32240	8
contig32245	5
contig30258	7
contig30258	7
contig02412	5
contig33198	5
contig21819	5
contig23411	7
contig22239	7
contig22239	5
contig28494	5
contig08519	5
contig38236	6
contig20997	5
contig33459	7
contig11750	7
contig33450	6
contig26420	5
contig27963	5
contig24234	6
contig15539	26
contig30342	5
contig22938	5
contig36160	5
contig13058	5
contig26308	11
contig26306	5
contig32082	6
contig21309	5
contig24683	6
contig24688	5
contig23905	6
contig22212	6
contig31772	6
contig12048	6
contig12048	6
contig05124	5
contig32693	6
contig34936	5
contig32527	5
contig20848	7
contig21466	5
contig20516	7
contig20515	5
contig41396	6
contig24835	8
contig16282	5
contig16282	6
contig30588	6
contig15551	5
contig22911	5
contig12708	5
contig12708	5
contig26326	5
contig26583	9
contig26580	7
contig24984	5
contig24989	7
contig21670	5
contig21679	5
contig27455	6
contig27982	5
contig21585	5
contig21585	6
contig21585	6
contig21580	5
contig33005	6
contig34052	13
contig40769	5
contig40194	6
contig25170	5
contig20982	7
contig20988	5
contig20988	5
contig39988	5
contig01456	5
contig11083	5
contig15946	7
contig32842	5
contig29128	6
contig29128	6
contig29128	6
contig29128	5
contig29128	6
contig28452	5
contig38535	9
contig13620	5
contig28986	5
contig34472	5
contig37246	7
contig28849	5
contig25916	7
contig32548	6
contig11712	5
contig25008	8
contig29729	5
contig29729	5
contig29460	7
contig29460	6
contig17276	5
contig17276	6
contig20535	6
contig27168	5
contig30569	7
contig30568	5
contig22976	5
contig22976	7
contig22976	8
contig23375	5
contig11526	5
contig11526	5
contig11526	7
contig22393	5
contig22393	5
contig22393	7
contig22393	5
contig22393	5
contig22393	7
contig22393	5
contig22393	5
contig22393	5
contig32042	5
contig23403	5
contig21614	5
contig21614	7
contig03936	5
contig11243	15
contig11243	8
contig26708	5
contig11061	5
contig37422	8
contig23967	5
contig22801	5
contig31223	10
contig31223	5
contig31553	7
contig24464	5
contig24390	7
contig27282	5
contig05471	5
contig05471	5
contig26281	5
contig05479	5
contig36028	5
contig34512	5
contig37269	6
contig25932	5
contig25933	5
contig25931	5
contig27861	5
contig27861	5
contig14373	8
contig24536	7
contig29709	5
contig01159	10
contig33212	5
contig33214	7
contig21132	6
contig21401	6
contig15772	12
contig11861	6
contig35117	6
contig20556	6
contig20552	7
contig24079	5
contig24079	5
contig24073	5
contig40084	5
contig11291	12
contig03831	5
contig29937	5
contig12817	5
contig08691	5
contig21638	5
contig14741	5
contig14741	6
contig26814	5
contig26720	5
contig26721	5
contig21895	7
contig21897	6
contig35328	5
contig20763	5
contig28576	6
contig29162	7
contig29166	7
contig22544	6
contig05416	6
contig12891	5
contig24943	5
contig24943	9
contig36005	5
contig26141	5
contig26141	6
contig27805	5
contig36916	10
contig36916	5
contig36916	7
contig13711	5
contig21153	6
contig29957	5
contig29957	7
contig18196	5
contig39580	5
contig27121	10
contig27121	15
contig42252	5
contig42252	5
contig11120	5
contig10994	6
contig00675	5
contig23924	5
contig24600	5
contig21217	5
contig28592	9
contig28592	6
contig31266	6
contig31266	5
contig29183	6
contig29183	5
contig02914	8
contig23210	5
contig22294	5
contig22293	5
contig13175	7
contig14333	8
contig14338	7
contig21069	6
contig20497	6
contig34755	7
contig24378	5
contig35488	5
contig10526	7
contig40331	5
contig30500	5
contig30055	7
contig02678	5
contig24035	6
contig11927	6
contig31678	5
contig31012	6
contig31012	11
contig22089	5
contig33860	6
contig27104	5
contig28622	5
contig35403	5
contig28629	5
contig12787	6
contig14784	6
contig14784	5
contig40013	10
contig40013	13
contig11007	5
contig23197	5
contig14766	5
contig35363	5
contig06543	5
contig23904	6
contig24486	5
contig15278	5
contig23271	5
contig25997	6
contig09240	5
contig23554	5
contig27372	6
contig07704	5
contig21166	6
contig24256	8
contig24256	5
contig35609	7
contig35609	11
contig35604	5
contig28844	5
contig13595	6
contig13595	5
contig11947	5
contig20469	5
contig20466	5
contig29029	6
contig24010	5
contig24010	5
contig24010	5
contig31032	7
contig11162	5
contig26784	5
contig00630	5
contig21037	5
contig21035	5
contig20251	5
contig02702	5
contig02702	6
contig02702	5
contig20787	9
contig12234	5
contig12234	9
contig24024	6
contig28878	5
contig27319	5
contig27319	6
contig27319	8
contig37592	6
contig25035	5
contig40809	5
contig30010	5
contig03397	5
contig11966	5
contig03647	5
contig35535	5
contig22334	5
contig22334	5
contig06916	6
contig17801	5
contig09291	5
contig05933	6
contig03096	6
contig35859	5
contig35859	5
contig41548	5
contig29254	5
contig37498	6
contig34416	5
contig24193	5
contig21908	5
contig17582	5
contig24225	5
contig13111	5
contig04724	6
contig32674	6
contig14466	5
contig28852	5
contig05585	7
contig27136	5
contig33104	7
contig26936	6
contig26935	5
contig26064	7
contig11236	6
contig21768	9
contig30695	7
contig20425	6
contig20425	7
contig20420	5
contig29063	5
contig02131	5
contig05610	5
contig05610	5
contig22356	5
contig26362	5
contig17826	5
contig06247	6
contig06247	6
contig34693	6
contig33319	6
contig33319	8
contig33316	5
contig33316	5
contig33316	5
contig33316	5
contig33316	8
contig33316	5
contig33316	6
contig33316	5
contig22428	5
contig36879	6
contig23743	5
contig21927	6
contig21923	5
contig23560	5
contig23560	6
contig27355	6
contig39173	5
contig38208	9
contig29878	7
contig14624	10
contig14624	7
contig14624	10
contig09584	5
contig11259	5
contig28180	5
contig28183	5
contig29596	5
contig20407	5
contig10284	6
contig28234	6
contig24236	6
contig12475	5
contig31897	5
contig23176	7
contig26271	13
contig37329	12
contig27274	7
contig27274	6
contig27274	6
contig01290	5
contig26495	5
contig05725	5
contig14162	6
contig14162	5
contig14162	6
contig14162	7
contig14162	6
contig14162	12
contig14162	5
contig32515	9
contig24618	5
contig23811	5
contig20892	5
contig20892	6
contig20890	5
contig24615	5
contig30407	5
contig23763	6
contig23763	5
contig03147	5
contig16493	11
contig16148	5
contig33039	5
contig22492	5
contig31423	6
contig23547	6
contig29854	7
contig22143	5
contig27044	8
contig27044	5
contig28725	5
contig28893	5
contig02956	6
contig32760	5
contig34089	5
contig34089	7
contig34089	6
contig34089	5
contig34089	6
contig20399	8
contig20393	5
contig41440	6
contig31308	5
contig40244	5
contig24114	5
contig22828	5
contig08327	5
contig34657	5
contig29621	5
contig24213	7
contig27703	8
contig21700	7
contig21700	5
contig21700	5
contig33352	5
contig21963	5
contig23709	6
contig20619	6
contig20612	5
contig31447	5
contig23839	5
contig24284	5
contig17292	5
contig22619	6
contig37845	5
contig21510	6
contig27399	5
contig37514	5
contig11624	5
contig11624	5
contig13991	5
contig24911	6
contig13436	5
contig09706	5
contig29557	5
contig36642	5
contig31852	5
contig33989	5
contig12566	7
contig37984	8
contig32358	5
contig27233	5
contig22927	7
contig22927	5
contig22927	5
contig22927	7
contig35589	6
contig23436	6
contig22740	5
contig33400	5
contig35763	5
contig21187	5
contig38182	6
contig35689	7
contig20581	5
contig20581	6
contig41321	6
contig03577	6
contig03577	8
contig27003	5
contig12680	6
contig12680	6
contig12680	6
contig14685	5
contig22188	5
contig36444	5
contig15604	5
contig26600	6
contig32906	5
contig24580	5
contig38048	6
contig38048	5
contig15315	5
contig40204	5
contig25452	5
contig25324	5
contig22868	8
contig16841	5
contig32335	7
contig32118	5
contig10038	6
contig12968	6
contig21740	7
contig21740	5
contig21740	6
contig21740	5
contig05772	5
contig15128	5
contig26160	5
contig26160	5
contig26163	5
contig24279	5
contig31128	6
contig07454	5
contig23551	5
contig11315	6
contig11315	7
contig21643	5
contig39251	8
contig24130	9
contig40696	5
contig40696	5
contig30860	5
contig20650	5
contig10204	6
contig23305	5
contig05560	8
contig05560	6
contig14004	7
contig34397	5
contig24833	5
contig24833	5
contig24833	5
contig00710	10
contig13847	5
contig31612	5
contig31612	5
contig31612	5
contig31612	9
contig33685	5
contig31815	6
contig22227	5
contig11666	6
contig11666	6
contig34496	5
contig34496	6
contig26147	6
contig27927	5
contig34098	8
contig24150	9
contig24150	5
contig24150	5
contig23891	5
contig23097	5
contig11613	5
contig28633	5
contig39514	5
contig24973	5
contig12884	5
contig23826	7
contig40710	5
contig25493	5
contig31838	5
contig22755	5
contig13676	9
contig40048	5
contig29118	7
contig29118	7
contig14274	7
contig36213	5
contig37035	5
contig37035	5
contig11746	5
contig26430	5
contig35522	6
contig11355	5
contig35293	5
contig20697	5
contig31194	5
contig12194	5
contig12194	6
contig12194	5
contig12194	6
contig20930	6
contig30352	5
contig23340	5
contig36175	5
contig13655	5
contig11516	13
contig32075	5
contig24997	7
contig21314	5
contig21319	5
contig10746	5
contig02449	5
contig29814	5
contig39997	6
contig39997	5
contig35087	8
contig13803	5
contig29363	5
contig22594	5
contig24438	6
contig24438	6
contig31597	5
contig23421	8
contig39744	8
contig31762	5
contig12076	5
contig20617	5
contig32689	9
contig32689	8
contig32689	12
contig32681	11
contig34900	7
contig34900	9
contig36238	6
contig36231	6
contig33818	5
contig41700	8
contig00740	5
contig29473	5
contig29473	7
contig30689	5
contig30689	8
contig32333	5
contig17946	5
contig29906	5
contig01229	5
contig39799	5
contig34687	7
contig00791	6
contig25292	5
contig05257	8
contig05257	13
contig00427	6
contig33849	12
contig05486	5
contig40667	5
contig28237	6
contig14478	7
contig14478	5
contig14478	5
contig23998	8
contig20718	5
contig11288	5
contig23041	5
contig36031	5
contig05665	8
contig15312	5
contig23760	6
contig12939	6
contig12939	5
contig18091	9
contig18090	7
contig11462	8
contig11462	5
contig11462	5
contig14390	6
contig27868	12
contig27868	25
contig29635	5
contig16556	6
contig16156	5
contig23975	5
contig32969	5
contig17280	5
contig32028	6
contig36016	5
contig26252	5
contig26252	5
contig10934	7
contig05317	6
contig39292	7
contig39292	7
contig39292	6
contig21386	5
contig41871	5
contig39857	5
contig37684	5
contig20541	5
contig31201	5
contig22614	5
contig36039	10
contig31068	5
contig31068	7
contig31068	8
contig31068	5
contig33161	6
contig39919	5
contig41468	5
contig29174	5
contig22447	5
contig21422	5
contig16044	6
contig36078	5
contig39659	7
contig06255	8
contig35908	5
contig24844	5
contig34971	9
contig24598	5
contig31463	5
contig22856	5
contig17093	5
contig23213	7
contig03593	5
contig27912	6
contig19129	5
contig27350	5
contig41402	5
contig24822	7
contig24822	6
contig24822	6
contig24822	5
contig11819	5
contig39078	5
contig39078	6
contig05518	5
contig05518	8
contig13137	6
contig01707	5
contig40741	5
contig03631	5
contig23471	6
contig23471	5
contig16096	5
contig31646	5
contig24006	5
contig12557	6
contig12159	5
contig12159	5
contig18495	5
contig14227	5
contig08827	9
contig21756	5
contig26081	5
contig28108	5
contig15686	5
contig38193	5
contig37115	5
contig00824	6
contig32405	7
contig40733	5
contig14667	5
contig35635	5
contig35635	5
contig31142	6
contig42128	5
contig21252	5
contig35720	5
contig35057	5
contig40767	5
contig23073	6
contig36088	6
contig13049	5
contig29838	5
contig33051	5
contig12125	5
contig34136	8
contig35539	5
contig35539	8
contig07391	5
contig21249	5
contig21336	5
contig11985	6
contig22423	5
contig39617	5
contig39617	10
contig42236	5
contig08168	8
contig21657	5
contig19535	6
contig05701	6
contig05701	6
contig39345	5
contig39345	5
contig24420	5
contig20936	7
contig27554	8
contig27554	5
contig12993	5
contig35869	5
contig35869	7
contig00787	5
contig20203	5
contig16280	6
contig11214	6
contig31505	7
contig31505	5
contig37341	5
