record	segment_length
jgi|Takru4|739078|fgh5_pg.C_scaffold_262000007	10
jgi|Takru4|734329|fgh5_pg.C_scaffold_149000002	10
jgi|Takru4|742273|fgh5_pg.C_scaffold_421000006	10
jgi|Takru4|715054|fgh5_pm.C_scaffold_271000009	10
jgi|Takru4|605932|e_gw2.115.36.1	10
jgi|Takru4|605932|e_gw2.115.36.1	23
jgi|Takru4|605932|e_gw2.115.36.1	13
jgi|Takru4|605633|e_gw2.46.99.1	11
jgi|Takru4|605472|e_gw2.46.120.1	11
jgi|Takru4|605479|e_gw2.46.145.1	10
jgi|Takru4|605479|e_gw2.46.145.1	10
jgi|Takru4|604932|e_gw2.50.9.1	10
jgi|Takru4|752961|estExt_fgenesh5_pg.C_500102	10
jgi|Takru4|749112|estExt_fgenesh5_pm.C_90030	10
jgi|Takru4|573752|e_gw2.48.249.1	11
jgi|Takru4|573684|e_gw2.48.178.1	11
jgi|Takru4|570805|e_gw2.63.4.1	18
jgi|Takru4|570964|e_gw2.63.220.1	14
jgi|Takru4|570413|e_gw2.3317.4.1	23
jgi|Takru4|570413|e_gw2.3317.4.1	11
jgi|Takru4|570352|e_gw2.204.20.1	10
jgi|Takru4|744145|fgh5_pg.C_scaffold_766000002	27
jgi|Takru4|733863|fgh5_pg.C_scaffold_140000010	18
jgi|Takru4|568969|e_gw2.41.121.1	10
jgi|Takru4|568683|e_gw2.38.111.1	11
jgi|Takru4|752675|estExt_fgenesh5_pg.C_380023	16
jgi|Takru4|568829|e_gw2.38.1.1	12
jgi|Takru4|619109|estExt_GW.C_50047	13
jgi|Takru4|619109|estExt_GW.C_50047	10
jgi|Takru4|753437|estExt_fgenesh5_pg.C_740067	16
jgi|Takru4|753437|estExt_fgenesh5_pg.C_740067	11
jgi|Takru4|735729|fgh5_pg.C_scaffold_175000008	13
jgi|Takru4|566474|e_gw2.215.54.1	12
jgi|Takru4|148462|gw2.87.112.1	10
jgi|Takru4|565115|e_gw2.99.6.1	10
jgi|Takru4|565013|e_gw2.147.104.1	13
jgi|Takru4|564800|e_gw2.36.103.1	13
jgi|Takru4|564649|e_gw2.663.8.1	12
jgi|Takru4|563432|e_gw2.199.32.1	10
jgi|Takru4|562786|e_gw2.15.59.1	12
jgi|Takru4|562598|e_gw2.15.314.1	10
jgi|Takru4|128336|gw2.15.1.1	12
jgi|Takru4|740931|fgh5_pg.C_scaffold_335000004	15
jgi|Takru4|732832|fgh5_pg.C_scaffold_123000026	10
jgi|Takru4|732832|fgh5_pg.C_scaffold_123000026	18
jgi|Takru4|561522|e_gw2.3868.3.1	10
jgi|Takru4|561367|e_gw2.28.132.1	17
jgi|Takru4|561510|e_gw2.28.73.1	12
jgi|Takru4|738398|fgh5_pg.C_scaffold_241000010	14
jgi|Takru4|560436|e_gw2.382.29.1	12
jgi|Takru4|560039|e_gw2.42.123.1	17
jgi|Takru4|710149|fgh5_pm.C_scaffold_42000031	11
jgi|Takru4|550713|e_gw2.139.174.1	14
jgi|Takru4|713100|fgh5_pm.C_scaffold_139000029	18
jgi|Takru4|150364|gw2.659.9.1	11
jgi|Takru4|150364|gw2.659.9.1	15
jgi|Takru4|150364|gw2.659.9.1	27
jgi|Takru4|735126|fgh5_pg.C_scaffold_164000023	10
jgi|Takru4|552478|e_gw2.21.64.1	11
jgi|Takru4|553504|e_gw2.37.168.1	10
jgi|Takru4|555300|e_gw2.370.20.1	12
jgi|Takru4|733255|fgh5_pg.C_scaffold_130000039	12
jgi|Takru4|743287|fgh5_pg.C_scaffold_537000001	40
jgi|Takru4|556341|e_gw2.79.139.1	14
jgi|Takru4|558247|e_gw2.53.18.1	13
jgi|Takru4|559314|e_gw2.185.36.1	20
jgi|Takru4|132739|gw2.226.21.1	12
jgi|Takru4|132739|gw2.226.21.1	10
jgi|Takru4|559542|e_gw2.163.147.1	11
jgi|Takru4|559542|e_gw2.163.147.1	10
jgi|Takru4|736502|fgh5_pg.C_scaffold_191000041	27
jgi|Takru4|591143|e_gw2.404.23.1	10
jgi|Takru4|710575|fgh5_pm.C_scaffold_52000007	18
jgi|Takru4|581810|e_gw2.230.24.1	12
jgi|Takru4|579289|e_gw2.1.571.1	11
jgi|Takru4|577881|e_gw2.75.84.1	14
jgi|Takru4|750940|estExt_fgenesh5_pm.C_2980012	13
jgi|Takru4|573590|e_gw2.48.49.1	10
jgi|Takru4|573590|e_gw2.48.49.1	19
jgi|Takru4|573533|e_gw2.48.325.1	11
jgi|Takru4|591434|e_gw2.44.165.1	14
jgi|Takru4|744179|fgh5_pg.C_scaffold_783000001	11
jgi|Takru4|583611|e_gw2.223.30.1	11
jgi|Takru4|728408|fgh5_pg.C_scaffold_69000034	15
jgi|Takru4|748889|estExt_fgenesh5_pm.C_10123	10
jgi|Takru4|741294|fgh5_pg.C_scaffold_356000016	15
jgi|Takru4|593940|e_gw2.62.302.1	28
jgi|Takru4|738023|fgh5_pg.C_scaffold_228000041	11
jgi|Takru4|736812|fgh5_pg.C_scaffold_198000024	17
jgi|Takru4|736932|fgh5_pg.C_scaffold_200000049	12
jgi|Takru4|733611|fgh5_pg.C_scaffold_136000040	11
jgi|Takru4|574933|e_gw2.112.70.1	10
jgi|Takru4|576363|e_gw2.45.95.1	22
jgi|Takru4|192908|gw2.3441.2.1	18
jgi|Takru4|583469|e_gw2.25.170.1	11
jgi|Takru4|743630|fgh5_pg.C_scaffold_609000006	10
jgi|Takru4|737447|fgh5_pg.C_scaffold_212000036	11
jgi|Takru4|737447|fgh5_pg.C_scaffold_212000036	10
jgi|Takru4|738011|fgh5_pg.C_scaffold_228000029	11
jgi|Takru4|194632|gw2.22.318.1	10
jgi|Takru4|299626|estExt_Genewise2.C_2070099	12
