record	segment_length
ENSLOCP00000001622.1	8
ENSLOCP00000001622.1	7
ENSLOCP00000001622.1	16
ENSLOCP00000001622.1	12
ENSLOCP00000001665.1	8
ENSLOCP00000001665.1	5
ENSLOCP00000001684.1	8
ENSLOCP00000001684.1	5
ENSLOCP00000001675.1	18
ENSLOCP00000001689.1	18
ENSLOCP00000001736.1	5
ENSLOCP00000001695.1	5
ENSLOCP00000001711.1	5
ENSLOCP00000001720.1	6
ENSLOCP00000001742.1	5
ENSLOCP00000001742.1	5
ENSLOCP00000001758.1	5
ENSLOCP00000001758.1	5
ENSLOCP00000001731.1	5
ENSLOCP00000001731.1	5
ENSLOCP00000001766.1	5
ENSLOCP00000001819.1	5
ENSLOCP00000001809.1	16
ENSLOCP00000001813.1	5
ENSLOCP00000001906.1	6
ENSLOCP00000001906.1	5
ENSLOCP00000001847.1	5
ENSLOCP00000001874.1	5
ENSLOCP00000001862.1	6
ENSLOCP00000001862.1	9
ENSLOCP00000001855.1	11
ENSLOCP00000001855.1	5
ENSLOCP00000001855.1	5
ENSLOCP00000001855.1	5
ENSLOCP00000001877.1	5
ENSLOCP00000001877.1	5
ENSLOCP00000001877.1	5
ENSLOCP00000001892.1	11
ENSLOCP00000001892.1	5
ENSLOCP00000001892.1	5
ENSLOCP00000001889.1	6
ENSLOCP00000001916.1	10
ENSLOCP00000001939.1	6
ENSLOCP00000001939.1	6
ENSLOCP00000001946.1	5
ENSLOCP00000001968.1	5
ENSLOCP00000001989.1	5
ENSLOCP00000002000.1	5
ENSLOCP00000002000.1	5
ENSLOCP00000002014.1	5
ENSLOCP00000002014.1	5
ENSLOCP00000002059.1	5
ENSLOCP00000002020.1	5
ENSLOCP00000002061.1	6
ENSLOCP00000002081.1	7
ENSLOCP00000002100.1	8
ENSLOCP00000002121.1	8
ENSLOCP00000002115.1	5
ENSLOCP00000002090.1	7
ENSLOCP00000002112.1	6
ENSLOCP00000002112.1	5
ENSLOCP00000002104.1	5
ENSLOCP00000002123.1	8
ENSLOCP00000002172.1	6
ENSLOCP00000002179.1	10
ENSLOCP00000002179.1	5
ENSLOCP00000002198.1	5
ENSLOCP00000002199.1	9
ENSLOCP00000002201.1	5
ENSLOCP00000002201.1	5
ENSLOCP00000002201.1	5
ENSLOCP00000002217.1	5
ENSLOCP00000002217.1	5
ENSLOCP00000002217.1	5
ENSLOCP00000002243.1	5
ENSLOCP00000002253.1	6
ENSLOCP00000002281.1	10
ENSLOCP00000002320.1	5
ENSLOCP00000002289.1	5
ENSLOCP00000002308.1	7
ENSLOCP00000002326.1	7
ENSLOCP00000002343.1	5
ENSLOCP00000002357.1	5
ENSLOCP00000002377.1	5
ENSLOCP00000002374.1	5
ENSLOCP00000002404.1	5
ENSLOCP00000002404.1	6
ENSLOCP00000002451.1	6
ENSLOCP00000002470.1	6
ENSLOCP00000002488.1	8
ENSLOCP00000002504.1	8
ENSLOCP00000002491.1	5
ENSLOCP00000002510.1	5
ENSLOCP00000002505.1	6
ENSLOCP00000002546.1	5
ENSLOCP00000002571.1	5
ENSLOCP00000002571.1	5
ENSLOCP00000002580.1	5
ENSLOCP00000002580.1	5
ENSLOCP00000002614.1	5
ENSLOCP00000002638.1	5
ENSLOCP00000002657.1	5
ENSLOCP00000002623.1	6
ENSLOCP00000002684.1	6
ENSLOCP00000002684.1	5
ENSLOCP00000002700.1	9
ENSLOCP00000002700.1	6
ENSLOCP00000002700.1	5
ENSLOCP00000002654.1	6
ENSLOCP00000002664.1	6
ENSLOCP00000002677.1	5
ENSLOCP00000002697.1	7
ENSLOCP00000002726.1	8
ENSLOCP00000002751.1	8
ENSLOCP00000002808.1	6
ENSLOCP00000002830.1	6
ENSLOCP00000002831.1	5
ENSLOCP00000002871.1	6
ENSLOCP00000002871.1	6
ENSLOCP00000002891.1	5
ENSLOCP00000002901.1	5
ENSLOCP00000002958.1	6
ENSLOCP00000002958.1	5
ENSLOCP00000002997.1	5
ENSLOCP00000003014.1	5
ENSLOCP00000003073.1	6
ENSLOCP00000003091.1	5
ENSLOCP00000003106.1	5
ENSLOCP00000003167.1	5
ENSLOCP00000003172.1	6
ENSLOCP00000003182.1	6
ENSLOCP00000003190.1	17
ENSLOCP00000003190.1	6
ENSLOCP00000003190.1	5
ENSLOCP00000003190.1	14
ENSLOCP00000003190.1	15
ENSLOCP00000003190.1	5
ENSLOCP00000003209.1	6
ENSLOCP00000003209.1	5
ENSLOCP00000003195.1	5
ENSLOCP00000003197.1	5
ENSLOCP00000003224.1	16
ENSLOCP00000003245.1	5
ENSLOCP00000003245.1	7
ENSLOCP00000003292.1	5
ENSLOCP00000003307.1	5
ENSLOCP00000003298.1	5
ENSLOCP00000003322.1	5
ENSLOCP00000003304.1	6
ENSLOCP00000003325.1	6
ENSLOCP00000003345.1	6
ENSLOCP00000003340.1	7
ENSLOCP00000003340.1	5
ENSLOCP00000003337.1	8
ENSLOCP00000003388.1	5
ENSLOCP00000003388.1	9
ENSLOCP00000003373.1	5
ENSLOCP00000003383.1	5
ENSLOCP00000003395.1	10
ENSLOCP00000003401.1	10
ENSLOCP00000003410.1	8
ENSLOCP00000003417.1	6
ENSLOCP00000003436.1	5
ENSLOCP00000003437.1	7
ENSLOCP00000003474.1	13
ENSLOCP00000003490.1	6
ENSLOCP00000003561.1	5
ENSLOCP00000003555.1	5
ENSLOCP00000003555.1	5
ENSLOCP00000003577.1	5
ENSLOCP00000003577.1	5
ENSLOCP00000003576.1	8
ENSLOCP00000003570.1	5
ENSLOCP00000003570.1	6
ENSLOCP00000003586.1	9
ENSLOCP00000003586.1	10
ENSLOCP00000003592.1	5
ENSLOCP00000003592.1	9
ENSLOCP00000003624.1	5
ENSLOCP00000003641.1	20
ENSLOCP00000003650.1	6
ENSLOCP00000003668.1	7
ENSLOCP00000003674.1	5
ENSLOCP00000003690.1	5
ENSLOCP00000003688.1	5
ENSLOCP00000003699.1	5
ENSLOCP00000003716.1	5
ENSLOCP00000003685.1	9
ENSLOCP00000003741.1	5
ENSLOCP00000003763.1	5
ENSLOCP00000003778.1	5
ENSLOCP00000003797.1	5
ENSLOCP00000003812.1	5
ENSLOCP00000003880.1	5
ENSLOCP00000003905.1	5
ENSLOCP00000003819.1	5
ENSLOCP00000003837.1	5
ENSLOCP00000003846.1	5
ENSLOCP00000003878.1	5
ENSLOCP00000003863.1	5
ENSLOCP00000003875.1	7
ENSLOCP00000003869.1	8
ENSLOCP00000003902.1	5
ENSLOCP00000003891.1	6
ENSLOCP00000003907.1	6
ENSLOCP00000003899.1	5
ENSLOCP00000003910.1	5
ENSLOCP00000003942.1	7
ENSLOCP00000003958.1	5
ENSLOCP00000003972.1	8
ENSLOCP00000003986.1	8
ENSLOCP00000003982.1	5
ENSLOCP00000003997.1	5
ENSLOCP00000003997.1	6
ENSLOCP00000003997.1	5
ENSLOCP00000003997.1	6
ENSLOCP00000004016.1	6
ENSLOCP00000004044.1	5
ENSLOCP00000004063.1	5
ENSLOCP00000004070.1	11
ENSLOCP00000004071.1	7
ENSLOCP00000004089.1	5
ENSLOCP00000004111.1	5
ENSLOCP00000004146.1	5
ENSLOCP00000004223.1	6
ENSLOCP00000004244.1	6
ENSLOCP00000004194.1	6
ENSLOCP00000004194.1	5
ENSLOCP00000004194.1	6
ENSLOCP00000004214.1	6
ENSLOCP00000004214.1	5
ENSLOCP00000004211.1	10
ENSLOCP00000004220.1	5
ENSLOCP00000004275.1	5
ENSLOCP00000004298.1	5
ENSLOCP00000004318.1	5
ENSLOCP00000004300.1	5
ENSLOCP00000004300.1	6
ENSLOCP00000004300.1	8
ENSLOCP00000004300.1	8
ENSLOCP00000004317.1	6
ENSLOCP00000004317.1	5
ENSLOCP00000004342.1	10
ENSLOCP00000004351.1	5
ENSLOCP00000004400.1	7
ENSLOCP00000004385.1	5
ENSLOCP00000004408.1	5
ENSLOCP00000004425.1	5
ENSLOCP00000004426.1	5
ENSLOCP00000004438.1	5
ENSLOCP00000004444.1	5
ENSLOCP00000004479.1	6
ENSLOCP00000004478.1	5
ENSLOCP00000004543.1	5
ENSLOCP00000004543.1	10
ENSLOCP00000004543.1	5
ENSLOCP00000004543.1	6
ENSLOCP00000004543.1	5
ENSLOCP00000004543.1	8
ENSLOCP00000004543.1	7
ENSLOCP00000004590.1	5
ENSLOCP00000004597.1	5
ENSLOCP00000004632.1	7
ENSLOCP00000004627.1	5
ENSLOCP00000004640.1	5
ENSLOCP00000004642.1	7
ENSLOCP00000004661.1	5
ENSLOCP00000004679.1	5
ENSLOCP00000004660.1	5
ENSLOCP00000004681.1	6
ENSLOCP00000004681.1	5
ENSLOCP00000004699.1	5
ENSLOCP00000004713.1	17
ENSLOCP00000004722.1	6
ENSLOCP00000004731.1	6
ENSLOCP00000004726.1	5
ENSLOCP00000004733.1	6
ENSLOCP00000004747.1	6
ENSLOCP00000004747.1	8
ENSLOCP00000004771.1	6
ENSLOCP00000004788.1	6
ENSLOCP00000004753.1	6
ENSLOCP00000004785.1	7
ENSLOCP00000004756.1	8
ENSLOCP00000004760.1	11
ENSLOCP00000004760.1	6
ENSLOCP00000004764.1	5
ENSLOCP00000004775.1	25
ENSLOCP00000004775.1	5
ENSLOCP00000004779.1	5
ENSLOCP00000004779.1	8
ENSLOCP00000004772.1	6
ENSLOCP00000004800.1	5
ENSLOCP00000004893.1	5
ENSLOCP00000004893.1	5
ENSLOCP00000004831.1	6
ENSLOCP00000004912.1	8
ENSLOCP00000004930.1	8
ENSLOCP00000004928.1	10
ENSLOCP00000004945.1	10
ENSLOCP00000004929.1	5
ENSLOCP00000004941.1	7
ENSLOCP00000004964.1	5
ENSLOCP00000004962.1	5
ENSLOCP00000004981.1	5
ENSLOCP00000004990.1	7
ENSLOCP00000005003.1	5
ENSLOCP00000005012.1	7
ENSLOCP00000005012.1	5
ENSLOCP00000005012.1	6
ENSLOCP00000005012.1	6
ENSLOCP00000005008.1	5
ENSLOCP00000005008.1	5
ENSLOCP00000005024.1	6
ENSLOCP00000005030.1	6
ENSLOCP00000005030.1	6
ENSLOCP00000005030.1	5
ENSLOCP00000005030.1	5
ENSLOCP00000005030.1	10
ENSLOCP00000005030.1	5
ENSLOCP00000005030.1	6
ENSLOCP00000005030.1	5
ENSLOCP00000005030.1	5
ENSLOCP00000005030.1	8
ENSLOCP00000005051.1	6
ENSLOCP00000005051.1	6
ENSLOCP00000005051.1	5
ENSLOCP00000005051.1	5
ENSLOCP00000005051.1	5
ENSLOCP00000005051.1	6
ENSLOCP00000005051.1	5
ENSLOCP00000005053.1	5
ENSLOCP00000005053.1	6
ENSLOCP00000005047.1	7
ENSLOCP00000005070.1	7
ENSLOCP00000005048.1	5
ENSLOCP00000005114.1	7
ENSLOCP00000005132.1	7
ENSLOCP00000005133.1	7
ENSLOCP00000005141.1	6
ENSLOCP00000005146.1	7
ENSLOCP00000005189.1	5
ENSLOCP00000005197.1	5
ENSLOCP00000005223.1	5
ENSLOCP00000005252.1	7
ENSLOCP00000005265.1	5
ENSLOCP00000005277.1	5
ENSLOCP00000005297.1	5
ENSLOCP00000005339.1	5
ENSLOCP00000005349.1	5
ENSLOCP00000005344.1	6
ENSLOCP00000005345.1	5
ENSLOCP00000005360.1	5
ENSLOCP00000005367.1	6
ENSLOCP00000005415.1	5
ENSLOCP00000005441.1	5
ENSLOCP00000005458.1	5
ENSLOCP00000005436.1	5
ENSLOCP00000005494.1	5
ENSLOCP00000005513.1	5
ENSLOCP00000005475.1	5
ENSLOCP00000005481.1	5
ENSLOCP00000005503.1	5
ENSLOCP00000005504.1	7
ENSLOCP00000005511.1	5
ENSLOCP00000005523.1	5
ENSLOCP00000005518.1	9
ENSLOCP00000005546.1	5
ENSLOCP00000005560.1	5
ENSLOCP00000005572.1	7
ENSLOCP00000005583.1	7
ENSLOCP00000005565.1	6
ENSLOCP00000005578.1	5
ENSLOCP00000005582.1	11
ENSLOCP00000005617.1	6
ENSLOCP00000005635.1	10
ENSLOCP00000005641.1	6
ENSLOCP00000005641.1	11
ENSLOCP00000005659.1	5
ENSLOCP00000005659.1	6
ENSLOCP00000005659.1	11
ENSLOCP00000005651.1	7
ENSLOCP00000005666.1	8
ENSLOCP00000005675.1	5
ENSLOCP00000005675.1	10
ENSLOCP00000005699.1	5
ENSLOCP00000005699.1	10
ENSLOCP00000005685.1	5
ENSLOCP00000005685.1	5
ENSLOCP00000005682.1	5
ENSLOCP00000005700.1	6
ENSLOCP00000005708.1	5
ENSLOCP00000005729.1	5
ENSLOCP00000005736.1	8
ENSLOCP00000005742.1	5
ENSLOCP00000005785.1	12
ENSLOCP00000005806.1	12
ENSLOCP00000005743.1	5
ENSLOCP00000005743.1	5
ENSLOCP00000005763.1	5
ENSLOCP00000005763.1	5
ENSLOCP00000005757.1	7
ENSLOCP00000005777.1	7
ENSLOCP00000005795.1	7
ENSLOCP00000005772.1	5
ENSLOCP00000005789.1	5
ENSLOCP00000005773.1	5
ENSLOCP00000005790.1	5
ENSLOCP00000005796.1	7
ENSLOCP00000005796.1	5
ENSLOCP00000005808.1	6
ENSLOCP00000005822.1	6
ENSLOCP00000005803.1	5
ENSLOCP00000005816.1	5
ENSLOCP00000005821.1	6
ENSLOCP00000005835.1	9
ENSLOCP00000005852.1	9
ENSLOCP00000005829.1	5
ENSLOCP00000005854.1	5
ENSLOCP00000005841.1	5
ENSLOCP00000005856.1	5
ENSLOCP00000005967.1	9
ENSLOCP00000005984.1	9
ENSLOCP00000005917.1	5
ENSLOCP00000005929.1	5
ENSLOCP00000005925.1	5
ENSLOCP00000005934.1	5
ENSLOCP00000005915.1	5
ENSLOCP00000005915.1	5
ENSLOCP00000005924.1	6
ENSLOCP00000005937.1	5
ENSLOCP00000005950.1	5
ENSLOCP00000005932.1	5
ENSLOCP00000005944.1	6
ENSLOCP00000005985.1	5
ENSLOCP00000005985.1	5
ENSLOCP00000006007.1	7
ENSLOCP00000006007.1	5
ENSLOCP00000006007.1	5
ENSLOCP00000005953.1	6
ENSLOCP00000005988.1	7
ENSLOCP00000005988.1	7
ENSLOCP00000005988.1	6
ENSLOCP00000005988.1	7
ENSLOCP00000006005.1	7
ENSLOCP00000006005.1	7
ENSLOCP00000006005.1	6
ENSLOCP00000006005.1	7
ENSLOCP00000005987.1	8
ENSLOCP00000006017.1	5
ENSLOCP00000006015.1	5
ENSLOCP00000006022.1	5
ENSLOCP00000006031.1	5
ENSLOCP00000006027.1	6
ENSLOCP00000006029.1	9
ENSLOCP00000006044.1	7
ENSLOCP00000006044.1	5
ENSLOCP00000006043.1	8
ENSLOCP00000006043.1	5
ENSLOCP00000006064.1	6
ENSLOCP00000006058.1	6
ENSLOCP00000006058.1	5
ENSLOCP00000006071.1	6
ENSLOCP00000006071.1	5
ENSLOCP00000006081.1	5
ENSLOCP00000006069.1	5
ENSLOCP00000006095.1	6
ENSLOCP00000006095.1	6
ENSLOCP00000006095.1	6
ENSLOCP00000006095.1	6
ENSLOCP00000006095.1	5
ENSLOCP00000006125.1	6
ENSLOCP00000006125.1	6
ENSLOCP00000006125.1	6
ENSLOCP00000006125.1	6
ENSLOCP00000006125.1	5
ENSLOCP00000006110.1	6
ENSLOCP00000006115.1	5
ENSLOCP00000006115.1	7
ENSLOCP00000006134.1	5
ENSLOCP00000006134.1	7
ENSLOCP00000006130.1	5
ENSLOCP00000006144.1	5
ENSLOCP00000006149.1	6
ENSLOCP00000006165.1	6
ENSLOCP00000006157.1	6
ENSLOCP00000006147.1	6
ENSLOCP00000006159.1	6
ENSLOCP00000006183.1	6
ENSLOCP00000006213.1	5
ENSLOCP00000006220.1	5
ENSLOCP00000006248.1	5
ENSLOCP00000006248.1	9
ENSLOCP00000006248.1	5
ENSLOCP00000006248.1	7
ENSLOCP00000006248.1	5
ENSLOCP00000006267.1	5
ENSLOCP00000006267.1	9
ENSLOCP00000006267.1	5
ENSLOCP00000006267.1	7
ENSLOCP00000006267.1	5
ENSLOCP00000006266.1	5
ENSLOCP00000006288.1	5
ENSLOCP00000006288.1	5
ENSLOCP00000006280.1	5
ENSLOCP00000006306.1	5
ENSLOCP00000006327.1	5
ENSLOCP00000006312.1	6
ENSLOCP00000006328.1	6
ENSLOCP00000006309.1	6
ENSLOCP00000006331.1	6
ENSLOCP00000006310.1	5
ENSLOCP00000006308.1	5
ENSLOCP00000006343.1	5
ENSLOCP00000006346.1	6
ENSLOCP00000006361.1	6
ENSLOCP00000006383.1	5
ENSLOCP00000006404.1	5
ENSLOCP00000006417.1	17
ENSLOCP00000006436.1	5
ENSLOCP00000006436.1	7
ENSLOCP00000006446.1	5
ENSLOCP00000006463.1	6
ENSLOCP00000006463.1	5
ENSLOCP00000006479.1	8
ENSLOCP00000006505.1	7
ENSLOCP00000006608.1	5
ENSLOCP00000006610.1	5
ENSLOCP00000006665.1	8
ENSLOCP00000006682.1	8
ENSLOCP00000006686.1	6
ENSLOCP00000006691.1	5
ENSLOCP00000006696.1	5
ENSLOCP00000006699.1	10
ENSLOCP00000006713.1	10
ENSLOCP00000006757.1	5
ENSLOCP00000006757.1	5
ENSLOCP00000006757.1	9
ENSLOCP00000006757.1	5
ENSLOCP00000006763.1	6
ENSLOCP00000006763.1	6
ENSLOCP00000006763.1	5
ENSLOCP00000006790.1	6
ENSLOCP00000006802.1	6
ENSLOCP00000006793.1	5
ENSLOCP00000006810.1	5
ENSLOCP00000006801.1	5
ENSLOCP00000006816.1	5
ENSLOCP00000006807.1	5
ENSLOCP00000006842.1	6
ENSLOCP00000006823.1	5
ENSLOCP00000006830.1	7
ENSLOCP00000006830.1	5
ENSLOCP00000006854.1	5
ENSLOCP00000006901.1	5
ENSLOCP00000006901.1	10
ENSLOCP00000006916.1	10
ENSLOCP00000006915.1	7
ENSLOCP00000006917.1	5
ENSLOCP00000006926.1	8
ENSLOCP00000006926.1	7
ENSLOCP00000006946.1	5
ENSLOCP00000006960.1	8
ENSLOCP00000006996.1	6
ENSLOCP00000007011.1	6
ENSLOCP00000006994.1	5
ENSLOCP00000006995.1	5
ENSLOCP00000007018.1	5
ENSLOCP00000007005.1	9
ENSLOCP00000007097.1	6
ENSLOCP00000007063.1	8
ENSLOCP00000007071.1	5
ENSLOCP00000007075.1	5
ENSLOCP00000007078.1	8
ENSLOCP00000007078.1	7
ENSLOCP00000007090.1	6
ENSLOCP00000007113.1	6
ENSLOCP00000007118.1	5
ENSLOCP00000007118.1	6
ENSLOCP00000007119.1	6
ENSLOCP00000007128.1	8
ENSLOCP00000007131.1	8
ENSLOCP00000007131.1	6
ENSLOCP00000007129.1	6
ENSLOCP00000007138.1	9
ENSLOCP00000007138.1	5
ENSLOCP00000007144.1	5
ENSLOCP00000007148.1	5
ENSLOCP00000007167.1	5
ENSLOCP00000007151.1	5
ENSLOCP00000007151.1	5
ENSLOCP00000007165.1	5
ENSLOCP00000007165.1	5
ENSLOCP00000007153.1	5
ENSLOCP00000007153.1	5
ENSLOCP00000007185.1	5
ENSLOCP00000007241.1	6
ENSLOCP00000007251.1	6
ENSLOCP00000007266.1	6
ENSLOCP00000007276.1	5
ENSLOCP00000007295.1	5
ENSLOCP00000007341.1	6
ENSLOCP00000007357.1	5
ENSLOCP00000007375.1	5
ENSLOCP00000007314.1	5
ENSLOCP00000007327.1	10
ENSLOCP00000007327.1	5
ENSLOCP00000007346.1	10
ENSLOCP00000007346.1	5
ENSLOCP00000007321.1	5
ENSLOCP00000007343.1	5
ENSLOCP00000007333.1	7
ENSLOCP00000007330.1	5
ENSLOCP00000007336.1	10
ENSLOCP00000007342.1	5
ENSLOCP00000007366.1	8
ENSLOCP00000007366.1	15
ENSLOCP00000007366.1	5
ENSLOCP00000007389.1	8
ENSLOCP00000007389.1	5
ENSLOCP00000007367.1	5
ENSLOCP00000007393.1	6
ENSLOCP00000007391.1	5
ENSLOCP00000007409.1	5
ENSLOCP00000007430.1	5
ENSLOCP00000007415.1	9
ENSLOCP00000007468.1	9
ENSLOCP00000007485.1	9
ENSLOCP00000007503.1	11
ENSLOCP00000007534.1	7
ENSLOCP00000007534.1	7
ENSLOCP00000007553.1	7
ENSLOCP00000007553.1	7
ENSLOCP00000007535.1	6
ENSLOCP00000007539.1	5
ENSLOCP00000007559.1	5
ENSLOCP00000007559.1	5
ENSLOCP00000007559.1	5
ENSLOCP00000007575.1	5
ENSLOCP00000007575.1	5
ENSLOCP00000007575.1	5
ENSLOCP00000007561.1	5
ENSLOCP00000007561.1	5
ENSLOCP00000007561.1	5
ENSLOCP00000007581.1	5
ENSLOCP00000007567.1	9
ENSLOCP00000007576.1	8
ENSLOCP00000007576.1	6
ENSLOCP00000007576.1	5
ENSLOCP00000007601.1	5
ENSLOCP00000007600.1	6
ENSLOCP00000007611.1	5
ENSLOCP00000007614.1	5
ENSLOCP00000007623.1	5
ENSLOCP00000007632.1	5
ENSLOCP00000007629.1	6
ENSLOCP00000007635.1	5
ENSLOCP00000007693.1	7
ENSLOCP00000007650.1	16
ENSLOCP00000007650.1	5
ENSLOCP00000007650.1	9
ENSLOCP00000007666.1	5
ENSLOCP00000007683.1	5
ENSLOCP00000007656.1	5
ENSLOCP00000007698.1	6
ENSLOCP00000007698.1	5
ENSLOCP00000007690.1	11
ENSLOCP00000007704.1	5
ENSLOCP00000007712.1	5
ENSLOCP00000007712.1	5
ENSLOCP00000007720.1	5
ENSLOCP00000007727.1	6
ENSLOCP00000007731.1	7
ENSLOCP00000007731.1	5
ENSLOCP00000007773.1	5
ENSLOCP00000007799.1	5
ENSLOCP00000007800.1	6
ENSLOCP00000007809.1	5
ENSLOCP00000007827.1	5
ENSLOCP00000007816.1	5
ENSLOCP00000007816.1	6
ENSLOCP00000007816.1	5
ENSLOCP00000007816.1	29
ENSLOCP00000007816.1	33
ENSLOCP00000007822.1	6
ENSLOCP00000007836.1	5
ENSLOCP00000007836.1	6
ENSLOCP00000007836.1	5
ENSLOCP00000007836.1	5
ENSLOCP00000007856.1	5
ENSLOCP00000007856.1	6
ENSLOCP00000007856.1	5
ENSLOCP00000007856.1	5
ENSLOCP00000007839.1	5
ENSLOCP00000007841.1	5
ENSLOCP00000007846.1	9
ENSLOCP00000007873.1	6
ENSLOCP00000007870.1	5
ENSLOCP00000007900.1	7
ENSLOCP00000007910.1	5
ENSLOCP00000007925.1	5
ENSLOCP00000007948.1	5
ENSLOCP00000007915.1	5
ENSLOCP00000007917.1	5
ENSLOCP00000007918.1	5
ENSLOCP00000007967.1	5
ENSLOCP00000007967.1	7
ENSLOCP00000007990.1	5
ENSLOCP00000007990.1	7
ENSLOCP00000007926.1	5
ENSLOCP00000007937.1	15
ENSLOCP00000007937.1	9
ENSLOCP00000007937.1	9
ENSLOCP00000007951.1	9
ENSLOCP00000007951.1	9
ENSLOCP00000007951.1	9
ENSLOCP00000007935.1	9
ENSLOCP00000007936.1	5
ENSLOCP00000007936.1	5
ENSLOCP00000007955.1	5
ENSLOCP00000007988.1	5
ENSLOCP00000007994.1	6
ENSLOCP00000008023.1	5
ENSLOCP00000008039.1	5
ENSLOCP00000008009.1	5
ENSLOCP00000008009.1	5
ENSLOCP00000008009.1	5
ENSLOCP00000008015.1	5
ENSLOCP00000008018.1	5
ENSLOCP00000008025.1	5
ENSLOCP00000008024.1	6
ENSLOCP00000008047.1	5
ENSLOCP00000008047.1	5
ENSLOCP00000008047.1	5
ENSLOCP00000008047.1	5
ENSLOCP00000008063.1	5
ENSLOCP00000008063.1	5
ENSLOCP00000008030.1	6
ENSLOCP00000008033.1	5
ENSLOCP00000008032.1	5
ENSLOCP00000008048.1	6
ENSLOCP00000008086.1	5
ENSLOCP00000008102.1	5
ENSLOCP00000008115.1	9
