record	sig_segments	total_length
ENSGACP00000001988.1	1	5
ENSGACP00000001995.1	1	5
ENSGACP00000002002.1	1	5
ENSGACP00000002009.1	1	5
ENSGACP00000001998.1	2	12
ENSGACP00000002030.1	1	6
ENSGACP00000002033.1	1	6
ENSGACP00000002045.1	1	5
ENSGACP00000002057.1	2	12
ENSGACP00000002048.1	1	6
ENSGACP00000002059.1	1	5
ENSGACP00000002080.1	1	6
ENSGACP00000002094.1	3	16
ENSGACP00000002112.1	1	8
ENSGACP00000002132.1	1	5
ENSGACP00000002131.1	1	11
ENSGACP00000002145.1	1	6
ENSGACP00000002147.1	2	12
ENSGACP00000002148.1	1	6
ENSGACP00000002151.1	1	6
ENSGACP00000002193.1	1	5
ENSGACP00000002204.1	1	6
ENSGACP00000002224.1	2	15
ENSGACP00000002316.1	1	5
ENSGACP00000002324.1	1	5
ENSGACP00000002294.1	1	5
ENSGACP00000002297.1	1	5
ENSGACP00000002310.1	1	5
ENSGACP00000002313.1	1	5
ENSGACP00000002309.1	1	5
ENSGACP00000002332.1	1	6
ENSGACP00000002347.1	1	6
ENSGACP00000002392.1	1	5
ENSGACP00000002399.1	1	5
ENSGACP00000002406.1	1	5
ENSGACP00000002423.1	1	5
ENSGACP00000002533.1	1	5
ENSGACP00000002557.1	1	5
ENSGACP00000002569.1	1	6
ENSGACP00000002596.1	1	6
ENSGACP00000002624.1	1	5
ENSGACP00000002643.1	1	5
ENSGACP00000002654.1	1	5
ENSGACP00000002658.1	1	5
ENSGACP00000002646.1	1	5
ENSGACP00000002662.1	1	5
ENSGACP00000002664.1	1	5
ENSGACP00000002667.1	1	5
ENSGACP00000002666.1	1	5
ENSGACP00000002694.1	1	5
ENSGACP00000002713.1	2	10
ENSGACP00000002735.1	1	6
ENSGACP00000002738.1	1	5
ENSGACP00000002746.1	1	5
ENSGACP00000002793.1	1	5
ENSGACP00000002894.1	1	7
ENSGACP00000002921.1	1	5
ENSGACP00000002930.1	1	10
ENSGACP00000002986.1	1	10
ENSGACP00000002995.1	1	5
ENSGACP00000003058.1	1	5
ENSGACP00000003064.1	1	5
ENSGACP00000003060.1	1	5
ENSGACP00000003074.1	1	5
ENSGACP00000003091.1	1	7
ENSGACP00000003117.1	1	6
ENSGACP00000003157.1	1	6
ENSGACP00000003222.1	1	5
ENSGACP00000003274.1	1	8
ENSGACP00000003280.1	1	8
ENSGACP00000003263.1	2	10
ENSGACP00000003267.1	2	10
ENSGACP00000003270.1	2	14
ENSGACP00000003287.1	1	6
ENSGACP00000003358.1	1	5
ENSGACP00000003409.1	1	6
ENSGACP00000003400.1	1	5
ENSGACP00000003428.1	1	6
ENSGACP00000003433.1	1	6
ENSGACP00000003425.1	1	6
ENSGACP00000003434.1	1	6
ENSGACP00000003472.1	1	6
ENSGACP00000003474.1	1	6
ENSGACP00000003485.1	1	6
ENSGACP00000003510.1	1	5
ENSGACP00000003515.1	1	5
ENSGACP00000003561.1	1	5
ENSGACP00000003562.1	1	5
ENSGACP00000003590.1	1	5
ENSGACP00000003619.1	1	5
ENSGACP00000003702.1	1	5
ENSGACP00000003716.1	1	6
ENSGACP00000003750.1	1	5
ENSGACP00000003767.1	1	5
ENSGACP00000003782.1	1	5
ENSGACP00000003827.1	1	5
ENSGACP00000003809.1	1	6
ENSGACP00000003812.1	1	6
ENSGACP00000003835.1	1	5
ENSGACP00000003854.1	1	5
ENSGACP00000003861.1	1	5
ENSGACP00000003851.1	1	5
ENSGACP00000003855.1	1	6
ENSGACP00000003913.1	1	5
ENSGACP00000003923.1	1	5
ENSGACP00000003875.1	1	6
ENSGACP00000003904.1	1	5
ENSGACP00000003909.1	1	5
ENSGACP00000003924.1	1	5
ENSGACP00000003926.1	1	5
ENSGACP00000003928.1	1	5
ENSGACP00000003937.1	1	5
ENSGACP00000003963.1	1	5
ENSGACP00000004023.1	1	5
ENSGACP00000004116.1	1	5
ENSGACP00000004120.1	1	7
ENSGACP00000004137.1	1	5
ENSGACP00000004143.1	1	5
ENSGACP00000004237.1	1	7
ENSGACP00000004224.1	1	5
ENSGACP00000004230.1	1	6
ENSGACP00000004261.1	2	12
ENSGACP00000004292.1	1	6
ENSGACP00000004299.1	1	5
ENSGACP00000004322.1	1	5
ENSGACP00000004336.1	2	10
ENSGACP00000004365.1	1	5
ENSGACP00000004380.1	1	7
ENSGACP00000004370.1	1	5
ENSGACP00000004405.1	1	7
ENSGACP00000004387.1	1	5
ENSGACP00000004390.1	1	5
ENSGACP00000004394.1	1	5
ENSGACP00000004406.1	1	5
ENSGACP00000004411.1	1	6
ENSGACP00000004503.1	1	6
ENSGACP00000004498.1	1	6
ENSGACP00000004501.1	1	6
ENSGACP00000004502.1	1	6
ENSGACP00000004585.1	1	5
ENSGACP00000004589.1	1	5
ENSGACP00000004607.1	1	5
ENSGACP00000004695.1	1	5
ENSGACP00000004617.1	1	7
ENSGACP00000004667.1	1	6
ENSGACP00000004673.1	1	6
ENSGACP00000004693.1	2	10
ENSGACP00000004694.1	1	5
ENSGACP00000004701.1	1	5
ENSGACP00000004732.1	1	10
ENSGACP00000004762.1	1	5
ENSGACP00000004790.1	1	5
ENSGACP00000004867.1	1	5
ENSGACP00000004852.1	1	5
ENSGACP00000004910.1	1	6
ENSGACP00000004912.1	1	8
ENSGACP00000004945.1	1	5
ENSGACP00000004954.1	1	5
ENSGACP00000004987.1	1	5
ENSGACP00000005001.1	1	5
ENSGACP00000005024.1	1	6
ENSGACP00000005103.1	1	7
ENSGACP00000005113.1	1	5
ENSGACP00000005148.1	1	5
ENSGACP00000005169.1	1	5
ENSGACP00000005163.1	1	9
ENSGACP00000005174.1	1	5
ENSGACP00000005202.1	1	5
ENSGACP00000005209.1	1	5
ENSGACP00000005213.1	1	5
ENSGACP00000005195.1	1	6
ENSGACP00000005197.1	1	6
ENSGACP00000005230.1	1	8
ENSGACP00000005239.1	1	5
ENSGACP00000005246.1	1	5
ENSGACP00000005252.1	1	5
ENSGACP00000005233.1	1	6
ENSGACP00000005249.1	1	5
ENSGACP00000005257.1	1	10
ENSGACP00000005271.1	1	8
ENSGACP00000005299.1	1	5
ENSGACP00000005306.1	1	5
ENSGACP00000005366.1	5	32
ENSGACP00000005378.1	1	7
ENSGACP00000005417.1	1	5
ENSGACP00000005418.1	1	5
ENSGACP00000005471.1	2	10
ENSGACP00000005478.1	3	17
ENSGACP00000005539.1	1	5
ENSGACP00000005547.1	1	5
ENSGACP00000005562.1	1	13
ENSGACP00000005659.1	1	6
ENSGACP00000005660.1	1	6
ENSGACP00000005666.1	1	6
ENSGACP00000005691.1	1	5
ENSGACP00000005731.1	1	5
ENSGACP00000005736.1	1	5
ENSGACP00000005739.1	1	5
ENSGACP00000005749.1	1	5
ENSGACP00000005769.1	1	5
ENSGACP00000005753.1	1	5
ENSGACP00000005776.1	1	5
ENSGACP00000005786.1	1	5
ENSGACP00000005787.1	1	7
ENSGACP00000005792.1	1	5
ENSGACP00000005831.1	1	5
ENSGACP00000005869.1	1	5
ENSGACP00000005870.1	1	5
ENSGACP00000005894.1	1	5
ENSGACP00000005900.1	1	5
ENSGACP00000005885.1	1	5
ENSGACP00000005890.1	1	5
ENSGACP00000005908.1	1	5
ENSGACP00000005928.1	1	6
ENSGACP00000005962.1	1	6
ENSGACP00000005978.1	3	25
ENSGACP00000005984.1	1	5
ENSGACP00000006003.1	1	5
ENSGACP00000006015.1	1	5
ENSGACP00000006019.1	1	5
ENSGACP00000006049.1	2	10
ENSGACP00000006053.1	1	6
ENSGACP00000006090.1	1	6
ENSGACP00000006092.1	1	5
ENSGACP00000006124.1	1	5
ENSGACP00000006148.1	1	6
ENSGACP00000006170.1	2	15
ENSGACP00000006250.1	1	6
ENSGACP00000006243.1	1	6
ENSGACP00000006293.1	1	5
ENSGACP00000006322.1	1	5
ENSGACP00000006333.1	1	5
ENSGACP00000006341.1	1	5
ENSGACP00000006345.1	1	5
ENSGACP00000006376.1	1	5
ENSGACP00000006396.1	1	8
ENSGACP00000006405.1	5	27
ENSGACP00000006403.1	1	6
ENSGACP00000006432.1	1	9
ENSGACP00000006457.1	1	5
ENSGACP00000006462.1	1	6
ENSGACP00000006466.1	1	6
ENSGACP00000006505.1	1	5
ENSGACP00000006599.1	1	8
ENSGACP00000006703.1	1	6
ENSGACP00000006718.1	1	5
ENSGACP00000006722.1	1	5
ENSGACP00000006799.1	1	5
ENSGACP00000006871.1	1	8
ENSGACP00000006953.1	1	5
ENSGACP00000006979.1	1	5
ENSGACP00000007082.1	1	5
ENSGACP00000007108.1	2	10
ENSGACP00000007105.1	2	13
ENSGACP00000007110.1	2	13
ENSGACP00000007144.1	1	6
ENSGACP00000007230.1	1	6
ENSGACP00000007204.1	1	6
ENSGACP00000007210.1	1	6
ENSGACP00000007233.1	1	5
ENSGACP00000007331.1	1	5
ENSGACP00000007398.1	1	5
ENSGACP00000007433.1	1	6
ENSGACP00000007441.1	1	6
ENSGACP00000007442.1	1	8
ENSGACP00000007479.1	1	5
ENSGACP00000007551.1	1	5
ENSGACP00000007499.1	1	6
ENSGACP00000007575.1	1	6
ENSGACP00000007604.1	1	6
ENSGACP00000007618.1	1	6
ENSGACP00000007624.1	2	13
ENSGACP00000007660.1	1	5
ENSGACP00000007679.1	1	5
ENSGACP00000007701.1	1	5
ENSGACP00000007713.1	1	5
ENSGACP00000007709.1	1	5
ENSGACP00000007716.1	1	5
ENSGACP00000007719.1	1	5
ENSGACP00000007772.1	1	5
ENSGACP00000007786.1	1	6
ENSGACP00000007843.1	1	6
ENSGACP00000007952.1	1	5
ENSGACP00000008003.1	1	7
ENSGACP00000008037.1	2	14
ENSGACP00000008034.1	2	10
ENSGACP00000008064.1	1	5
ENSGACP00000008059.1	1	5
ENSGACP00000008104.1	1	5
ENSGACP00000008105.1	1	5
ENSGACP00000008110.1	1	5
ENSGACP00000008137.1	1	6
ENSGACP00000008149.1	1	6
ENSGACP00000008248.1	2	10
ENSGACP00000008203.1	2	10
ENSGACP00000008209.1	1	5
ENSGACP00000008231.1	1	5
ENSGACP00000008233.1	2	11
ENSGACP00000008253.1	1	5
ENSGACP00000008289.1	1	6
ENSGACP00000008325.1	1	7
ENSGACP00000008314.1	1	7
ENSGACP00000008319.1	1	5
ENSGACP00000008350.1	1	6
ENSGACP00000008364.1	1	6
ENSGACP00000008386.1	1	5
ENSGACP00000008393.1	1	5
ENSGACP00000008378.1	1	5
ENSGACP00000008382.1	1	5
ENSGACP00000008392.1	1	7
ENSGACP00000008405.1	2	12
ENSGACP00000008448.1	1	5
ENSGACP00000008453.1	1	5
ENSGACP00000008460.1	1	6
ENSGACP00000008538.1	1	9
ENSGACP00000008605.1	1	5
ENSGACP00000008602.1	1	5
ENSGACP00000008614.1	1	5
ENSGACP00000008755.1	1	5
ENSGACP00000008760.1	1	5
ENSGACP00000008770.1	1	5
ENSGACP00000008812.1	1	5
ENSGACP00000008819.1	1	5
ENSGACP00000008836.1	1	5
ENSGACP00000008847.1	1	6
ENSGACP00000008866.1	3	24
ENSGACP00000008922.1	1	5
ENSGACP00000008974.1	1	5
ENSGACP00000009027.1	1	7
ENSGACP00000009029.1	1	7
ENSGACP00000009078.1	1	6
ENSGACP00000009067.1	2	12
ENSGACP00000009158.1	1	5
ENSGACP00000009173.1	1	5
ENSGACP00000009184.1	1	5
ENSGACP00000009199.1	1	8
ENSGACP00000009192.1	1	6
ENSGACP00000009209.1	1	5
ENSGACP00000009251.1	1	5
ENSGACP00000009290.1	1	5
ENSGACP00000009299.1	1	5
ENSGACP00000009305.1	1	5
ENSGACP00000009309.1	1	5
ENSGACP00000009313.1	1	5
ENSGACP00000009285.1	2	12
ENSGACP00000009384.1	2	11
ENSGACP00000009452.1	1	6
ENSGACP00000009462.1	3	18
ENSGACP00000009618.1	1	5
ENSGACP00000009638.1	1	5
ENSGACP00000009481.1	1	5
ENSGACP00000009537.1	1	5
ENSGACP00000009561.1	1	7
ENSGACP00000009590.1	1	5
ENSGACP00000009713.1	1	5
ENSGACP00000009720.1	1	5
ENSGACP00000009699.1	1	5
ENSGACP00000009732.1	1	5
ENSGACP00000009742.1	1	5
ENSGACP00000009747.1	1	5
ENSGACP00000009751.1	1	5
ENSGACP00000009728.1	1	5
ENSGACP00000009726.1	1	5
ENSGACP00000009739.1	1	6
ENSGACP00000009759.1	1	5
ENSGACP00000009783.1	2	10
ENSGACP00000009839.1	1	7
ENSGACP00000009869.1	1	5
ENSGACP00000009880.1	1	5
ENSGACP00000009939.1	1	5
ENSGACP00000009988.1	1	7
ENSGACP00000009990.1	1	8
ENSGACP00000009999.1	1	5
ENSGACP00000010038.1	1	5
ENSGACP00000010057.1	1	5
ENSGACP00000010051.1	1	6
ENSGACP00000010068.1	1	5
ENSGACP00000010074.1	1	5
ENSGACP00000010103.1	1	5
ENSGACP00000010119.1	1	5
ENSGACP00000010165.1	1	5
ENSGACP00000010182.1	1	5
ENSGACP00000010208.1	1	5
ENSGACP00000010243.1	1	5
ENSGACP00000010236.1	2	10
ENSGACP00000010268.1	1	7
ENSGACP00000010372.1	1	5
ENSGACP00000010428.1	1	5
ENSGACP00000010447.1	1	6
ENSGACP00000010451.1	1	5
ENSGACP00000010463.1	2	10
ENSGACP00000010516.1	1	5
ENSGACP00000010568.1	1	6
ENSGACP00000010624.1	1	6
ENSGACP00000010656.1	1	5
ENSGACP00000010698.1	1	5
ENSGACP00000010697.1	1	5
ENSGACP00000010693.1	1	6
ENSGACP00000010793.1	3	20
ENSGACP00000010801.1	1	5
ENSGACP00000010812.1	1	5
ENSGACP00000010820.1	1	5
ENSGACP00000010819.1	1	8
ENSGACP00000010811.1	1	5
ENSGACP00000010870.1	1	5
ENSGACP00000010867.1	1	5
ENSGACP00000010876.1	1	5
ENSGACP00000010891.1	1	5
ENSGACP00000010892.1	1	7
ENSGACP00000011027.1	1	6
ENSGACP00000011063.1	1	9
ENSGACP00000011071.1	1	5
ENSGACP00000011118.1	1	5
ENSGACP00000011143.1	1	12
ENSGACP00000011173.1	1	5
ENSGACP00000011210.1	1	8
ENSGACP00000011199.1	1	5
ENSGACP00000011239.1	1	5
ENSGACP00000011320.1	1	16
ENSGACP00000011332.1	1	6
ENSGACP00000011327.1	1	9
ENSGACP00000011349.1	1	5
ENSGACP00000011397.1	1	5
ENSGACP00000011416.1	1	5
ENSGACP00000011409.1	1	5
ENSGACP00000011445.1	1	5
ENSGACP00000011505.1	1	5
ENSGACP00000011531.1	1	5
ENSGACP00000011594.1	1	5
ENSGACP00000011520.1	1	5
ENSGACP00000011543.1	1	6
ENSGACP00000011567.1	1	5
ENSGACP00000011587.1	1	5
ENSGACP00000011629.1	1	5
ENSGACP00000011615.1	1	6
ENSGACP00000011630.1	1	5
ENSGACP00000011675.1	1	5
ENSGACP00000011705.1	1	6
ENSGACP00000011713.1	1	6
ENSGACP00000011716.1	1	6
ENSGACP00000011737.1	1	7
ENSGACP00000011750.1	1	6
ENSGACP00000011757.1	1	6
ENSGACP00000011773.1	1	5
ENSGACP00000011831.1	1	12
ENSGACP00000011834.1	1	5
ENSGACP00000011873.1	1	5
ENSGACP00000011913.1	1	5
ENSGACP00000011950.1	2	15
ENSGACP00000011941.1	1	6
ENSGACP00000011989.1	1	5
ENSGACP00000011998.1	1	5
ENSGACP00000012034.1	1	6
ENSGACP00000012087.1	1	5
ENSGACP00000012122.1	1	5
ENSGACP00000012121.1	1	6
ENSGACP00000012132.1	1	5
ENSGACP00000012150.1	1	5
ENSGACP00000012181.1	1	5
ENSGACP00000012198.1	1	6
ENSGACP00000012210.1	1	5
ENSGACP00000012288.1	1	5
ENSGACP00000012309.1	1	5
ENSGACP00000012374.1	1	5
ENSGACP00000012435.1	1	6
ENSGACP00000012458.1	1	7
ENSGACP00000012564.1	1	5
ENSGACP00000012571.1	1	5
ENSGACP00000012579.1	1	5
ENSGACP00000012628.1	1	5
ENSGACP00000012618.1	1	5
ENSGACP00000012659.1	1	5
ENSGACP00000012674.1	2	10
ENSGACP00000012670.1	1	5
ENSGACP00000012672.1	1	5
ENSGACP00000012677.1	1	5
ENSGACP00000012698.1	1	5
ENSGACP00000012717.1	1	7
ENSGACP00000012720.1	1	7
ENSGACP00000012708.1	1	6
ENSGACP00000012700.1	2	13
ENSGACP00000012735.1	1	5
ENSGACP00000012744.1	1	5
ENSGACP00000012801.1	1	6
ENSGACP00000012871.1	1	6
ENSGACP00000012901.1	1	5
ENSGACP00000012905.1	1	5
ENSGACP00000012904.1	1	5
ENSGACP00000012942.1	1	5
ENSGACP00000013008.1	1	7
ENSGACP00000013072.1	1	5
ENSGACP00000013074.1	1	5
ENSGACP00000013033.1	1	6
ENSGACP00000013077.1	1	5
ENSGACP00000013091.1	1	5
ENSGACP00000013106.1	1	5
ENSGACP00000013104.1	1	5
ENSGACP00000013123.1	1	6
ENSGACP00000013109.1	1	5
ENSGACP00000013138.1	2	11
ENSGACP00000013159.1	3	15
ENSGACP00000013171.1	1	5
ENSGACP00000013178.1	1	5
ENSGACP00000013181.1	1	5
ENSGACP00000013220.1	1	5
ENSGACP00000013230.1	1	5
ENSGACP00000013244.1	1	5
ENSGACP00000013232.1	1	6
ENSGACP00000013242.1	1	5
ENSGACP00000013254.1	1	5
ENSGACP00000013271.1	1	6
ENSGACP00000013282.1	1	5
ENSGACP00000013363.1	1	5
ENSGACP00000013374.1	1	5
ENSGACP00000013308.1	2	10
ENSGACP00000013323.1	1	5
ENSGACP00000013344.1	1	5
ENSGACP00000013362.1	1	5
ENSGACP00000013364.1	1	8
ENSGACP00000013431.1	1	5
ENSGACP00000013387.1	1	5
ENSGACP00000013402.1	1	6
ENSGACP00000013479.1	1	5
ENSGACP00000013504.1	1	7
ENSGACP00000013541.1	1	6
ENSGACP00000013553.1	1	5
ENSGACP00000013593.1	1	5
ENSGACP00000013655.1	1	5
ENSGACP00000013671.1	1	7
ENSGACP00000013676.1	1	7
ENSGACP00000013682.1	1	7
ENSGACP00000013693.1	1	5
ENSGACP00000013711.1	1	5
ENSGACP00000013715.1	1	5
ENSGACP00000013737.1	1	6
ENSGACP00000013754.1	1	5
ENSGACP00000013816.1	1	5
ENSGACP00000013794.1	2	11
ENSGACP00000013849.1	1	5
ENSGACP00000013870.1	1	5
ENSGACP00000013895.1	1	5
ENSGACP00000013888.1	1	6
ENSGACP00000013934.1	1	6
ENSGACP00000013948.1	5	35
ENSGACP00000013923.1	1	8
ENSGACP00000013958.1	2	11
ENSGACP00000013964.1	1	5
ENSGACP00000013973.1	1	5
ENSGACP00000013976.1	1	5
ENSGACP00000013997.1	1	5
ENSGACP00000014024.1	1	7
ENSGACP00000014041.1	1	5
ENSGACP00000014080.1	1	6
ENSGACP00000014087.1	1	6
ENSGACP00000014121.1	1	5
ENSGACP00000014126.1	1	8
ENSGACP00000014130.1	3	16
ENSGACP00000014159.1	1	5
ENSGACP00000014174.1	1	5
ENSGACP00000014181.1	1	5
ENSGACP00000014191.1	1	5
ENSGACP00000014209.1	1	5
ENSGACP00000014200.1	1	5
ENSGACP00000014202.1	1	5
ENSGACP00000014205.1	1	5
ENSGACP00000014208.1	1	5
ENSGACP00000014239.1	1	5
ENSGACP00000014228.1	1	6
ENSGACP00000014276.1	1	6
ENSGACP00000014282.1	1	6
ENSGACP00000014289.1	1	6
ENSGACP00000014338.1	1	6
ENSGACP00000014367.1	1	5
ENSGACP00000014378.1	2	10
ENSGACP00000014463.1	1	5
ENSGACP00000014523.1	2	12
ENSGACP00000014530.1	1	5
ENSGACP00000014535.1	1	5
ENSGACP00000014556.1	2	12
ENSGACP00000014570.1	1	5
ENSGACP00000014605.1	1	5
ENSGACP00000014617.1	1	5
ENSGACP00000014649.1	1	5
ENSGACP00000014654.1	1	5
ENSGACP00000014675.1	1	5
ENSGACP00000014680.1	1	5
ENSGACP00000014685.1	3	16
ENSGACP00000014694.1	1	5
ENSGACP00000014702.1	1	5
ENSGACP00000014722.1	1	6
ENSGACP00000014747.1	1	5
ENSGACP00000014766.1	1	5
ENSGACP00000014774.1	2	10
ENSGACP00000014777.1	3	15
ENSGACP00000014778.1	1	5
ENSGACP00000014793.1	1	7
ENSGACP00000014806.1	1	5
ENSGACP00000014906.1	1	5
ENSGACP00000014910.1	1	5
ENSGACP00000014913.1	1	5
ENSGACP00000014860.1	1	5
ENSGACP00000014875.1	1	8
ENSGACP00000014941.1	1	5
ENSGACP00000014994.1	2	12
ENSGACP00000015017.1	1	5
ENSGACP00000015027.1	1	5
ENSGACP00000015040.1	1	5
ENSGACP00000015054.1	1	5
ENSGACP00000015065.1	1	6
ENSGACP00000015133.1	1	5
ENSGACP00000015118.1	1	6
ENSGACP00000015175.1	1	5
ENSGACP00000015183.1	1	5
ENSGACP00000015192.1	1	5
ENSGACP00000015167.1	1	5
ENSGACP00000015279.1	3	15
ENSGACP00000015283.1	1	5
ENSGACP00000015235.1	1	5
ENSGACP00000015255.1	1	5
ENSGACP00000015304.1	1	5
ENSGACP00000015334.1	1	6
ENSGACP00000015347.1	1	6
ENSGACP00000015354.1	1	6
ENSGACP00000015374.1	2	12
ENSGACP00000015400.1	1	6
ENSGACP00000015439.1	1	5
ENSGACP00000015447.1	1	5
ENSGACP00000015460.1	1	5
ENSGACP00000015493.1	1	5
ENSGACP00000015501.1	1	5
ENSGACP00000015502.1	1	5
ENSGACP00000015553.1	1	5
ENSGACP00000015591.1	1	7
ENSGACP00000015615.1	1	5
ENSGACP00000015642.1	1	5
ENSGACP00000015749.1	1	5
ENSGACP00000015796.1	1	5
ENSGACP00000015819.1	1	5
ENSGACP00000015794.1	2	13
ENSGACP00000015798.1	2	13
ENSGACP00000015814.1	1	6
ENSGACP00000015815.1	1	5
ENSGACP00000015890.1	1	5
ENSGACP00000015892.1	1	5
ENSGACP00000015894.1	1	8
ENSGACP00000015956.1	2	13
ENSGACP00000015982.1	1	5
ENSGACP00000016002.1	1	5
ENSGACP00000015983.1	1	5
ENSGACP00000015988.1	1	5
ENSGACP00000016027.1	1	5
ENSGACP00000016008.1	1	5
ENSGACP00000016036.1	1	6
ENSGACP00000016039.1	1	6
ENSGACP00000016028.1	2	14
ENSGACP00000016044.1	1	6
ENSGACP00000016116.1	1	6
ENSGACP00000016109.1	1	5
ENSGACP00000016101.1	1	6
ENSGACP00000016172.1	1	5
ENSGACP00000016215.1	1	6
ENSGACP00000016275.1	1	5
ENSGACP00000016272.1	1	5
ENSGACP00000016290.1	2	10
ENSGACP00000016286.1	1	5
ENSGACP00000016332.1	2	10
ENSGACP00000016337.1	2	10
ENSGACP00000016333.1	1	6
ENSGACP00000016350.1	2	11
ENSGACP00000016349.1	1	9
ENSGACP00000016390.1	1	6
ENSGACP00000016434.1	1	6
ENSGACP00000016446.1	1	7
ENSGACP00000016470.1	1	5
ENSGACP00000016475.1	1	5
ENSGACP00000016548.1	1	7
ENSGACP00000016556.1	1	7
ENSGACP00000016639.1	1	5
ENSGACP00000016642.1	1	5
ENSGACP00000016633.1	1	6
ENSGACP00000016700.1	1	5
ENSGACP00000016704.1	1	5
ENSGACP00000016753.1	1	5
ENSGACP00000016758.1	1	5
ENSGACP00000016727.1	1	6
ENSGACP00000016734.1	1	6
ENSGACP00000016778.1	1	5
ENSGACP00000016773.1	1	5
ENSGACP00000016774.1	1	5
ENSGACP00000016790.1	1	7
ENSGACP00000016841.1	1	6
ENSGACP00000016845.1	1	8
ENSGACP00000016854.1	1	5
ENSGACP00000016861.1	1	5
ENSGACP00000016926.1	1	5
ENSGACP00000016931.1	1	5
ENSGACP00000016928.1	1	6
ENSGACP00000016930.1	1	6
ENSGACP00000016934.1	1	6
ENSGACP00000016921.1	1	5
ENSGACP00000016967.1	2	11
ENSGACP00000016971.1	1	5
ENSGACP00000016970.1	1	5
ENSGACP00000017044.1	1	6
ENSGACP00000017134.1	1	5
ENSGACP00000017133.1	1	5
ENSGACP00000017128.1	1	7
ENSGACP00000017205.1	1	5
ENSGACP00000017216.1	1	5
ENSGACP00000017226.1	1	5
ENSGACP00000017239.1	1	6
ENSGACP00000017249.1	1	5
ENSGACP00000017256.1	1	5
ENSGACP00000017245.1	1	5
ENSGACP00000017261.1	1	5
ENSGACP00000017290.1	1	5
ENSGACP00000017301.1	2	11
ENSGACP00000017373.1	1	6
ENSGACP00000023084.1	1	5
ENSGACP00000017415.1	1	5
ENSGACP00000017456.1	1	5
ENSGACP00000017495.1	1	5
ENSGACP00000017571.1	1	5
ENSGACP00000017574.1	1	5
ENSGACP00000017576.1	1	5
ENSGACP00000017585.1	1	5
ENSGACP00000017572.1	1	5
ENSGACP00000017575.1	1	5
ENSGACP00000017581.1	1	5
ENSGACP00000017589.1	1	5
ENSGACP00000017610.1	1	5
ENSGACP00000000394.2	1	5
ENSGACP00000000397.1	1	5
ENSGACP00000017640.1	1	5
ENSGACP00000017655.1	1	5
ENSGACP00000017664.1	1	5
