record	sig_segments	total_length
XM_010781177.1	1	11
XM_010781178.1	1	11
XM_010781179.1	1	11
XM_010781180.1	1	11
XM_010781181.1	1	11
XM_010781182.1	1	11
XM_010781183.1	1	11
XM_010781283.1	1	12
XM_010781384.1	1	13
XM_010781393.1	1	13
XM_010781406.1	1	10
XM_010781407.1	1	10
XM_010781420.1	1	12
XM_010781592.1	1	11
XM_010781605.1	2	26
XM_010781702.1	1	12
XM_010781704.1	1	10
XM_010781706.1	1	12
XM_010781885.1	1	12
XM_010781894.1	5	76
XM_010781895.1	1	11
XM_010782034.1	1	10
XM_010782090.1	1	11
XM_010782095.1	1	18
XM_010782102.1	1	11
XM_010782103.1	1	11
XM_010782186.1	1	14
XM_010782343.1	1	13
XM_010782352.1	1	15
XM_010782537.1	1	11
XM_010782623.1	1	13
XM_010782624.1	1	13
XM_010782625.1	1	13
XM_010782765.1	1	11
XM_010782794.1	1	13
XM_010782798.1	1	10
XM_010782907.1	1	11
XM_010782909.1	1	11
XM_010782910.1	1	11
XM_010782911.1	1	11
XM_010782979.1	1	10
XM_010783059.1	1	14
XM_010783068.1	1	12
XM_010783106.1	1	10
XM_010783322.1	1	11
XM_010783352.1	1	11
XM_010783452.1	1	14
XM_010783453.1	1	14
XM_010783454.1	1	14
XM_010783554.1	2	28
XM_010783636.1	2	27
XM_010783637.1	2	27
XM_010783692.1	1	10
XM_010783730.1	1	11
XM_010783936.1	1	10
XM_010783958.1	1	10
XM_010783984.1	1	11
XM_010783986.1	1	11
XM_010783987.1	1	11
XM_010783988.1	1	11
XM_010784019.1	1	19
XM_010784020.1	1	19
XM_010784040.1	1	18
XM_010784051.1	2	56
XM_010784111.1	1	10
XM_010784148.1	1	11
XM_010784149.1	1	11
XM_010784174.1	1	18
XM_010784175.1	1	18
XM_010784192.1	1	18
XM_010784225.1	1	10
XM_010784227.1	1	10
XM_010784228.1	1	10
XM_010784281.1	1	10
XM_010784386.1	1	10
XM_010784401.1	1	26
XM_010784403.1	1	26
XM_010784404.1	1	26
XM_010784405.1	1	26
XM_010784406.1	1	11
XM_010784407.1	1	11
XM_010784408.1	1	11
XM_010784518.1	4	54
XM_010784676.1	1	11
XM_010784677.1	1	10
XM_010784678.1	1	11
XM_010784679.1	1	11
XM_010784680.1	1	11
XM_010784681.1	1	11
XM_010784682.1	1	11
XM_010784683.1	1	11
XM_010784684.1	1	11
XM_010784685.1	1	11
XM_010784686.1	1	10
XM_010784687.1	1	11
XM_010784688.1	1	11
XM_010784689.1	1	11
XM_010784690.1	1	11
XM_010784692.1	1	10
XM_010784693.1	1	11
XM_010784722.1	1	16
XM_010784818.1	1	10
XM_010784919.1	1	16
XM_010784920.1	1	16
XM_010784921.1	1	16
XM_010784956.1	1	11
XM_010784981.1	2	28
XM_010784991.1	1	12
XM_010785009.1	1	23
XM_010785010.1	1	23
XM_010785011.1	1	23
XM_010785055.1	1	11
XM_010785097.1	1	13
XM_010785188.1	1	11
XM_010785224.1	1	17
XM_010785331.1	1	10
XM_010785369.1	1	22
XM_010785515.1	1	10
XM_010785526.1	1	16
XM_010785607.1	1	12
XM_010785633.1	1	10
XM_010785741.1	1	10
XM_010785742.1	1	10
XM_010785743.1	1	10
XM_010785812.1	1	11
XM_010785952.1	2	63
XM_010785963.1	1	20
XM_010786168.1	1	14
XM_010786178.1	1	10
XM_010786179.1	1	10
XM_010786240.1	1	10
XM_010786349.1	1	10
XM_010786437.1	1	18
XM_010786438.1	1	18
XM_010786439.1	1	18
XM_010786479.1	2	28
XM_010786514.1	1	11
XM_010786571.1	1	11
XM_010786573.1	1	10
XM_010786602.1	1	12
XM_010786604.1	1	13
XM_010786605.1	1	13
XM_010786607.1	2	25
XM_010786610.1	1	12
XM_010786656.1	1	18
XM_010786664.1	1	18
XM_010786673.1	1	18
XM_010786683.1	1	18
XM_010786689.1	1	18
XM_010786780.1	1	13
XM_010786781.1	1	13
XM_010786829.1	1	12
XM_010787207.1	4	74
XM_010787228.1	1	10
XM_010787289.1	1	10
XM_010787290.1	1	10
XM_010787345.1	1	10
XM_010787359.1	1	11
XM_010787563.1	1	14
XM_010787611.1	1	13
XM_010787633.1	1	11
XM_010787660.1	1	13
XM_010787662.1	1	13
XM_010787663.1	1	13
XM_010787947.1	1	10
XM_010787967.1	1	17
XM_010788007.1	1	28
XM_010788013.1	1	17
XM_010788034.1	1	10
XM_010788061.1	1	15
XM_010788217.1	1	12
XM_010788218.1	1	12
XM_010788220.1	1	12
XM_010788272.1	1	12
XM_010788273.1	1	12
XM_010788336.1	1	12
XM_010788337.1	1	12
XM_010788368.1	1	10
XM_010788369.1	1	10
XM_010788370.1	1	10
XM_010788371.1	1	10
XM_010788378.1	1	10
XM_010788430.1	2	24
XM_010788431.1	2	24
XM_010788432.1	2	24
XM_010788433.1	2	24
XM_010788510.1	2	31
XM_010788568.1	5	62
XM_010788610.1	1	17
XM_010788643.1	1	16
XM_010788663.1	1	15
XM_010788702.1	1	11
XM_010788733.1	1	10
XM_010788823.1	1	22
XM_010788867.1	1	10
XM_010788885.1	1	16
XM_010788917.1	1	12
XM_010789439.1	1	11
XM_010789526.1	1	15
XM_010789561.1	1	21
XM_010789565.1	1	14
XM_010789569.1	1	21
XM_010789651.1	1	13
XM_010789755.1	1	10
XM_010790073.1	1	13
XM_010790146.1	1	11
XM_010790150.1	1	10
XM_010790151.1	1	10
XM_010790152.1	1	10
XM_010790153.1	1	10
XM_010790165.1	2	29
XM_010790187.1	1	11
XM_010790190.1	1	12
XM_010790261.1	1	13
XM_010790316.1	1	10
XM_010790317.1	1	10
XM_010790318.1	1	10
XM_010790319.1	1	10
XM_010790321.1	1	10
XM_010790670.1	1	12
XM_010790687.1	1	15
XM_010790762.1	1	14
XM_010790800.1	1	25
XM_010790801.1	1	25
XM_010790803.1	1	25
XM_010790804.1	1	25
XM_010790805.1	1	25
XM_010790880.1	1	10
XM_010791165.1	2	25
XM_010791167.1	2	25
XM_010791270.1	1	11
XM_010791521.1	1	29
XM_010791522.1	1	29
XM_010791523.1	1	13
XM_010791525.1	1	13
XM_010791526.1	1	13
XM_010791527.1	1	13
XM_010791639.1	2	22
XM_010791730.1	1	18
XM_010792097.1	1	14
XM_010792132.1	1	10
XM_010792173.1	1	10
XM_010792286.1	1	31
XM_010792392.1	1	12
XM_010792404.1	2	23
XM_010792414.1	1	16
XM_010792524.1	1	19
XM_010792528.1	1	11
XM_010792566.1	1	28
XM_010792591.1	1	14
XM_010792615.1	1	14
XM_010792616.1	1	14
XM_010792617.1	1	14
XM_010792660.1	1	27
XM_010792774.1	1	12
XM_010792775.1	1	12
XM_010792825.1	1	13
XM_010792846.1	1	10
XM_010792985.1	1	12
XM_010793028.1	1	14
XM_010793038.1	1	11
XM_010793039.1	1	11
XM_010793040.1	1	11
XM_010793043.1	1	17
XM_010793150.1	1	20
XM_010793151.1	1	20
XM_010793160.1	1	10
XM_010793196.1	1	23
XM_010793239.1	1	11
XM_010793323.1	2	32
XM_010793326.1	1	11
XM_010793436.1	1	30
XM_010793473.1	1	11
XM_010793477.1	1	26
XM_010793478.1	1	26
XM_010793479.1	1	26
XM_010793480.1	1	26
XM_010793504.1	1	11
XM_010793552.1	1	11
XM_010793718.1	2	62
XM_010793805.1	1	10
XM_010793821.1	4	61
XM_010793822.1	4	61
XM_010793823.1	4	61
XM_010793824.1	4	61
XM_010793883.1	1	11
XM_010793974.1	1	23
XM_010794101.1	1	16
XM_010794153.1	1	20
XM_010794179.1	2	45
XM_010794232.1	1	33
XM_010794235.1	1	11
XM_010794290.1	1	31
XM_010794309.1	1	15
XM_010794343.1	1	15
XM_010794347.1	1	10
XM_010794416.1	1	11
XM_010794535.1	1	23
XM_010794561.1	2	21
XM_010794799.1	1	18
XM_010794857.1	1	11
XM_010794858.1	1	11
XM_010794859.1	1	11
XM_010794860.1	1	11
XM_010794861.1	1	11
XM_010794862.1	1	11
XM_010794943.1	1	12
XM_010795151.1	1	12
XM_010795169.1	1	10
XM_010795170.1	1	10
XM_010795187.1	1	19
XM_010795188.1	1	19
XM_010795308.1	2	25
XM_010795309.1	1	12
XM_010795426.1	1	12
XM_010795636.1	1	20
XM_010795661.1	1	17
XM_010795697.1	1	13
XM_010795702.1	1	12
XM_010795707.1	1	10
XM_010795802.1	1	10
XM_010795803.1	1	10
XM_010795804.1	1	10
XM_010795805.1	1	10
XM_010795806.1	1	10
XM_010795808.1	1	10
XM_010795863.1	1	32
XM_010795864.1	1	32
XM_010795865.1	1	32
XM_010796019.1	1	10
XM_010796095.1	1	12
XM_010796096.1	1	12
XM_010796097.1	1	12
XM_010796099.1	1	12
XM_010796100.1	1	12
XM_010796101.1	1	12
XM_010796280.1	1	11
XM_010796281.1	1	11
XM_010796393.1	1	11
XM_010796394.1	1	11
XM_010796403.1	1	12
XM_010796404.1	1	12
XM_010796405.1	1	12
XM_010796493.1	1	11
XM_010796529.1	1	18
XM_010796610.1	1	12
XM_010796635.1	2	23
XM_010796702.1	1	10
XM_010796774.1	1	10
XM_010796878.1	1	12
XM_010796938.1	1	22
XM_010796945.1	1	22
XM_010796951.1	1	19
XM_010796954.1	1	22
XM_010796962.1	1	22
XM_010797001.1	1	53
XM_010797087.1	1	10
XM_010797088.1	1	10
XM_010797145.1	1	10
XM_010797164.1	1	21
XM_010797169.1	4	89
XM_010797184.1	1	10
XM_010797223.1	1	15
XM_010797337.1	1	10
XM_010797547.1	1	13
XM_010797557.1	1	10
XM_010797559.1	2	25
XM_010797564.1	2	41
XM_010797565.1	2	41
XM_010797566.1	2	41
XM_010797567.1	2	41
XM_010797568.1	2	41
XM_010797570.1	2	41
XM_010797696.1	1	11
XM_010797740.1	1	11
XM_010797777.1	1	14
XM_010797778.1	1	14
XR_797951.1	1	16
XR_798147.1	1	10
XR_798180.1	1	12
XR_798216.1	1	11
XR_798240.1	1	14
XR_798377.1	1	13
XR_798827.1	1	14
XR_798900.1	1	10
XR_798901.1	1	10
XR_799347.1	1	14
XR_799569.1	1	18
XR_799595.1	1	13
XR_799596.1	1	13
XR_799597.1	1	13
XR_799603.1	1	13
XR_799604.1	1	10
XR_799801.1	1	10
XR_799858.1	1	10
XR_800372.1	1	12
XR_800798.1	1	26
