record	segment_length
XM_010787633.1	11
XM_010787660.1	13
XM_010787662.1	13
XM_010787663.1	13
XM_010787947.1	10
XM_010787967.1	17
XM_010788007.1	28
XM_010788013.1	17
XM_010788034.1	10
XM_010788061.1	15
XM_010788217.1	12
XM_010788218.1	12
XM_010788220.1	12
XM_010788272.1	12
XM_010788273.1	12
XM_010788336.1	12
XM_010788337.1	12
XM_010788368.1	10
XM_010788369.1	10
XM_010788370.1	10
XM_010788371.1	10
XM_010788378.1	10
XM_010788430.1	11
XM_010788430.1	13
XM_010788431.1	11
XM_010788431.1	13
XM_010788432.1	11
XM_010788432.1	13
XM_010788433.1	11
XM_010788433.1	13
XM_010788510.1	11
XM_010788510.1	20
XM_010788568.1	10
XM_010788568.1	11
XM_010788568.1	11
XM_010788568.1	20
XM_010788568.1	10
XM_010788610.1	17
XM_010788643.1	16
XM_010788663.1	15
XM_010788702.1	11
XM_010788733.1	10
XM_010788823.1	22
XM_010788867.1	10
XM_010788885.1	16
XM_010788917.1	12
XM_010789439.1	11
XM_010789526.1	15
XM_010789561.1	21
XM_010789565.1	14
XM_010789569.1	21
XM_010789651.1	13
XM_010789755.1	10
XM_010790073.1	13
XM_010790146.1	11
XM_010790150.1	10
XM_010790151.1	10
XM_010790152.1	10
XM_010790153.1	10
XM_010790165.1	17
XM_010790165.1	12
XM_010790187.1	11
XM_010790190.1	12
XM_010790261.1	13
XM_010790316.1	10
XM_010790317.1	10
XM_010790318.1	10
XM_010790319.1	10
XM_010790321.1	10
XM_010790670.1	12
XM_010790687.1	15
XM_010790762.1	14
XM_010790800.1	25
XM_010790801.1	25
XM_010790803.1	25
XM_010790804.1	25
XM_010790805.1	25
XM_010790880.1	10
XM_010791165.1	10
XM_010791165.1	15
XM_010791167.1	10
XM_010791167.1	15
XM_010791270.1	11
XM_010791521.1	29
XM_010791522.1	29
XM_010791523.1	13
XM_010791525.1	13
XM_010791526.1	13
XM_010791527.1	13
XM_010791639.1	10
XM_010791639.1	12
XM_010791730.1	18
XM_010792097.1	14
XM_010792132.1	10
XM_010792173.1	10
XM_010792286.1	31
XM_010792392.1	12
XM_010792404.1	13
XM_010792404.1	10
XM_010792414.1	16
XM_010792524.1	19
XM_010792528.1	11
XM_010792566.1	28
XM_010792591.1	14
XM_010792615.1	14
XM_010792616.1	14
XM_010792617.1	14
XM_010792660.1	27
XM_010792774.1	12
XM_010792775.1	12
XM_010792825.1	13
XM_010792846.1	10
XM_010792985.1	12
XM_010793028.1	14
XM_010793038.1	11
XM_010793039.1	11
XM_010793040.1	11
XM_010793043.1	17
XM_010793150.1	20
XM_010793151.1	20
XM_010793160.1	10
XM_010793196.1	23
XM_010793239.1	11
XM_010793323.1	20
XM_010793323.1	12
XM_010793326.1	11
XM_010793436.1	30
XM_010793473.1	11
XM_010793477.1	26
XM_010793478.1	26
XM_010793479.1	26
XM_010793480.1	26
XM_010793504.1	11
XM_010793552.1	11
XM_010793718.1	52
XM_010793718.1	10
XM_010793805.1	10
XM_010793821.1	23
XM_010793821.1	12
XM_010793821.1	11
XM_010793821.1	15
XM_010793822.1	23
XM_010793822.1	12
XM_010793822.1	11
XM_010793822.1	15
XM_010793823.1	23
XM_010793823.1	12
XM_010793823.1	11
XM_010793823.1	15
XM_010793824.1	23
XM_010793824.1	12
XM_010793824.1	11
XM_010793824.1	15
XM_010793883.1	11
XM_010793974.1	23
XM_010794101.1	16
XM_010794153.1	20
XM_010794179.1	31
XM_010794179.1	14
XM_010794232.1	33
XM_010794235.1	11
XM_010794290.1	31
XM_010794309.1	15
XM_010794343.1	15
XM_010794347.1	10
XM_010794416.1	11
XM_010794535.1	23
XM_010794561.1	10
XM_010794561.1	11
XM_010794799.1	18
XM_010794857.1	11
XM_010794858.1	11
XM_010794859.1	11
XM_010794860.1	11
XM_010794861.1	11
XM_010794862.1	11
XM_010794943.1	12
XM_010795151.1	12
XM_010795169.1	10
XM_010795170.1	10
XM_010795187.1	19
XM_010795188.1	19
XM_010795308.1	13
XM_010795308.1	12
XM_010795309.1	12
XM_010795426.1	12
XM_010795636.1	20
XM_010795661.1	17
XM_010795697.1	13
XM_010795702.1	12
XM_010795707.1	10
XM_010795802.1	10
XM_010795803.1	10
XM_010795804.1	10
XM_010795805.1	10
XM_010795806.1	10
XM_010795808.1	10
XM_010795863.1	32
XM_010795864.1	32
XM_010795865.1	32
XM_010796019.1	10
XM_010796095.1	12
XM_010796096.1	12
XM_010796097.1	12
XM_010796099.1	12
XM_010796100.1	12
XM_010796101.1	12
XM_010796280.1	11
XM_010796281.1	11
XM_010796393.1	11
XM_010796394.1	11
XM_010796403.1	12
XM_010796404.1	12
XM_010796405.1	12
XM_010796493.1	11
XM_010796529.1	18
XM_010796610.1	12
XM_010796635.1	11
XM_010796635.1	12
XM_010796702.1	10
XM_010796774.1	10
XM_010796878.1	12
XM_010796938.1	22
XM_010796945.1	22
XM_010796951.1	19
XM_010796954.1	22
XM_010796962.1	22
XM_010797001.1	53
XM_010797087.1	10
XM_010797088.1	10
XM_010797145.1	10
XM_010797164.1	21
XM_010797169.1	48
XM_010797169.1	15
XM_010797169.1	11
XM_010797169.1	15
XM_010797184.1	10
XM_010797223.1	15
XM_010797337.1	10
XM_010797547.1	13
XM_010797557.1	10
XM_010797559.1	13
XM_010797559.1	12
XM_010797564.1	18
XM_010797564.1	23
XM_010797565.1	18
XM_010797565.1	23
XM_010797566.1	18
XM_010797566.1	23
XM_010797567.1	18
XM_010797567.1	23
XM_010797568.1	18
XM_010797568.1	23
XM_010797570.1	18
XM_010797570.1	23
XM_010797696.1	11
XM_010797740.1	11
XM_010797777.1	14
XM_010797778.1	14
XR_797951.1	16
XR_798147.1	10
XR_798180.1	12
XR_798216.1	11
XR_798240.1	14
XR_798377.1	13
XR_798827.1	14
XR_798900.1	10
XR_798901.1	10
XR_799347.1	14
XR_799569.1	18
XR_799595.1	13
XR_799596.1	13
XR_799597.1	13
XR_799603.1	13
XR_799604.1	10
XR_799801.1	10
XR_799858.1	10
XR_800372.1	12
XR_800798.1	26
