record	segment_length
XP_010791775.1	11
XP_010791779.1	26
XP_010791780.1	26
XP_010791781.1	26
XP_010791782.1	26
XP_010791806.1	11
XP_010791854.1	11
XP_010792020.1	52
XP_010792020.1	10
XP_010792107.1	10
XP_010792123.1	23
XP_010792123.1	12
XP_010792123.1	11
XP_010792123.1	15
XP_010792124.1	23
XP_010792124.1	12
XP_010792124.1	11
XP_010792124.1	15
XP_010792125.1	23
XP_010792125.1	12
XP_010792125.1	11
XP_010792125.1	15
XP_010792126.1	23
XP_010792126.1	12
XP_010792126.1	11
XP_010792126.1	15
XP_010792185.1	11
XP_010792276.1	23
XP_010792403.1	16
XP_010792455.1	20
XP_010792481.1	31
XP_010792481.1	14
XP_010792534.1	33
XP_010792592.1	31
XP_010792611.1	15
XP_010792649.1	10
XP_010792718.1	11
XP_010792837.1	23
XP_010793159.1	11
XP_010793160.1	11
XP_010793161.1	11
XP_010793162.1	11
XP_010793163.1	11
XP_010793164.1	11
XP_010793245.1	12
XP_010793471.1	10
XP_010793472.1	10
XP_010793610.1	13
XP_010793610.1	12
XP_010793611.1	12
XP_010793728.1	12
XP_010793938.1	20
XP_010793963.1	17
XP_010793999.1	13
XP_010794004.1	12
XP_010794009.1	10
XP_010794104.1	10
XP_010794105.1	10
XP_010794106.1	10
XP_010794107.1	10
XP_010794108.1	10
XP_010794110.1	10
XP_010794165.1	32
XP_010794166.1	32
XP_010794167.1	32
XP_010794321.1	10
XP_010794397.1	12
XP_010794398.1	12
XP_010794399.1	12
XP_010794401.1	12
XP_010794402.1	12
XP_010794403.1	12
XP_010794695.1	11
XP_010794696.1	11
XP_010794705.1	12
XP_010794706.1	12
XP_010794707.1	12
XP_010794831.1	18
XP_010794912.1	12
XP_010794937.1	11
XP_010794937.1	12
XP_010795004.1	10
XP_010795180.1	12
XP_010795240.1	22
XP_010795247.1	22
XP_010795253.1	19
XP_010795256.1	22
XP_010795264.1	22
XP_010795303.1	53
XP_010795389.1	10
XP_010795390.1	10
XP_010795447.1	10
XP_010795471.1	48
XP_010795471.1	15
XP_010795471.1	11
XP_010795471.1	15
XP_010795486.1	10
XP_010795525.1	15
XP_010795849.1	13
XP_010795859.1	10
XP_010795861.1	13
XP_010795861.1	12
XP_010795866.1	18
XP_010795866.1	23
XP_010795867.1	18
XP_010795867.1	23
XP_010795868.1	18
XP_010795868.1	23
XP_010795869.1	18
XP_010795869.1	23
XP_010795870.1	18
XP_010795870.1	23
XP_010795872.1	18
XP_010795872.1	23
XP_010796042.1	11
