record	segment_length
XP_010767509.1	13
XP_010767515.1	9
XP_010767525.1	8
XP_010767531.1	8
XP_010767531.1	10
XP_010767566.1	6
XP_010767634.1	6
XP_010767642.1	6
XP_010767643.1	6
XP_010767735.1	5
XP_010767743.1	5
XP_010767770.1	6
XP_010767770.1	7
XP_010767772.1	5
XP_010767777.1	5
XP_010767782.1	6
XP_010767782.1	5
XP_010767791.1	5
XP_010767792.1	5
XP_010767825.1	7
XP_010767826.1	7
XP_010767827.1	7
XP_010767834.1	5
XP_010767892.1	9
XP_010767915.1	5
XP_010767916.1	5
XP_010767916.1	5
XP_010767916.1	5
XP_010767916.1	5
XP_010767925.1	7
XP_010767935.1	7
XP_010767941.1	6
XP_010767941.1	5
XP_010767942.1	6
XP_010767942.1	5
XP_010767949.1	7
XP_010767949.1	5
XP_010767970.1	5
XP_010767977.1	5
XP_010767978.1	5
XP_010767979.1	5
XP_010767986.1	5
XP_010767989.1	6
XP_010767989.1	6
XP_010767991.1	5
XP_010767991.1	5
XP_010767991.1	9
XP_010767991.1	6
XP_010767992.1	5
XP_010767998.1	5
XP_010768003.1	5
XP_010768012.1	15
XP_010768030.1	10
XP_010768030.1	31
XP_010768030.1	12
XP_010768030.1	6
XP_010768030.1	5
XP_010768030.1	6
XP_010768030.1	9
XP_010768030.1	5
XP_010768055.1	5
XP_010768059.1	5
XP_010768060.1	5
XP_010768061.1	5
XP_010768067.1	6
XP_010768072.1	10
XP_010768132.1	5
XP_010768132.1	11
XP_010768132.1	9
XP_010768184.1	7
XP_010768185.1	7
XP_010768186.1	7
XP_010768187.1	7
XP_010768188.1	7
XP_010768194.1	5
XP_010768200.1	5
XP_010768200.1	6
XP_010768200.1	5
XP_010768200.1	12
XP_010768203.1	5
XP_010768204.1	5
XP_010768204.1	5
XP_010768204.1	7
XP_010768204.1	8
XP_010768205.1	5
XP_010768205.1	5
XP_010768205.1	7
XP_010768205.1	8
XP_010768206.1	5
XP_010768206.1	5
XP_010768206.1	7
XP_010768206.1	8
XP_010768207.1	7
XP_010768208.1	7
XP_010768234.1	9
XP_010768285.1	5
XP_010768299.1	5
XP_010768307.1	21
XP_010768328.1	6
XP_010768329.1	6
XP_010768330.1	6
XP_010768331.1	6
XP_010768355.1	17
XP_010768360.1	5
XP_010768410.1	7
XP_010768442.1	5
XP_010768442.1	5
XP_010768443.1	5
XP_010768443.1	5
XP_010768444.1	7
XP_010768465.1	14
XP_010768514.1	6
XP_010768514.1	5
XP_010768514.1	6
XP_010768546.1	6
XP_010768584.1	5
XP_010768594.1	8
XP_010768608.1	5
XP_010768611.1	7
XP_010768638.1	5
XP_010768639.1	5
XP_010768657.1	5
XP_010768662.1	6
XP_010768662.1	6
XP_010768668.1	6
XP_010768668.1	6
XP_010768703.1	5
XP_010768708.1	7
XP_010768709.1	7
XP_010768712.1	6
XP_010768712.1	5
XP_010768712.1	6
XP_010768713.1	5
XP_010768714.1	5
XP_010768752.1	5
XP_010768753.1	5
XP_010768754.1	5
XP_010768755.1	5
XP_010768767.1	6
XP_010768768.1	6
XP_010768793.1	5
XP_010768793.1	6
XP_010768793.1	6
XP_010768800.1	5
XP_010768801.1	5
XP_010768802.1	5
XP_010768803.1	5
XP_010768804.1	5
XP_010768805.1	5
XP_010768806.1	5
XP_010768807.1	5
XP_010768808.1	5
XP_010768812.1	6
XP_010768813.1	6
XP_010768826.1	5
XP_010768845.1	6
XP_010768845.1	7
XP_010768845.1	5
XP_010768862.1	6
XP_010768862.1	5
XP_010768874.1	5
XP_010768875.1	5
XP_010768876.1	5
XP_010768877.1	5
XP_010768878.1	5
XP_010768879.1	5
XP_010768880.1	5
XP_010768888.1	6
XP_010768889.1	6
XP_010768897.1	5
XP_010768903.1	12
XP_010768903.1	5
XP_010768906.1	5
XP_010768915.1	6
XP_010768937.1	7
XP_010768942.1	5
XP_010768942.1	5
XP_010768943.1	6
XP_010768953.1	17
XP_010768981.1	5
XP_010768981.1	5
XP_010768981.1	5
XP_010768981.1	5
XP_010768981.1	5
XP_010768981.1	6
XP_010768997.1	5
XP_010768997.1	8
XP_010768997.1	6
XP_010769058.1	5
XP_010769058.1	8
XP_010769066.1	5
XP_010769067.1	8
XP_010769071.1	5
XP_010769074.1	11
XP_010769075.1	9
XP_010769086.1	5
XP_010769087.1	5
XP_010769119.1	5
XP_010769121.1	5
XP_010769126.1	7
XP_010769127.1	7
XP_010769128.1	7
XP_010769132.1	6
XP_010769132.1	43
XP_010769133.1	5
XP_010769134.1	5
XP_010769135.1	5
XP_010769136.1	5
XP_010769139.1	6
XP_010769139.1	43
XP_010769142.1	5
XP_010769188.1	5
XP_010769188.1	12
XP_010769198.1	13
XP_010769198.1	10
XP_010769204.1	13
XP_010769204.1	10
XP_010769233.1	7
XP_010769236.1	5
XP_010769254.1	6
XP_010769254.1	6
XP_010769254.1	5
XP_010769265.1	5
XP_010769285.1	5
XP_010769287.1	5
XP_010769307.1	5
XP_010769308.1	6
XP_010769308.1	5
XP_010769308.1	7
XP_010769315.1	6
XP_010769315.1	5
XP_010769315.1	7
XP_010769323.1	6
XP_010769323.1	5
XP_010769323.1	7
XP_010769330.1	6
XP_010769330.1	5
XP_010769330.1	7
XP_010769332.1	5
XP_010769333.1	5
XP_010769337.1	6
XP_010769337.1	5
XP_010769337.1	7
XP_010769339.1	9
XP_010769344.1	6
XP_010769344.1	5
XP_010769344.1	7
XP_010769353.1	6
XP_010769353.1	5
XP_010769353.1	7
XP_010769398.1	7
XP_010769398.1	8
XP_010769399.1	7
XP_010769399.1	8
XP_010769400.1	7
XP_010769400.1	8
XP_010769405.1	5
XP_010769405.1	5
XP_010769406.1	7
XP_010769406.1	8
XP_010769407.1	7
XP_010769407.1	8
XP_010769409.1	7
XP_010769409.1	8
XP_010769414.1	5
XP_010769417.1	5
XP_010769433.1	6
XP_010769440.1	5
XP_010769441.1	5
XP_010769443.1	12
XP_010769444.1	12
XP_010769451.1	8
XP_010769452.1	8
XP_010769453.1	8
XP_010769467.1	5
XP_010769467.1	6
XP_010769470.1	5
XP_010769483.1	5
XP_010769505.1	10
XP_010769526.1	5
XP_010769548.1	5
XP_010769553.1	5
XP_010769574.1	5
XP_010769614.1	7
XP_010769614.1	5
XP_010769614.1	5
XP_010769622.1	6
XP_010769629.1	5
XP_010769642.1	8
XP_010769645.1	6
XP_010769646.1	6
XP_010769694.1	5
XP_010769711.1	5
XP_010769732.1	5
XP_010769758.1	7
XP_010769765.1	9
XP_010769766.1	9
XP_010769767.1	9
XP_010769768.1	9
XP_010769769.1	9
XP_010769770.1	9
XP_010769780.1	7
XP_010769791.1	5
XP_010769796.1	5
XP_010769826.1	11
XP_010769826.1	5
XP_010769826.1	8
XP_010769826.1	6
XP_010769826.1	18
XP_010769826.1	5
XP_010769826.1	8
XP_010769853.1	7
XP_010769885.1	13
XP_010769893.1	5
XP_010769894.1	5
XP_010769900.1	5
XP_010769900.1	10
XP_010769900.1	6
XP_010769900.1	5
XP_010769901.1	5
XP_010769901.1	10
XP_010769901.1	6
XP_010769901.1	5
XP_010769908.1	17
XP_010769911.1	5
XP_010769911.1	5
XP_010769923.1	9
XP_010769929.1	7
XP_010769950.1	6
XP_010769952.1	6
XP_010769952.1	5
XP_010769952.1	6
XP_010769952.1	5
XP_010769953.1	6
XP_010769953.1	5
XP_010769953.1	6
XP_010769953.1	5
XP_010769954.1	6
XP_010769954.1	5
XP_010769954.1	6
XP_010769954.1	5
XP_010769965.1	5
XP_010769975.1	5
XP_010769981.1	8
XP_010769981.1	7
XP_010769981.1	7
XP_010770004.1	5
XP_010770023.1	5
XP_010770030.1	13
XP_010770046.1	6
XP_010770095.1	10
XP_010770097.1	6
XP_010770103.1	11
XP_010770113.1	5
XP_010770134.1	6
XP_010770135.1	6
XP_010770136.1	6
XP_010770142.1	5
XP_010770235.1	5
XP_010770236.1	5
XP_010770237.1	5
XP_010770238.1	5
XP_010770239.1	5
XP_010770240.1	5
XP_010770241.1	5
XP_010770280.1	6
XP_010770339.1	5
XP_010770339.1	5
XP_010770339.1	9
XP_010770339.1	16
XP_010770339.1	5
XP_010770339.1	5
XP_010770339.1	8
XP_010770339.1	5
XP_010770339.1	5
XP_010770339.1	5
XP_010770358.1	5
XP_010770365.1	6
XP_010770378.1	7
XP_010770393.1	8
XP_010770393.1	5
XP_010770411.1	7
XP_010770412.1	7
XP_010770413.1	7
XP_010770415.1	7
XP_010770416.1	7
XP_010770417.1	7
XP_010770420.1	7
XP_010770424.1	12
XP_010770424.1	10
XP_010770425.1	12
XP_010770425.1	10
XP_010770426.1	12
XP_010770426.1	10
XP_010770427.1	12
XP_010770427.1	10
XP_010770428.1	12
XP_010770428.1	10
XP_010770430.1	23
XP_010770431.1	23
XP_010770442.1	5
XP_010770447.1	6
XP_010770484.1	5
XP_010770502.1	5
XP_010770548.1	5
XP_010770561.1	5
XP_010770576.1	5
XP_010770576.1	9
XP_010770578.1	5
XP_010770587.1	7
XP_010770588.1	5
XP_010770589.1	5
XP_010770674.1	6
XP_010770675.1	6
XP_010770676.1	6
XP_010770677.1	6
XP_010770696.1	6
XP_010770716.1	6
XP_010770724.1	5
XP_010770758.1	5
XP_010770758.1	6
XP_010770758.1	6
XP_010770758.1	9
XP_010770758.1	6
XP_010770766.1	5
XP_010770767.1	5
XP_010770777.1	7
XP_010770792.1	7
XP_010770806.1	11
XP_010770806.1	5
XP_010770824.1	11
XP_010770849.1	5
XP_010770853.1	14
XP_010770871.1	5
XP_010770871.1	6
XP_010770872.1	5
XP_010770872.1	6
XP_010770873.1	5
XP_010770873.1	6
XP_010770874.1	5
XP_010770874.1	6
XP_010770895.1	6
XP_010770910.1	7
XP_010770918.1	7
XP_010770925.1	7
XP_010770929.1	5
XP_010770974.1	5
XP_010770975.1	5
XP_010770977.1	6
XP_010770977.1	6
XP_010770977.1	5
XP_010770977.1	8
XP_010770977.1	5
XP_010770977.1	13
XP_010770998.1	6
XP_010771007.1	5
XP_010771008.1	5
XP_010771009.1	5
XP_010771037.1	5
XP_010771054.1	5
XP_010771055.1	8
XP_010771055.1	6
XP_010771055.1	5
XP_010771056.1	8
XP_010771056.1	6
XP_010771056.1	5
XP_010771057.1	8
XP_010771057.1	6
XP_010771057.1	5
XP_010771058.1	8
XP_010771058.1	6
XP_010771058.1	5
XP_010771059.1	8
XP_010771059.1	6
XP_010771059.1	5
XP_010771060.1	8
XP_010771060.1	6
XP_010771060.1	5
XP_010771061.1	8
XP_010771061.1	6
XP_010771061.1	5
XP_010771062.1	8
XP_010771062.1	6
XP_010771062.1	5
XP_010771074.1	5
XP_010771075.1	5
XP_010771077.1	5
XP_010771115.1	9
XP_010771116.1	9
XP_010771117.1	9
XP_010771123.1	6
XP_010771124.1	6
XP_010771124.1	5
XP_010771124.1	5
XP_010771166.1	5
XP_010771166.1	8
XP_010771167.1	5
XP_010771167.1	8
XP_010771210.1	5
XP_010771215.1	8
XP_010771215.1	5
XP_010771216.1	8
XP_010771216.1	5
XP_010771222.1	6
XP_010771223.1	6
XP_010771224.1	6
XP_010771225.1	6
XP_010771226.1	6
XP_010771232.1	5
XP_010771243.1	5
XP_010771257.1	5
XP_010771257.1	10
XP_010771298.1	9
XP_010771323.1	8
XP_010771323.1	5
XP_010771323.1	5
XP_010771323.1	6
XP_010771323.1	9
XP_010771339.1	5
XP_010771340.1	5
XP_010771351.1	5
XP_010771359.1	6
XP_010771359.1	5
XP_010771359.1	5
XP_010771359.1	5
XP_010771366.1	10
XP_010771366.1	5
XP_010771366.1	5
XP_010771366.1	5
XP_010771367.1	10
XP_010771367.1	5
XP_010771367.1	5
XP_010771367.1	5
XP_010771407.1	10
XP_010771410.1	6
XP_010771411.1	6
XP_010771412.1	6
XP_010771447.1	5
XP_010771472.1	5
XP_010771487.1	5
XP_010771514.1	5
XP_010771514.1	10
XP_010771547.1	32
XP_010771553.1	6
XP_010771564.1	37
XP_010771565.1	5
XP_010771571.1	9
XP_010771572.1	9
XP_010771584.1	7
XP_010771597.1	5
XP_010771598.1	5
XP_010771598.1	5
XP_010771604.1	9
XP_010771605.1	9
XP_010771607.1	9
XP_010771617.1	5
XP_010771617.1	8
XP_010771646.1	6
XP_010771648.1	6
XP_010771687.1	5
XP_010771691.1	5
XP_010771691.1	5
XP_010771694.1	8
XP_010771712.1	8
XP_010771713.1	8
XP_010771727.1	15
XP_010771727.1	6
XP_010771730.1	11
XP_010771735.1	5
XP_010771736.1	5
XP_010771757.1	5
XP_010771757.1	6
XP_010771759.1	8
XP_010771759.1	6
XP_010771778.1	9
XP_010771803.1	6
XP_010771814.1	7
XP_010771815.1	7
XP_010771816.1	6
XP_010771817.1	6
XP_010771818.1	6
XP_010771819.1	6
XP_010771864.1	5
XP_010771869.1	5
XP_010771870.1	5
XP_010771871.1	5
XP_010771873.1	9
XP_010771893.1	7
XP_010771931.1	6
XP_010771932.1	5
XP_010771932.1	6
XP_010771932.1	5
XP_010771938.1	6
XP_010771945.1	6
XP_010771951.1	5
XP_010771952.1	6
XP_010771961.1	6
XP_010771967.1	5
XP_010771967.1	5
XP_010771967.1	6
XP_010771973.1	5
XP_010771973.1	5
XP_010771973.1	6
XP_010771977.1	5
XP_010771978.1	5
XP_010771979.1	5
XP_010771990.1	5
XP_010771991.1	5
XP_010771996.1	5
XP_010772028.1	5
XP_010772041.1	5
XP_010772065.1	6
XP_010772071.1	6
XP_010772097.1	5
XP_010772099.1	5
XP_010772102.1	8
XP_010772102.1	5
XP_010772103.1	8
XP_010772103.1	5
XP_010772110.1	7
XP_010772111.1	7
XP_010772125.1	10
XP_010772125.1	7
XP_010772125.1	15
XP_010772134.1	11
XP_010772134.1	6
XP_010772135.1	11
XP_010772135.1	6
XP_010772136.1	11
XP_010772136.1	6
XP_010772162.1	5
XP_010772163.1	24
XP_010772163.1	7
XP_010772168.1	5
XP_010772171.1	24
XP_010772171.1	7
XP_010772179.1	24
XP_010772179.1	7
XP_010772187.1	24
XP_010772187.1	7
XP_010772195.1	24
XP_010772195.1	7
XP_010772200.1	24
XP_010772200.1	7
XP_010772202.1	6
XP_010772208.1	24
XP_010772208.1	7
XP_010772214.1	5
XP_010772215.1	5
XP_010772216.1	5
XP_010772216.1	5
XP_010772238.1	6
XP_010772238.1	6
XP_010772238.1	15
XP_010772309.1	6
XP_010772316.1	7
XP_010772326.1	5
XP_010772326.1	5
XP_010772327.1	5
XP_010772327.1	5
XP_010772328.1	5
XP_010772328.1	5
XP_010772329.1	5
XP_010772329.1	5
XP_010772330.1	5
XP_010772330.1	5
XP_010772378.1	6
XP_010772386.1	21
XP_010772413.1	8
XP_010772413.1	7
XP_010772421.1	8
XP_010772421.1	7
XP_010772430.1	7
XP_010772436.1	5
XP_010772516.1	5
XP_010772516.1	6
XP_010772522.1	6
XP_010772530.1	18
XP_010772540.1	9
XP_010772541.1	5
XP_010772547.1	9
XP_010772554.1	9
XP_010772556.1	5
XP_010772556.1	5
XP_010772556.1	6
XP_010772557.1	5
XP_010772557.1	5
XP_010772557.1	6
XP_010772558.1	5
XP_010772558.1	5
XP_010772558.1	6
XP_010772559.1	5
XP_010772559.1	5
XP_010772559.1	6
XP_010772563.1	9
XP_010772586.1	5
XP_010772586.1	5
XP_010772597.1	5
XP_010772597.1	21
XP_010772597.1	12
XP_010772597.1	13
XP_010772597.1	8
XP_010772597.1	5
XP_010772603.1	5
XP_010772604.1	5
XP_010772609.1	15
XP_010772615.1	5
XP_010772615.1	5
XP_010772622.1	11
XP_010772623.1	11
XP_010772630.1	28
XP_010772650.1	6
XP_010772679.1	10
XP_010772680.1	10
XP_010772681.1	5
XP_010772686.1	5
XP_010772694.1	5
XP_010772709.1	15
XP_010772747.1	8
XP_010772748.1	8
XP_010772749.1	8
XP_010772766.1	5
XP_010772767.1	5
XP_010772768.1	5
XP_010772784.1	5
XP_010772791.1	8
XP_010772791.1	5
XP_010772791.1	5
XP_010772797.1	5
XP_010772797.1	5
XP_010772800.1	5
XP_010772800.1	5
XP_010772818.1	9
XP_010772835.1	5
XP_010772849.1	5
XP_010772849.1	5
XP_010772867.1	13
XP_010772867.1	8
XP_010772867.1	7
XP_010772867.1	5
XP_010772867.1	5
XP_010772868.1	13
XP_010772868.1	8
XP_010772868.1	7
XP_010772868.1	5
XP_010772868.1	5
XP_010772869.1	13
XP_010772869.1	8
XP_010772869.1	7
XP_010772869.1	5
XP_010772869.1	5
XP_010772875.1	5
XP_010772876.1	5
XP_010772880.1	5
XP_010772880.1	6
XP_010772881.1	5
XP_010772881.1	6
XP_010772900.1	5
XP_010772904.1	6
XP_010772904.1	6
XP_010772905.1	6
XP_010772905.1	6
XP_010772952.1	11
XP_010772960.1	11
XP_010772974.1	5
XP_010772974.1	6
XP_010772974.1	6
XP_010772974.1	6
XP_010772974.1	5
XP_010772988.1	5
XP_010773089.1	6
XP_010773090.1	6
XP_010773098.1	5
XP_010773100.1	5
XP_010773100.1	5
XP_010773137.1	5
XP_010773152.1	7
XP_010773152.1	5
XP_010773154.1	7
XP_010773156.1	6
XP_010773157.1	6
XP_010773158.1	6
XP_010773168.1	13
XP_010773169.1	13
XP_010773170.1	13
XP_010773172.1	13
XP_010773173.1	13
XP_010773175.1	5
XP_010773175.1	5
XP_010773176.1	5
XP_010773176.1	5
XP_010773177.1	5
XP_010773177.1	5
XP_010773178.1	5
XP_010773178.1	5
XP_010773179.1	5
XP_010773179.1	5
XP_010773180.1	5
XP_010773180.1	5
XP_010773181.1	5
XP_010773181.1	5
XP_010773190.1	5
XP_010773191.1	5
XP_010773199.1	5
XP_010773204.1	6
XP_010773210.1	6
XP_010773268.1	5
XP_010773271.1	18
XP_010773272.1	5
XP_010773274.1	5
XP_010773274.1	45
XP_010773288.1	5
XP_010773288.1	13
XP_010773288.1	5
XP_010773294.1	7
XP_010773307.1	5
XP_010773308.1	5
XP_010773318.1	5
XP_010773327.1	5
XP_010773382.1	26
XP_010773383.1	26
XP_010773384.1	26
XP_010773388.1	8
XP_010773388.1	6
XP_010773388.1	6
XP_010773388.1	9
XP_010773388.1	5
XP_010773388.1	7
XP_010773388.1	5
XP_010773394.1	5
XP_010773410.1	5
XP_010773411.1	5
XP_010773412.1	5
XP_010773419.1	5
XP_010773441.1	9
XP_010773441.1	5
XP_010773441.1	5
XP_010773441.1	5
XP_010773441.1	6
XP_010773467.1	5
XP_010773480.1	5
XP_010773480.1	5
XP_010773480.1	5
