record	sig_segments	total_length
ENSGMOP00000002466.1	1	10
ENSGMOP00000002431.1	1	5
ENSGMOP00000002420.1	1	5
ENSGMOP00000002535.1	1	6
ENSGMOP00000002500.1	1	8
ENSGMOP00000002540.1	1	5
ENSGMOP00000002519.1	1	5
ENSGMOP00000002479.1	1	7
ENSGMOP00000002497.1	1	5
ENSGMOP00000002506.1	1	5
ENSGMOP00000002503.1	1	5
ENSGMOP00000002528.1	1	5
ENSGMOP00000002523.1	1	5
ENSGMOP00000002546.1	1	5
ENSGMOP00000002547.1	1	5
ENSGMOP00000002574.1	3	23
ENSGMOP00000002591.1	4	32
ENSGMOP00000002593.1	3	23
ENSGMOP00000002628.1	1	7
ENSGMOP00000002683.1	1	5
ENSGMOP00000002614.1	1	7
ENSGMOP00000002612.1	1	6
ENSGMOP00000002637.1	1	5
ENSGMOP00000002659.1	1	10
ENSGMOP00000002676.1	1	7
ENSGMOP00000002785.1	1	6
ENSGMOP00000002681.1	1	5
ENSGMOP00000002674.1	1	5
ENSGMOP00000002750.1	1	5
ENSGMOP00000002858.1	2	10
ENSGMOP00000002795.1	3	27
ENSGMOP00000002799.1	3	25
ENSGMOP00000002813.1	1	7
ENSGMOP00000002824.1	1	7
ENSGMOP00000002960.1	1	5
ENSGMOP00000002868.1	1	8
ENSGMOP00000002996.1	1	5
ENSGMOP00000002947.1	1	5
ENSGMOP00000002908.1	1	5
ENSGMOP00000003002.1	1	6
ENSGMOP00000003028.1	3	18
ENSGMOP00000003033.1	1	5
ENSGMOP00000003025.1	1	8
ENSGMOP00000003095.1	2	12
ENSGMOP00000003082.1	1	9
ENSGMOP00000003154.1	3	15
ENSGMOP00000003086.1	1	7
ENSGMOP00000003144.1	1	5
ENSGMOP00000003166.1	2	16
ENSGMOP00000003147.1	2	12
ENSGMOP00000003124.1	1	5
ENSGMOP00000003159.1	1	5
ENSGMOP00000003176.1	1	5
ENSGMOP00000003244.1	1	5
ENSGMOP00000003196.1	1	5
ENSGMOP00000003254.1	1	5
ENSGMOP00000003240.1	1	6
ENSGMOP00000003201.1	1	6
ENSGMOP00000003216.1	1	5
ENSGMOP00000003252.1	1	12
ENSGMOP00000003321.1	1	13
ENSGMOP00000003350.1	1	6
ENSGMOP00000003345.1	1	6
ENSGMOP00000003344.1	1	5
ENSGMOP00000003367.1	1	5
ENSGMOP00000003443.1	1	8
ENSGMOP00000003462.1	1	6
ENSGMOP00000003472.1	1	10
ENSGMOP00000003504.1	1	10
ENSGMOP00000003492.1	1	5
ENSGMOP00000003531.1	1	5
ENSGMOP00000003569.1	1	7
ENSGMOP00000003564.1	1	7
ENSGMOP00000003621.1	2	13
ENSGMOP00000003591.1	1	7
ENSGMOP00000003668.1	1	5
ENSGMOP00000003620.1	1	9
ENSGMOP00000003655.1	1	5
ENSGMOP00000003678.1	2	12
ENSGMOP00000003815.1	2	12
ENSGMOP00000003712.1	1	5
ENSGMOP00000003747.1	1	6
ENSGMOP00000003721.1	1	5
ENSGMOP00000003709.1	1	14
ENSGMOP00000003803.1	1	5
ENSGMOP00000003715.1	1	5
ENSGMOP00000003823.1	1	5
ENSGMOP00000003790.1	1	5
ENSGMOP00000003859.1	1	6
ENSGMOP00000003787.1	1	7
ENSGMOP00000003846.1	1	6
ENSGMOP00000003816.1	1	6
ENSGMOP00000003837.1	2	16
ENSGMOP00000003804.1	1	5
ENSGMOP00000003891.1	1	5
ENSGMOP00000004021.1	3	20
ENSGMOP00000003984.1	1	8
ENSGMOP00000003994.1	1	5
ENSGMOP00000003977.1	1	5
ENSGMOP00000004014.1	2	11
ENSGMOP00000003979.1	1	5
ENSGMOP00000003988.1	1	6
ENSGMOP00000003970.1	1	5
ENSGMOP00000004057.1	2	18
ENSGMOP00000003983.1	1	5
ENSGMOP00000004073.1	1	5
ENSGMOP00000004013.1	1	13
ENSGMOP00000004076.1	1	8
ENSGMOP00000004020.1	1	7
ENSGMOP00000004038.1	1	8
ENSGMOP00000004101.1	1	5
ENSGMOP00000004327.1	1	5
ENSGMOP00000004110.1	1	6
ENSGMOP00000004111.1	1	7
ENSGMOP00000004198.1	1	5
ENSGMOP00000004273.1	2	10
ENSGMOP00000004197.1	1	10
ENSGMOP00000004267.1	1	8
ENSGMOP00000004277.1	1	5
ENSGMOP00000004271.1	1	5
ENSGMOP00000004382.1	2	16
ENSGMOP00000004300.1	1	6
ENSGMOP00000004446.1	1	5
ENSGMOP00000004440.1	1	5
ENSGMOP00000004419.1	1	5
ENSGMOP00000004435.1	1	5
ENSGMOP00000004417.1	2	12
ENSGMOP00000004426.1	1	5
ENSGMOP00000004445.1	1	5
ENSGMOP00000004491.1	1	6
ENSGMOP00000004509.1	1	5
ENSGMOP00000004501.1	1	9
ENSGMOP00000004459.1	1	5
ENSGMOP00000004469.1	1	5
ENSGMOP00000004466.1	1	5
ENSGMOP00000004598.1	1	6
ENSGMOP00000004511.1	1	8
ENSGMOP00000004547.1	1	8
ENSGMOP00000004565.1	1	5
ENSGMOP00000004560.1	1	5
ENSGMOP00000004647.1	1	5
ENSGMOP00000004628.1	1	6
ENSGMOP00000004708.1	2	10
ENSGMOP00000004735.1	1	5
ENSGMOP00000004720.1	1	5
ENSGMOP00000004772.1	1	7
ENSGMOP00000004922.1	5	26
ENSGMOP00000004770.1	1	5
ENSGMOP00000004792.1	2	10
ENSGMOP00000004874.1	2	11
ENSGMOP00000004932.1	1	6
ENSGMOP00000004810.1	1	12
ENSGMOP00000004880.1	1	6
ENSGMOP00000004883.1	1	5
ENSGMOP00000004911.1	3	17
ENSGMOP00000004944.1	1	6
ENSGMOP00000005048.1	1	5
ENSGMOP00000004976.1	2	13
ENSGMOP00000004960.1	1	7
ENSGMOP00000005010.1	1	5
ENSGMOP00000005001.1	1	10
ENSGMOP00000005015.1	1	8
ENSGMOP00000004994.1	1	5
ENSGMOP00000005091.1	1	14
ENSGMOP00000005084.1	1	6
ENSGMOP00000005078.1	1	7
ENSGMOP00000005087.1	1	5
ENSGMOP00000005092.1	1	5
ENSGMOP00000005128.1	1	5
ENSGMOP00000005129.1	2	12
ENSGMOP00000005126.1	1	5
ENSGMOP00000005154.1	1	12
ENSGMOP00000005160.1	1	5
ENSGMOP00000005193.1	1	8
ENSGMOP00000005167.1	1	5
ENSGMOP00000005184.1	1	5
ENSGMOP00000005183.1	2	13
ENSGMOP00000005245.1	1	5
ENSGMOP00000005228.1	1	5
ENSGMOP00000005301.1	1	6
ENSGMOP00000005345.1	1	5
ENSGMOP00000005314.1	1	5
ENSGMOP00000005354.1	1	5
ENSGMOP00000005328.1	1	5
ENSGMOP00000005340.1	1	6
ENSGMOP00000005419.1	2	12
ENSGMOP00000005429.1	1	5
ENSGMOP00000005438.1	1	5
ENSGMOP00000005486.1	1	8
ENSGMOP00000005507.1	1	5
ENSGMOP00000005538.1	1	5
ENSGMOP00000005546.1	1	5
ENSGMOP00000005562.1	1	8
ENSGMOP00000005586.1	1	5
ENSGMOP00000005645.1	2	19
ENSGMOP00000005649.1	1	5
ENSGMOP00000005669.1	1	8
ENSGMOP00000005636.1	1	6
ENSGMOP00000005661.1	1	5
ENSGMOP00000005639.1	2	11
ENSGMOP00000005692.1	1	7
ENSGMOP00000005680.1	1	8
ENSGMOP00000005778.1	2	11
ENSGMOP00000005754.1	1	5
ENSGMOP00000005772.1	1	5
ENSGMOP00000005796.1	1	5
ENSGMOP00000005799.1	1	5
ENSGMOP00000005777.1	1	5
ENSGMOP00000005792.1	1	7
ENSGMOP00000005838.1	1	6
ENSGMOP00000005836.1	1	6
ENSGMOP00000005841.1	1	5
ENSGMOP00000005917.1	1	5
ENSGMOP00000005933.1	1	8
ENSGMOP00000005927.1	4	22
ENSGMOP00000005978.1	1	5
ENSGMOP00000005946.1	1	7
ENSGMOP00000005988.1	1	5
ENSGMOP00000005997.1	1	5
ENSGMOP00000006017.1	1	5
ENSGMOP00000005992.1	1	6
ENSGMOP00000006177.1	1	8
ENSGMOP00000006191.1	1	7
ENSGMOP00000006041.1	1	5
ENSGMOP00000006070.1	1	8
ENSGMOP00000006053.1	1	5
ENSGMOP00000006038.1	1	5
ENSGMOP00000006173.1	1	5
ENSGMOP00000006180.1	3	18
ENSGMOP00000006131.1	1	5
ENSGMOP00000006214.1	1	5
ENSGMOP00000006279.1	1	6
ENSGMOP00000006290.1	1	5
ENSGMOP00000006350.1	2	12
ENSGMOP00000006339.1	1	7
ENSGMOP00000006368.1	1	6
ENSGMOP00000006370.1	1	5
ENSGMOP00000006384.1	1	6
ENSGMOP00000006418.1	2	10
ENSGMOP00000006440.1	2	13
ENSGMOP00000006452.1	1	6
ENSGMOP00000006438.1	1	6
ENSGMOP00000006481.1	1	5
ENSGMOP00000006504.1	1	6
ENSGMOP00000006436.1	1	5
ENSGMOP00000006479.1	1	5
ENSGMOP00000006526.1	1	5
ENSGMOP00000006565.1	1	5
ENSGMOP00000006562.1	1	8
ENSGMOP00000006573.1	1	5
ENSGMOP00000006587.1	1	6
ENSGMOP00000006614.1	1	5
ENSGMOP00000006629.1	1	5
ENSGMOP00000006635.1	2	10
ENSGMOP00000006658.1	2	10
ENSGMOP00000006664.1	1	5
ENSGMOP00000006608.1	1	9
ENSGMOP00000006620.1	1	6
ENSGMOP00000006647.1	1	5
ENSGMOP00000006632.1	1	5
ENSGMOP00000006646.1	1	6
ENSGMOP00000006674.1	1	5
ENSGMOP00000006681.1	1	5
ENSGMOP00000006682.1	1	5
ENSGMOP00000006709.1	2	14
ENSGMOP00000006712.1	2	14
ENSGMOP00000006742.1	1	5
ENSGMOP00000006785.1	1	9
ENSGMOP00000006758.1	1	6
ENSGMOP00000006793.1	1	5
ENSGMOP00000006790.1	2	14
ENSGMOP00000006789.1	1	5
ENSGMOP00000006796.1	2	12
ENSGMOP00000006840.1	1	5
ENSGMOP00000006853.1	1	5
ENSGMOP00000006863.1	1	8
ENSGMOP00000006865.1	1	5
ENSGMOP00000006916.1	2	12
ENSGMOP00000006933.1	1	6
ENSGMOP00000006897.1	1	5
ENSGMOP00000006951.1	2	15
ENSGMOP00000007001.1	1	5
ENSGMOP00000006993.1	1	8
ENSGMOP00000006988.1	1	5
ENSGMOP00000006998.1	1	6
ENSGMOP00000007026.1	1	8
ENSGMOP00000007030.1	1	5
ENSGMOP00000007082.1	2	12
ENSGMOP00000007088.1	1	5
ENSGMOP00000007293.1	1	6
ENSGMOP00000007352.1	1	6
ENSGMOP00000007389.1	1	6
ENSGMOP00000007425.1	1	6
ENSGMOP00000007105.1	1	5
ENSGMOP00000007130.1	1	8
ENSGMOP00000007186.1	1	8
ENSGMOP00000007213.1	1	5
ENSGMOP00000007203.1	1	6
ENSGMOP00000007274.1	1	9
ENSGMOP00000007208.1	1	8
ENSGMOP00000007214.1	1	16
ENSGMOP00000007228.1	1	5
ENSGMOP00000007233.1	1	5
ENSGMOP00000007239.1	1	5
ENSGMOP00000007281.1	1	6
ENSGMOP00000007375.1	2	17
ENSGMOP00000007359.1	2	15
ENSGMOP00000007340.1	1	5
ENSGMOP00000007362.1	1	5
ENSGMOP00000007374.1	1	5
ENSGMOP00000007376.1	1	5
ENSGMOP00000007440.1	2	17
ENSGMOP00000007483.1	1	7
ENSGMOP00000007489.1	1	6
ENSGMOP00000007496.1	1	5
ENSGMOP00000007508.1	1	9
ENSGMOP00000007553.1	2	11
ENSGMOP00000007567.1	1	5
ENSGMOP00000007578.1	1	5
ENSGMOP00000007588.1	2	10
ENSGMOP00000007605.1	2	10
ENSGMOP00000007627.1	2	23
ENSGMOP00000007619.1	1	5
ENSGMOP00000007622.1	1	7
ENSGMOP00000007647.1	1	7
ENSGMOP00000007658.1	2	13
ENSGMOP00000007681.1	3	21
ENSGMOP00000007682.1	1	5
ENSGMOP00000007693.1	1	6
ENSGMOP00000007745.1	6	38
ENSGMOP00000007707.1	2	12
ENSGMOP00000007705.1	1	6
ENSGMOP00000007715.1	1	6
ENSGMOP00000007730.1	1	6
ENSGMOP00000007738.1	1	6
ENSGMOP00000007742.1	1	6
ENSGMOP00000007725.1	2	12
ENSGMOP00000007743.1	1	5
ENSGMOP00000007787.1	1	7
ENSGMOP00000007779.1	1	5
ENSGMOP00000007792.1	1	5
ENSGMOP00000007802.1	2	13
ENSGMOP00000007805.1	1	6
ENSGMOP00000007822.1	3	17
ENSGMOP00000007813.1	1	5
ENSGMOP00000007823.1	3	16
ENSGMOP00000007837.1	1	7
ENSGMOP00000007859.1	1	7
ENSGMOP00000007947.1	1	5
ENSGMOP00000007950.1	2	10
ENSGMOP00000007966.1	3	19
ENSGMOP00000007986.1	1	5
ENSGMOP00000008010.1	1	5
ENSGMOP00000008022.1	1	5
ENSGMOP00000008036.1	1	6
ENSGMOP00000008037.1	1	8
ENSGMOP00000008048.1	1	6
ENSGMOP00000008056.1	1	7
ENSGMOP00000008062.1	1	5
ENSGMOP00000008074.1	1	5
ENSGMOP00000008087.1	1	5
ENSGMOP00000008089.1	1	5
ENSGMOP00000008146.1	1	5
ENSGMOP00000008214.1	1	5
ENSGMOP00000008223.1	2	11
ENSGMOP00000008221.1	1	7
ENSGMOP00000008222.1	1	5
ENSGMOP00000008248.1	1	7
ENSGMOP00000008255.1	1	13
ENSGMOP00000008279.1	1	5
ENSGMOP00000008289.1	1	8
ENSGMOP00000008316.1	1	5
ENSGMOP00000008311.1	1	5
ENSGMOP00000008331.1	1	6
ENSGMOP00000008351.1	1	5
ENSGMOP00000008360.1	1	5
ENSGMOP00000008370.1	1	6
ENSGMOP00000008395.1	1	8
ENSGMOP00000008401.1	1	15
ENSGMOP00000008453.1	1	5
ENSGMOP00000008450.1	1	5
ENSGMOP00000008471.1	1	5
ENSGMOP00000008473.1	1	5
ENSGMOP00000008492.1	1	5
ENSGMOP00000008494.1	1	11
ENSGMOP00000008525.1	1	13
ENSGMOP00000008530.1	2	11
ENSGMOP00000008560.1	1	6
ENSGMOP00000008580.1	1	5
ENSGMOP00000008579.1	2	14
ENSGMOP00000008578.1	1	5
ENSGMOP00000008585.1	1	9
ENSGMOP00000008600.1	1	5
ENSGMOP00000008604.1	1	6
ENSGMOP00000008614.1	1	6
ENSGMOP00000008636.1	1	5
ENSGMOP00000008652.1	1	10
ENSGMOP00000008707.1	1	6
ENSGMOP00000008721.1	2	14
ENSGMOP00000008732.1	2	11
ENSGMOP00000008746.1	1	5
ENSGMOP00000008763.1	1	5
ENSGMOP00000008790.1	1	5
ENSGMOP00000008793.1	1	5
ENSGMOP00000008802.1	1	6
ENSGMOP00000008803.1	1	6
ENSGMOP00000008807.1	2	11
ENSGMOP00000008839.1	1	6
ENSGMOP00000008849.1	1	9
ENSGMOP00000008856.1	1	5
ENSGMOP00000008871.1	2	19
ENSGMOP00000008885.1	1	5
ENSGMOP00000008887.1	1	11
ENSGMOP00000008903.1	1	5
ENSGMOP00000008916.1	1	5
ENSGMOP00000008934.1	1	8
ENSGMOP00000008946.1	1	5
ENSGMOP00000008966.1	1	6
ENSGMOP00000008973.1	1	10
ENSGMOP00000008974.1	1	5
ENSGMOP00000008977.1	2	14
ENSGMOP00000009003.1	1	6
ENSGMOP00000009028.1	2	10
ENSGMOP00000009053.1	1	6
ENSGMOP00000009066.1	2	11
ENSGMOP00000009073.1	1	6
ENSGMOP00000009099.1	1	5
ENSGMOP00000009115.1	1	5
ENSGMOP00000009126.1	1	7
ENSGMOP00000009197.1	2	12
ENSGMOP00000009252.1	1	5
ENSGMOP00000009270.1	1	5
ENSGMOP00000009312.1	1	7
ENSGMOP00000009337.1	1	6
ENSGMOP00000009421.1	1	5
ENSGMOP00000009463.1	3	16
ENSGMOP00000009487.1	1	5
ENSGMOP00000009512.1	1	5
ENSGMOP00000009506.1	1	5
ENSGMOP00000009531.1	1	8
ENSGMOP00000009582.1	1	5
ENSGMOP00000009584.1	1	5
ENSGMOP00000009585.1	1	5
ENSGMOP00000009591.1	1	10
ENSGMOP00000009593.1	1	7
ENSGMOP00000009656.1	1	5
ENSGMOP00000009665.1	1	6
ENSGMOP00000009658.1	1	5
ENSGMOP00000009662.1	1	5
ENSGMOP00000009680.1	2	11
ENSGMOP00000009709.1	3	16
ENSGMOP00000009760.1	1	5
ENSGMOP00000009795.1	1	7
ENSGMOP00000009767.1	1	5
ENSGMOP00000009783.1	1	5
ENSGMOP00000009804.1	2	13
ENSGMOP00000009810.1	3	20
ENSGMOP00000009843.1	1	16
ENSGMOP00000009850.1	1	5
ENSGMOP00000009879.1	1	5
ENSGMOP00000009870.1	3	17
ENSGMOP00000009889.1	1	7
ENSGMOP00000009914.1	1	6
ENSGMOP00000009935.1	2	21
ENSGMOP00000009957.1	2	14
ENSGMOP00000009954.1	1	6
ENSGMOP00000009980.1	1	5
ENSGMOP00000010018.1	2	10
ENSGMOP00000010006.1	1	5
ENSGMOP00000010466.1	1	5
ENSGMOP00000010482.1	1	5
ENSGMOP00000010502.1	1	5
ENSGMOP00000010508.1	1	5
ENSGMOP00000010530.1	1	5
ENSGMOP00000010581.1	1	5
ENSGMOP00000010053.1	1	7
ENSGMOP00000010069.1	1	5
ENSGMOP00000010087.1	1	6
ENSGMOP00000010089.1	1	5
ENSGMOP00000010141.1	1	5
ENSGMOP00000010131.1	1	5
ENSGMOP00000010192.1	1	5
ENSGMOP00000010209.1	3	16
ENSGMOP00000010216.1	2	12
ENSGMOP00000010186.1	2	12
ENSGMOP00000010217.1	1	5
ENSGMOP00000010220.1	1	5
ENSGMOP00000010229.1	1	5
ENSGMOP00000010245.1	1	5
ENSGMOP00000010249.1	1	5
ENSGMOP00000010253.1	1	6
ENSGMOP00000010270.1	1	6
ENSGMOP00000010293.1	1	5
ENSGMOP00000010344.1	1	5
ENSGMOP00000010337.1	1	5
ENSGMOP00000010347.1	1	7
ENSGMOP00000010360.1	1	8
ENSGMOP00000010451.1	5	34
ENSGMOP00000010405.1	2	18
ENSGMOP00000010418.1	1	5
ENSGMOP00000010429.1	1	6
ENSGMOP00000010423.1	1	5
ENSGMOP00000010449.1	2	35
ENSGMOP00000010453.1	1	5
ENSGMOP00000010439.1	2	11
ENSGMOP00000010498.1	1	5
ENSGMOP00000010523.1	2	10
ENSGMOP00000010529.1	1	7
ENSGMOP00000010580.1	1	5
ENSGMOP00000010610.1	1	5
ENSGMOP00000010596.1	1	5
ENSGMOP00000010626.1	2	16
ENSGMOP00000010631.1	1	6
ENSGMOP00000010638.1	1	6
ENSGMOP00000010628.1	1	5
ENSGMOP00000010644.1	1	5
ENSGMOP00000010635.1	1	5
ENSGMOP00000010695.1	1	5
ENSGMOP00000010708.1	2	12
ENSGMOP00000010734.1	1	5
ENSGMOP00000010724.1	1	5
ENSGMOP00000010733.1	1	5
ENSGMOP00000010754.1	1	5
ENSGMOP00000010746.1	1	5
ENSGMOP00000010800.1	1	6
ENSGMOP00000010839.1	1	5
ENSGMOP00000010866.1	1	6
ENSGMOP00000010856.1	1	14
ENSGMOP00000010895.1	1	7
ENSGMOP00000010898.1	1	5
ENSGMOP00000010911.1	1	5
ENSGMOP00000010902.1	1	5
ENSGMOP00000010906.1	1	6
ENSGMOP00000010896.1	1	5
ENSGMOP00000010914.1	2	16
ENSGMOP00000010929.1	4	28
ENSGMOP00000010971.1	2	11
ENSGMOP00000010949.1	1	5
ENSGMOP00000010987.1	1	8
ENSGMOP00000011000.1	2	15
ENSGMOP00000011071.1	1	5
ENSGMOP00000011065.1	1	5
ENSGMOP00000011072.1	1	5
ENSGMOP00000011091.1	1	5
ENSGMOP00000011059.1	1	7
ENSGMOP00000011110.1	1	5
ENSGMOP00000011142.1	1	5
ENSGMOP00000011148.1	1	5
ENSGMOP00000011171.1	1	6
ENSGMOP00000011232.1	1	6
ENSGMOP00000011244.1	1	6
ENSGMOP00000011263.1	1	6
ENSGMOP00000011279.1	1	9
ENSGMOP00000011308.1	1	12
ENSGMOP00000011355.1	1	5
ENSGMOP00000011336.1	1	6
ENSGMOP00000011324.1	1	5
ENSGMOP00000011363.1	1	7
ENSGMOP00000011346.1	1	5
ENSGMOP00000011364.1	1	6
ENSGMOP00000011348.1	1	5
ENSGMOP00000011369.1	1	11
ENSGMOP00000011393.1	1	9
ENSGMOP00000011394.1	1	6
ENSGMOP00000011398.1	1	5
ENSGMOP00000011412.1	1	5
ENSGMOP00000011432.1	1	5
ENSGMOP00000011467.1	1	5
ENSGMOP00000011443.1	1	13
ENSGMOP00000011441.1	1	5
ENSGMOP00000011456.1	1	17
ENSGMOP00000011470.1	1	5
ENSGMOP00000011510.1	3	20
ENSGMOP00000011509.1	5	25
ENSGMOP00000011494.1	1	5
ENSGMOP00000011508.1	2	14
ENSGMOP00000011529.1	1	6
ENSGMOP00000011559.1	1	5
ENSGMOP00000011581.1	1	7
ENSGMOP00000011626.1	1	5
ENSGMOP00000011628.1	1	6
ENSGMOP00000011648.1	1	5
ENSGMOP00000011653.1	1	5
ENSGMOP00000011698.1	1	5
ENSGMOP00000011663.1	1	6
ENSGMOP00000011658.1	4	28
ENSGMOP00000011735.1	1	15
ENSGMOP00000011697.1	1	9
ENSGMOP00000011760.1	1	6
ENSGMOP00000011753.1	1	5
ENSGMOP00000011771.1	1	6
ENSGMOP00000011829.1	2	16
ENSGMOP00000011798.1	1	5
ENSGMOP00000011822.1	1	5
ENSGMOP00000011823.1	1	7
ENSGMOP00000011840.1	1	5
ENSGMOP00000011890.1	1	5
ENSGMOP00000011881.1	2	10
ENSGMOP00000011884.1	1	7
ENSGMOP00000011898.1	1	5
ENSGMOP00000011909.1	2	10
ENSGMOP00000011922.1	1	6
ENSGMOP00000011952.1	1	5
ENSGMOP00000011937.1	1	6
ENSGMOP00000011954.1	1	5
ENSGMOP00000011995.1	1	6
ENSGMOP00000011972.1	2	12
ENSGMOP00000012003.1	1	6
ENSGMOP00000012008.1	1	5
ENSGMOP00000012028.1	2	10
ENSGMOP00000012045.1	2	10
ENSGMOP00000012046.1	1	5
ENSGMOP00000012086.1	1	6
ENSGMOP00000012065.1	1	11
ENSGMOP00000012084.1	1	5
ENSGMOP00000012122.1	1	5
ENSGMOP00000012144.1	1	6
ENSGMOP00000012156.1	2	13
ENSGMOP00000012167.1	1	5
ENSGMOP00000012199.1	1	7
ENSGMOP00000012176.1	1	5
ENSGMOP00000012184.1	1	5
ENSGMOP00000012207.1	1	5
ENSGMOP00000012260.1	1	5
ENSGMOP00000012246.1	1	6
ENSGMOP00000012278.1	1	5
ENSGMOP00000012329.1	1	5
ENSGMOP00000012335.1	1	5
ENSGMOP00000012368.1	1	5
ENSGMOP00000012374.1	1	7
ENSGMOP00000012537.1	1	5
ENSGMOP00000012506.1	1	7
ENSGMOP00000012534.1	1	5
